Name + ORG,ID,Name,ORG,POS,G,GS,TC,A,PO,E,DP,TP,ZR,SBA,RTO,IP,PB,CER,BIZ-R,BIZ-Rm,BIZ-L,BIZ-Lm,BIZ-E,BIZ-Em,BIZ-U,BIZ-Um,BIZ-Z,BIZ-Zm,BIZ-I,FRM,ARM
Monty Cross Oak,15646,Monty Cross,Oakland Athletics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson Cunningham Min,37614,Jackson Cunningham,Minnesota Twins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miles Czarnowski Sea,18386,Miles Czarnowski,Seattle Mariners,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lyle Czekala Oak,22595,Lyle Czekala,Oakland Athletics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gunnar D'Arezzo Tor,33512,Gunnar D'Arezzo,Toronto Blue Jays,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roman Dammratsch Bal,29607,Roman Dammratsch,Baltimore Orioles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alijah Delnero Was,30559,Alijah Delnero,Washington Nationals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roger Englehart Bos,34785,Roger Englehart,Boston Red Sox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jair Epp Mil,27599,Jair Epp,Milwaukee Brewers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyle Falzone Tex,14437,Kyle Falzone,Texas Rangers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elden Fasnacht Kan,32499,Elden Fasnacht,Kansas City Monarchs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patrick Follman Bal,13088,Patrick Follman,Baltimore Orioles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rocky Gastelum Chi,5432,Rocky Gastelum,Chicago Cubs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victor Gosselin Phi,29616,Victor Gosselin,Philadelphia Phillies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emerson Grammatico Pit,9761,Emerson Grammatico,Pittsburgh Pirates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teddy Grisham New,23102,Teddy Grisham,New York Yankees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyan Guzman San,5984,Kyan Guzman,San Diego Padres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert Hall San,9230,Robert Hall,San Francisco Giants,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nick Hasty Tam,13066,Nick Hasty,Tampa Bay Devil Rays,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lenny Hegel Mon,6034,Lenny Hegel,Montreal Expos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aitor Herrera Min,31720,Aitor Herrera,Minnesota Twins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nelson Herrera Kan,36484,Nelson Herrera,Kansas City Royals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alfie Hou Ari,25219,Alfie Hou,Arizona Diamondbacks,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cristopher Jalil Chi,26984,Cristopher Jalil,Chicago Cubs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gareth Jones Phi,14326,Gareth Jones,Philadelphia Phillies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hyman Jones Kan,27291,Hyman Jones,Kansas City Royals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Do-Hyeon Kay Hou,11612,Do-Hyeon Kay,Houston Astros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacob Keen Hou,34978,Jacob Keen,Houston Astros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Max Kender Min,21173,Max Kender,Minnesota Twins,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isaac Knott Oak,1422,Isaac Knott,Oakland Athletics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caleb Korsmark Ari,24847,Caleb Korsmark,Arizona Diamondbacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miguel Lara Det,15613,Miguel Lara,Detroit Tigers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gildardo Lares Mon,35491,Gildardo Lares,Montreal Expos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xavier Linares Tex,35128,Xavier Linares,Texas Rangers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Henderson Macias St.,36059,Henderson Macias,St. Louis Cardinals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaden Macleod New,35000,Kaden Macleod,New York Mets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elijah Marks Oak,16082,Elijah Marks,Oakland Athletics,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Skip Mayberry San,17314,Skip Mayberry,San Francisco Giants,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian McCool Det,28988,Christian McCool,Detroit Tigers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hunter McDowell Kan,7300,Hunter McDowell,Kansas City Monarchs,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dan McDuffie Bos,32240,Dan McDuffie,Boston Red Sox,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zach Meehan Atl,26848,Zach Meehan,Atlanta Hammers,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Davy Mejia Bos,32552,Davy Mejia,Boston Red Sox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tony Melendez Det,9007,Tony Melendez,Detroit Tigers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jesús Mendez Los,29944,Jesús Mendez,Los Angeles Dodgers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adrián Mendietta Col,36181,Adrián Mendietta,Colorado Rockies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pete Michelena Tor,27266,Pete Michelena,Toronto Blue Jays,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ruben Miron Ana,29849,Ruben Miron,Anaheim Angels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeremiah Musgrove Cin,19114,Jeremiah Musgrove,Cincinnati Reds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamel Ouellet Oak,24162,Jamel Ouellet,Oakland Athletics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Graham Owston -,7548,Graham Owston,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marco Pamatong Chi,37177,Marco Pamatong,Chicago White Sox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gang-U Park San,35359,Gang-U Park,San Francisco Giants,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex Patterson St.,13542,Alex Patterson,St. Louis Cardinals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yanier Peña New,9901,Yanier Peña,New York Mets,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ruben Picasso Was,35893,Ruben Picasso,Washington Nationals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mason Pimentel Hou,12484,Mason Pimentel,Houston Astros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandon Pucci Cin,29513,Brandon Pucci,Cincinnati Reds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eris Pérez Kan,31227,Eris Pérez,Kansas City Royals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jajuan Pérez Flo,36145,Jajuan Pérez,Florida Marlins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manuel Pérez Chi,25130,Manuel Pérez,Chicago Cubs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ray Quiroz Bos,16188,Ray Quiroz,Boston Red Sox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ken Richards Chi,37806,Ken Richards,Chicago White Sox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parker Richter New,8056,Parker Richter,New York Mets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brayden Rodeffer St.,19742,Brayden Rodeffer,St. Louis Cardinals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hector Rosas Col,33228,Hector Rosas,Colorado Rockies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oscar Rose Ana,18382,Oscar Rose,Anaheim Angels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carlton Rusnak Chi,33343,Carlton Rusnak,Chicago Cubs,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alan Salerno Sea,30613,Alan Salerno,Seattle Mariners,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seamus Sanchez Los,29945,Seamus Sanchez,Los Angeles Dodgers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chad Shabalala Bal,38707,Chad Shabalala,Baltimore Orioles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben Shifley St.,4227,Ben Shifley,St. Louis Cardinals,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lou Shouse Cin,35143,Lou Shouse,Cincinnati Reds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gabriel Silva Ari,35525,Gabriel Silva,Arizona Diamondbacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madden Simmons Col,35023,Madden Simmons,Colorado Rockies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Su-Chan Sohn New,32217,Su-Chan Sohn,New York Yankees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steve Sosa Cin,12629,Steve Sosa,Cincinnati Reds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethan Stallworth San,35024,Ethan Stallworth,San Diego Padres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colton Stribling Was,30601,Colton Stribling,Washington Nationals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gerardo Tejeda Phi,35780,Gerardo Tejeda,Philadelphia Phillies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vincent Thompson Cin,30567,Vincent Thompson,Cincinnati Reds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elwood Tilley Hou,14288,Elwood Tilley,Houston Astros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thad Trapnell Col,23512,Thad Trapnell,Colorado Rockies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thad Trotter Pit,20134,Thad Trotter,Pittsburgh Pirates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martin Urrea Phi,28817,Martin Urrea,Philadelphia Phillies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Princeton Van Hout Tor,14496,Princeton Van Hout,Toronto Blue Jays,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethan Van Riper Hou,30362,Ethan Van Riper,Houston Astros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A.J. Van Sciver Pit,25426,A.J. Van Sciver,Pittsburgh Pirates,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nestor Vargas Chi,27399,Nestor Vargas,Chicago Cubs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brad Vaya Tor,41050,Brad Vaya,Toronto Blue Jays,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marshall Vickers Hou,32392,Marshall Vickers,Houston Astros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eris Villalobos Ana,31231,Eris Villalobos,Anaheim Angels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex Viola Ana,19093,Alex Viola,Anaheim Angels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deven Watkins Flo,37249,Deven Watkins,Florida Marlins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chase Weeks New,8496,Chase Weeks,New York Mets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damian Welker Det,14840,Damian Welker,Detroit Tigers,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barry Whitaker Cin,14801,Barry Whitaker,Cincinnati Reds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Callum Whitener Ana,29977,Callum Whitener,Anaheim Angels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milton Willwerth Cle,34823,Milton Willwerth,Cleveland Guardians,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isaiah Wiwa Det,28302,Isaiah Wiwa,Detroit Tigers,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joel Wynne Flo,28399,Joel Wynne,Florida Marlins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fuuga Yamazaki Bos,12669,Fuuga Yamazaki,Boston Red Sox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lamont Zaragoza Atl,11387,Lamont Zaragoza,Atlanta Hammers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bruno Zelaya Tex,34564,Bruno Zelaya,Texas Rangers,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E.J. Zumalt Chi,14345,E.J. Zumalt,Chicago Cubs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Homer Álvarez St.,11565,Homer Álvarez,St. Louis Cardinals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gonzalo Noyola Tam,7887,Gonzalo Noyola,Tampa Bay Devil Rays,8,149,147,441,17,423,1,1,0,-1.1,0,0,1320.2,0,0,245,244,106,103,50,37,57,30,65,9,126,0,0.5
Patrick Follman Bal,13088,Patrick Follman,Baltimore Orioles,8,148,147,407,10,395,2,1,0,3.1,0,0,1318.2,0,0,240,240,77,77,58,48,41,16,71,14,114,0,-0.6
Kaden Macleod New,35000,Kaden Macleod,New York Mets,8,145,145,415,9,402,4,0,0,4.9,0,0,1301,0,0,240,239,75,74,67,51,52,28,53,10,103,0,-2
Kyan Guzman San,5984,Kyan Guzman,San Diego Padres,8,150,148,410,8,402,0,0,0,-0.5,0,0,1300,0,0,256,256,77,76,54,43,41,21,42,6,113,0,-3.3
Tarek Bobo Chi,12558,Tarek Bobo,Chicago White Sox,8,145,144,418,5,411,2,0,0,4.8,0,0,1295.1,0,0,255,255,86,86,49,38,46,26,54,6,135,0,-7
Clay Block Atl,13974,Clay Block,Atlanta Hammers,8,149,149,445,19,426,0,1,0,10.5,0,0,1287,0,0,241,241,91,91,73,58,44,27,51,9,116,0,-0.1
Hector Rosas Col,33228,Hector Rosas,Colorado Rockies,8,144,144,457,10,446,1,2,0,16.8,0,0,1281.1,0,0,233,233,89,86,79,70,70,40,53,17,129,0,-2.2
Princeton Van Hout Tor,14496,Princeton Van Hout,Toronto Blue Jays,8,144,144,426,9,411,6,1,0,7.8,0,0,1279.2,0,0,248,247,72,72,54,44,57,34,51,14,120,0,-1
Emerson Grammatico Pit,9761,Emerson Grammatico,Pittsburgh Pirates,8,144,143,426,7,418,1,1,0,9.3,0,0,1243,0,0,242,242,85,85,60,52,54,26,64,13,116,0,-5.3
Joel Wynne Flo,28399,Joel Wynne,Florida Marlins,8,144,144,419,14,399,6,1,0,-8,0,0,1237.2,0,0,248,243,89,83,57,41,54,24,49,8,123,0,-4.6
Henderson Macias St.,36059,Henderson Macias,St. Louis Cardinals,8,141,140,462,18,440,4,1,0,7.1,0,0,1226.1,0,0,282,279,74,73,61,50,50,23,52,15,129,0,3.6
Gareth Jones Phi,14326,Gareth Jones,Philadelphia Phillies,8,140,139,404,9,392,3,1,0,6.1,0,0,1170.2,0,0,234,234,78,78,60,49,44,29,35,2,97,0,-0.4
Esteban Tapia Cle,27232,Esteban Tapia,Cleveland Guardians,8,140,138,405,10,393,2,0,0,4.7,0,0,1138.1,0,0,247,247,67,67,49,44,48,25,41,10,116,0,-0.4
Mason Pimentel Hou,12484,Mason Pimentel,Houston Astros,8,135,132,379,11,365,3,0,0,9.4,0,0,1133,0,0,200,199,79,79,55,45,52,32,45,10,111,0,-1.5
Lenny Hegel Mon,6034,Lenny Hegel,Montreal Expos,8,127,127,365,11,352,2,0,0,5.6,0,0,1108.2,0,0,204,204,69,69,52,39,51,31,42,9,118,0,0
Miles Czarnowski Sea,18386,Miles Czarnowski,Seattle Mariners,8,122,119,360,13,345,2,0,0,7.4,0,0,1063.1,0,0,213,212,72,71,45,37,28,13,44,12,99,0,2.8
Elijah Marks Oak,16082,Elijah Marks,Oakland Athletics,8,123,122,312,14,292,6,0,0,-18.5,0,0,1057,0,0,194,188,66,64,48,21,50,14,43,5,148,0,-1.4
Eris Villalobos Ana,31231,Eris Villalobos,Anaheim Angels,8,130,118,332,11,316,5,0,0,7.6,0,0,1050.2,0,0,182,181,66,66,33,30,45,30,48,9,94,0,-1.9
Elijah Prado Mil,32374,Elijah Prado,Milwaukee Brewers,8,142,126,354,12,337,5,0,0,-11.2,0,0,1044,0,0,212,210,76,71,38,27,54,22,39,7,104,0,2.1
Noah Hagler Was,33488,Noah Hagler,Washington Nationals,8,116,112,332,13,315,4,0,0,6.7,0,0,1026.2,0,0,188,188,64,63,42,32,30,21,50,11,91,0,2.5
Seamus Sanchez Los,29945,Seamus Sanchez,Los Angeles Dodgers,8,113,109,317,6,309,2,0,0,7.3,0,0,970.1,0,0,176,175,61,61,48,41,40,24,37,8,99,0,-2.3
Oberlin Belisle New,22211,Oberlin Belisle,New York Yankees,8,116,112,284,6,276,2,0,0,-4.5,0,0,961.2,0,0,158,157,69,69,35,22,50,23,38,5,82,0,0.2
Jon Sandez New,5332,Jon Sandez,New York Yankees,8,132,99,346,10,334,2,0,0,10.8,0,0,934.2,0,0,201,200,60,59,50,43,36,26,39,6,97,0,0.6
Brandon Pucci Cin,29513,Brandon Pucci,Cincinnati Reds,8,105,105,326,11,311,4,1,0,1.6,0,0,911.2,0,0,187,187,60,60,47,37,41,22,44,5,62,0,-0.9
Tony Melendez Det,9007,Tony Melendez,Detroit Tigers,8,113,95,299,11,287,1,0,0,2.1,0,0,863.2,0,0,167,167,72,72,37,25,35,16,46,7,92,0,0.9
Nestor Vargas Chi,27399,Nestor Vargas,Chicago Cubs,8,108,98,296,7,286,3,1,0,0.7,0,0,835.2,0,0,160,160,69,69,45,35,35,18,35,4,82,0,-1.3
Weston Perrine Min,12199,Weston Perrine,Minnesota Twins,8,106,96,289,12,273,4,0,0,0.2,0,0,834.2,0,0,166,165,65,63,33,20,34,19,28,6,65,0,1
Isaiah Wiwa Det,28302,Isaiah Wiwa,Detroit Tigers,8,101,96,261,4,256,1,0,0,6.2,0,0,831.2,0,0,153,153,42,42,34,30,32,17,48,14,83,0,-1
Robert Hall San,9230,Robert Hall,San Francisco Giants,8,115,85,275,4,269,2,0,0,1.6,0,0,794.2,0,0,165,164,56,56,39,31,20,12,35,6,68,0,-0.3
Roger Englehart Bos,34785,Roger Englehart,Boston Red Sox,8,104,97,289,6,279,4,0,0,5.9,0,0,776.1,0,0,152,151,70,70,36,27,38,25,26,6,81,0,-0.9
Leo Amaya Kan,24732,Leo Amaya,Kansas City Monarchs,8,77,77,233,5,226,2,1,0,-11.9,0,0,658.1,0,0,151,149,46,42,37,22,29,9,37,4,85,0,-2.6
Jandel Vásquez Kan,33809,Jandel Vásquez,Kansas City Royals,8,90,70,237,8,226,3,2,0,2.6,0,0,652.1,0,0,130,129,52,52,25,19,34,21,31,5,71,0,-2.4
Sidney Mohn San,24854,Sidney Mohn,San Francisco Giants,8,70,65,173,8,165,0,0,0,-2.6,0,0,578.1,0,0,110,108,26,25,25,19,19,10,21,3,48,0,0.4
Max Coronado Tex,13487,Max Coronado,Texas Rangers,8,62,59,169,7,161,1,0,0,4.7,0,0,525.1,0,0,102,102,20,20,23,18,15,13,26,8,64,0,0.3
Blane Coté Chi,12398,Blane Coté,Chicago Cubs,8,78,59,151,5,146,0,0,0,-0.5,0,0,520.2,0,0,86,86,28,27,20,16,28,13,24,4,41,0,0.2
Ashton Huggins Tex,22118,Ashton Huggins,Texas Rangers,8,67,51,145,4,141,0,0,0,0.4,0,0,464.1,0,0,93,93,19,17,18,14,17,15,16,2,46,0,-0.1
Jay Locklear Ari,30310,Jay Locklear,Arizona Diamondbacks,8,52,52,145,6,139,0,0,0,0.6,0,0,459,0,0,82,81,26,24,22,16,16,10,23,8,50,0,0.6
Roberto Espinoza Kan,34184,Roberto Espinoza,Kansas City Royals,8,61,56,151,3,144,4,0,0,-9.7,0,0,452.1,0,0,96,94,36,27,18,11,21,9,17,3,41,0,-1.8
Iván Vizcaino Hou,33335,Iván Vizcaino,Houston Astros,8,53,51,154,5,148,1,0,0,-2.7,0,0,424,0,0,93,91,27,27,24,16,23,11,18,3,52,0,-1.1
Nick Humphries Was,9347,Nick Humphries,Washington Nationals,8,51,50,128,4,122,2,0,0,2.8,0,0,415,0,0,75,75,21,21,17,15,13,8,14,3,37,0,0.1
Aiden Barrier Sea,26151,Aiden Barrier,Seattle Mariners,8,53,42,113,0,112,1,0,0,-5.5,0,0,402,0,0,72,69,17,17,25,16,23,10,12,0,40,0,1.9
Hunter McDowell Kan,7300,Hunter McDowell,Kansas City Monarchs,8,55,35,132,2,128,2,0,0,1.3,0,0,375,0,0,67,67,25,25,28,25,25,9,12,2,42,0,-2.7
Gabriel Rodríguez Kan,36249,Gabriel Rodríguez,Kansas City Royals,8,49,36,104,1,101,2,0,0,-2.2,0,0,321,0,0,68,68,15,15,13,8,16,6,19,4,32,0,-1.6
Cody Sharrett Oak,21729,Cody Sharrett,Oakland Athletics,8,38,34,90,3,86,1,0,0,-4,0,0,308,0,0,52,49,19,18,20,13,6,2,18,4,30,0,-0.8
Hayden Stockler Los,24580,Hayden Stockler,Los Angeles Dodgers,8,40,35,88,2,86,0,0,0,-1.3,0,0,298.2,0,0,49,48,18,17,15,11,15,8,14,2,29,0,-0.1
Todd Hillyer Cle,35052,Todd Hillyer,Cleveland Guardians,8,66,23,100,5,94,1,0,0,-1.3,0,0,288.2,0,0,57,57,17,17,16,11,14,9,10,0,21,0,0.6
