ID,Name,G,GS,W,L,SVO,SV,SV%,BS,BS%,SD,MD,IP,BF,AB,HA,1B,2B,3B,HR,TB,R,ER,BB,IBB,K,HP,ERA,AVG,OBP,SLG,OPS,WHIP,BRA/9,K/9,BB/9,HR/9,K/BB,K%,BB%,K%-BB%,SH,SF,WP,BK,CI,DP,RA,GF,IR,IRS,IRS%,GF%,QS,QS%,CG,CG%,SHO,PPG,RS,RSG,PI,GB,FB,GO%,SB,CS,FIP-,WAR
134737,Keith Green,73,0,7,8,15,7,.467,8,.533,23,16,104.0,429,407,105,69,17,3,16,176,45,37,14,2,49,4,3.20,.258,.288,.432,.720,1.14,10.6,4.2,1.2,1.4,3.5,11.4,3.3,8.2,2,2,1,0,0,7,73,43,26,13,50.0,.589,0,.000,0,.000,0,20,0,0.0,1489,114,138,0.45,10,1,101,0.3
132262,Norman Green,31,31,9,9,0,0,.000,0,.000,0,0,153.1,658,591,142,103,19,0,20,221,79,72,57,1,112,6,4.23,.240,.312,.374,.686,1.30,12.0,6.6,3.3,1.2,2.0,17.0,8.7,8.4,1,3,3,1,0,11,0,0,0,0,0.0,.000,6,.194,0,.000,0,77,75,2.4,2415,167,166,0.50,11,2,98,2.2
123728,Palmer Green Jr.,61,0,6,1,4,0,.000,4,1.000,16,9,89.0,363,327,79,55,15,0,9,121,32,30,30,0,79,2,3.03,.242,.307,.370,.677,1.22,11.2,8.0,3.0,0.9,2.6,21.8,8.3,13.5,1,3,4,2,0,10,61,16,46,16,34.8,.262,0,.000,0,.000,0,23,0,0.0,1404,75,95,0.44,5,1,78,1.3
132355,Albert Gri,66,0,2,4,45,42,.933,3,.067,27,8,76.1,303,271,54,42,6,0,6,78,20,19,28,1,50,1,2.24,.199,.275,.288,.563,1.07,9.8,5.9,3.3,0.7,1.8,16.5,9.2,7.3,1,2,4,0,0,11,66,55,21,11,52.4,.833,0,.000,0,.000,0,17,0,0.0,1123,87,81,0.52,3,0,84,1.2
134256,Gabe Griffith,38,18,10,7,9,9,1.000,0,.000,9,2,148.0,611,547,120,85,22,2,11,179,60,56,44,1,108,12,3.41,.219,.289,.327,.616,1.11,10.7,6.6,2.7,0.7,2.5,17.7,7.2,10.5,1,7,8,1,0,9,20,16,6,3,50.0,.800,12,.667,2,.111,1,58,72,4.0,2214,178,144,0.55,19,4,85,2.7
128438,Augusto Guia,32,32,10,12,0,0,.000,0,.000,0,0,194.1,825,746,178,115,38,4,21,287,95,87,62,0,140,12,4.03,.239,.307,.385,.691,1.23,11.7,6.5,2.9,1.0,2.3,17.0,7.5,9.5,3,2,9,1,0,17,0,0,0,0,0.0,.000,18,.562,1,.031,1,94,101,3.2,3032,187,231,0.45,15,7,90,3.6
126744,Flynn Gunter,40,11,3,6,2,2,1.000,0,.000,7,5,84.2,369,314,68,39,9,1,19,136,49,46,48,0,57,6,4.89,.217,.332,.433,.765,1.37,13.0,6.1,5.1,2.0,1.2,15.4,13.0,2.4,1,0,4,0,0,7,29,15,15,5,33.3,.517,1,.091,0,.000,0,35,34,3.1,1401,76,106,0.42,8,1,145,-1.2
133722,Will Gunther,50,0,2,4,4,1,.250,3,.750,18,10,70.1,282,255,56,39,15,1,1,76,17,15,19,1,48,3,1.92,.220,.280,.298,.578,1.07,10.0,6.1,2.4,0.1,2.5,17.0,6.7,10.3,3,2,4,0,0,7,50,12,41,13,31.7,.240,0,.000,0,.000,0,21,0,0.0,1088,71,82,0.46,10,2,59,2.0
128774,Melvin Guzmán,16,16,9,3,0,0,.000,0,.000,0,0,99.1,415,392,111,78,18,0,15,174,42,42,22,0,91,1,3.81,.283,.323,.444,.767,1.34,12.1,8.2,2.0,1.4,4.1,21.9,5.3,16.6,0,0,1,0,0,12,0,0,0,0,0.0,.000,9,.562,1,.062,0,96,68,4.2,1549,97,92,0.51,7,3,89,1.9
133935,Cenk Gökalp,32,32,11,7,0,0,.000,0,.000,0,0,172.1,782,699,195,135,33,2,25,307,111,101,77,0,108,4,5.27,.279,.353,.439,.793,1.58,14.4,5.6,4.0,1.3,1.4,13.8,9.8,4.0,1,1,2,0,0,17,0,0,0,0,0.0,.000,10,.312,0,.000,0,89,122,3.8,2868,215,173,0.55,33,2,111,1.3
119789,Stanley Hadden,30,30,11,9,0,0,.000,0,.000,0,0,175.1,769,685,189,139,27,4,19,281,99,85,69,0,151,1,4.36,.276,.339,.410,.750,1.47,13.3,7.8,3.5,1.0,2.2,19.6,9.0,10.7,6,8,6,0,0,19,0,0,0,0,0.0,.000,16,.533,3,.100,2,97,104,3.5,2914,166,184,0.47,23,7,90,3.2
133235,Kazuhiro Hagiwara,46,0,1,4,10,7,.778,2,.200,13,10,49.0,227,188,52,35,10,0,7,83,34,34,31,6,51,5,6.24,.277,.388,.441,.829,1.69,16.2,9.4,5.7,1.3,1.6,22.5,13.7,8.8,0,3,4,1,0,5,46,29,22,7,31.8,.630,0,.000,0,.000,0,19,0,0.0,891,37,50,0.43,5,0,103,0.1
126142,Jared Hahn,30,27,9,13,0,0,.000,0,.000,1,0,146.1,667,566,143,100,25,1,17,221,94,90,88,8,94,9,5.54,.253,.360,.390,.750,1.58,14.8,5.8,5.4,1.0,1.1,14.1,13.2,0.9,0,4,8,0,0,9,3,0,2,2,100.0,.000,3,.111,0,.000,0,83,87,3.2,2518,143,188,0.43,15,3,112,1.0
132579,George Hairston,33,33,17,7,0,0,.000,0,.000,0,0,184.0,785,707,176,131,30,3,12,248,84,78,59,5,126,8,3.82,.249,.310,.351,.661,1.28,11.9,6.2,2.9,0.6,2.1,16.1,7.5,8.5,2,9,7,2,0,15,0,0,0,0,0.0,.000,12,.364,1,.030,0,85,114,3.5,2837,195,208,0.48,8,2,76,4.8
129921,Dave Hale,33,33,11,11,0,0,.000,0,.000,0,0,186.1,819,732,198,137,43,3,15,292,104,93,77,0,132,6,4.49,.270,.344,.399,.742,1.48,13.6,6.4,3.7,0.7,1.7,16.1,9.4,6.7,1,3,2,0,0,24,0,0,0,0,0.0,.000,18,.545,0,.000,0,93,110,3.3,3085,218,179,0.55,29,5,88,3.6
130774,Carl Hall,37,25,8,7,0,0,.000,0,.000,1,2,162.1,670,603,147,96,23,0,28,254,81,80,54,1,95,6,4.44,.244,.311,.421,.732,1.24,11.5,5.3,3.0,1.6,1.8,14.2,8.1,6.1,3,3,7,0,1,17,12,4,10,3,30.0,.333,10,.400,0,.000,0,67,74,3.0,2497,191,175,0.52,21,5,108,1.2
126422,Ross Hamilton,5,5,0,2,0,0,.000,0,.000,0,0,21.2,90,82,18,8,3,0,7,42,17,17,8,0,20,0,7.06,.220,.289,.512,.801,1.20,10.8,8.3,3.3,2.9,2.5,22.2,8.9,13.3,0,0,0,0,0,2,0,0,0,0,0.0,.000,2,.400,0,.000,0,72,13,2.6,361,25,18,0.58,2,0,152,-0.2
125772,Ken Hampton,29,21,8,9,0,0,.000,0,.000,2,3,130.1,579,520,149,99,26,1,23,246,85,80,47,0,115,3,5.52,.287,.345,.473,.818,1.50,13.7,7.9,3.2,1.6,2.4,19.9,8.1,11.7,2,7,5,0,0,8,8,2,8,3,37.5,.250,8,.381,0,.000,0,71,68,3.2,2059,128,133,0.49,5,5,110,0.9
133598,Woody Hanna,33,20,6,9,6,6,1.000,0,.000,11,1,117.1,515,468,124,72,20,0,32,240,81,78,39,2,91,5,5.98,.265,.327,.513,.840,1.39,12.9,7.0,3.0,2.5,2.3,17.7,7.6,10.1,1,2,3,0,0,5,13,9,10,2,20.0,.692,6,.300,0,.000,0,57,62,3.1,1885,108,143,0.43,20,2,143,-1.1
131197,Derrick Hansen,63,0,8,5,46,39,.848,7,.152,32,12,62.0,251,225,49,30,7,2,10,90,28,26,17,3,56,4,3.77,.218,.280,.400,.680,1.06,10.2,8.1,2.5,1.5,3.3,22.3,6.8,15.5,1,4,3,0,0,6,63,54,10,0,0.0,.857,0,.000,0,.000,0,14,0,0.0,930,61,62,0.50,3,1,86,1.0
128466,Gary Hargrove,43,8,4,8,6,2,.333,4,.667,12,9,86.1,382,343,90,53,15,2,20,169,55,53,33,0,62,5,5.53,.262,.335,.493,.828,1.42,13.3,6.5,3.4,2.1,1.9,16.2,8.6,7.6,0,1,3,0,0,4,35,8,20,6,30.0,.229,2,.250,0,.000,0,33,14,1.8,1456,88,101,0.47,3,1,132,-0.8
133872,Rich Harrington,37,4,3,4,2,0,.000,2,1.000,7,4,87.0,365,324,71,53,12,1,5,100,35,29,36,1,64,4,3.00,.219,.304,.309,.613,1.23,11.5,6.6,3.7,0.5,1.8,17.5,9.9,7.7,0,1,2,0,0,6,33,12,24,9,37.5,.364,2,.500,0,.000,0,38,9,2.2,1409,96,90,0.52,9,1,88,1.0
128049,Ken Harris,33,28,15,5,0,0,.000,0,.000,1,2,210.1,863,768,157,118,21,3,15,229,68,63,78,0,163,9,2.70,.204,.285,.298,.583,1.12,10.4,7.0,3.3,0.6,2.1,18.9,9.0,9.8,6,2,6,1,0,21,5,1,1,0,0.0,.200,21,.750,2,.071,0,94,119,4.2,3131,255,186,0.58,29,3,82,4.6
121352,Fred Harrison,52,0,3,7,33,28,.848,5,.152,21,11,54.1,235,192,36,21,5,0,10,71,29,28,31,3,67,9,4.64,.188,.323,.370,.693,1.23,12.6,11.1,5.1,1.7,2.2,28.5,13.2,15.3,0,3,4,0,0,5,52,41,19,8,42.1,.788,0,.000,0,.000,0,18,0,0.0,937,51,39,0.57,2,0,111,-0.2
131487,Bobby Hartley,33,33,10,10,0,0,.000,0,.000,0,0,169.1,715,649,161,117,24,1,19,244,67,64,56,0,98,4,3.40,.248,.310,.376,.686,1.28,11.7,5.2,3.0,1.0,1.8,13.7,7.8,5.9,2,4,9,0,0,15,0,0,0,0,0.0,.000,8,.242,0,.000,0,81,89,2.7,2701,189,196,0.49,19,5,97,2.4
126216,Kyle Hastings,83,0,9,6,8,2,.250,6,.750,21,16,98.2,423,387,101,57,20,2,22,191,58,55,30,8,96,4,5.02,.261,.319,.494,.813,1.33,12.3,8.8,2.7,2.0,3.2,22.7,7.1,15.6,0,2,7,0,0,9,83,20,69,23,33.3,.241,0,.000,0,.000,0,18,0,0.0,1530,77,112,0.41,11,0,105,0.1
125544,Ernest Hatfield,69,0,3,4,4,0,.000,4,1.000,13,15,99.0,420,375,85,48,13,2,22,168,56,49,37,3,97,3,4.45,.227,.298,.448,.746,1.23,11.4,8.8,3.4,2.0,2.6,23.1,8.8,14.3,0,5,1,0,0,2,69,23,65,22,33.8,.333,0,.000,0,.000,0,22,0,0.0,1580,84,108,0.44,9,2,110,-0.2
130155,Robby Hathaway,14,0,1,0,0,0,.000,0,.000,2,2,5.2,21,19,2,2,0,0,0,2,2,2,2,0,6,0,3.18,.105,.190,.105,.296,0.71,6.4,9.5,3.2,0.0,3.0,28.6,9.5,19.0,0,0,0,0,0,0,14,2,9,0,0.0,.143,0,.000,0,.000,0,5,0,0.0,76,4,7,0.36,0,0,40,0.2
128163,David Hays,52,0,6,2,3,2,.667,1,.333,17,6,95.2,403,347,77,60,15,0,2,98,36,32,52,11,73,1,3.01,.222,.323,.282,.605,1.35,12.2,6.9,4.9,0.2,1.4,18.1,12.9,5.2,0,3,2,0,0,7,52,22,48,9,18.8,.423,0,.000,0,.000,0,28,0,0.0,1482,99,97,0.51,12,3,68,2.0
119730,John Heinz II,33,33,12,9,0,0,.000,0,.000,0,0,199.1,833,760,190,126,42,0,22,298,91,86,63,1,118,6,3.88,.250,.311,.392,.703,1.27,11.7,5.3,2.8,1.0,1.9,14.2,7.6,6.6,0,4,6,1,0,20,0,0,0,0,0.0,.000,19,.576,0,.000,0,94,134,4.1,3119,222,226,0.50,33,6,96,3.1
122863,Vincent Henbrooke,20,20,7,9,0,0,.000,0,.000,0,0,111.2,470,423,97,60,21,1,15,165,65,64,37,0,82,4,5.16,.229,.294,.390,.684,1.20,11.1,6.6,3.0,1.2,2.2,17.4,7.9,9.6,1,5,3,0,0,6,0,0,0,0,0.0,.000,8,.400,0,.000,0,88,55,2.8,1778,131,116,0.53,12,0,98,1.6
123151,Joe Henderson,65,0,6,3,7,3,.429,4,.571,20,11,64.1,269,240,54,31,11,0,12,101,30,30,24,0,57,1,4.20,.225,.295,.421,.716,1.21,11.1,8.0,3.4,1.7,2.4,21.2,8.9,12.3,1,3,2,0,0,5,65,13,32,10,31.2,.200,0,.000,0,.000,0,15,0,0.0,1037,59,71,0.45,5,1,106,0.0
129753,Lucas Henderson,34,0,7,1,1,0,.000,1,1.000,7,3,62.2,269,244,65,42,10,0,13,114,34,33,22,1,30,1,4.74,.266,.327,.467,.794,1.39,12.6,4.3,3.2,1.9,1.4,11.2,8.2,3.0,0,2,4,1,0,7,34,12,27,8,29.6,.353,0,.000,0,.000,0,28,0,0.0,961,72,76,0.49,7,1,129,-0.7
134347,Ed Hensley,30,12,6,7,2,1,.500,1,.500,6,2,87.2,387,343,91,66,13,2,10,138,51,42,36,0,62,4,4.31,.265,.340,.402,.743,1.45,13.4,6.4,3.7,1.0,1.7,16.0,9.3,6.7,2,2,6,0,0,7,18,9,13,4,30.8,.500,4,.333,0,.000,0,47,32,2.7,1434,89,99,0.47,2,2,103,0.7
136858,Carlos Hernández,62,0,6,6,42,38,.905,4,.095,30,10,69.0,283,257,62,44,13,2,3,88,22,22,19,5,51,3,2.87,.241,.298,.342,.640,1.17,11.0,6.7,2.5,0.4,2.7,18.0,6.7,11.3,1,3,0,0,0,5,62,55,13,1,7.7,.887,0,.000,0,.000,0,15,0,0.0,957,63,84,0.43,0,1,59,2.7
133367,Fernando Hernández,33,33,10,10,0,0,.000,0,.000,0,0,190.2,796,718,170,125,27,1,17,250,86,81,63,0,138,9,3.82,.237,.305,.348,.653,1.22,11.4,6.5,3.0,0.8,2.2,17.3,7.9,9.4,2,4,6,3,0,13,0,0,0,0,0.0,.000,17,.515,1,.030,1,89,96,2.9,2947,196,213,0.48,15,6,86,3.9
136389,Manuel Hernández,42,0,3,2,5,4,.800,1,.200,17,8,71.0,305,244,50,30,13,1,6,83,23,20,49,2,51,7,2.54,.205,.350,.340,.690,1.39,13.4,6.5,6.2,0.8,1.0,16.7,16.1,0.7,2,3,0,0,0,12,42,17,29,15,51.7,.405,0,.000,0,.000,0,28,0,0.0,1187,72,74,0.49,9,4,110,-0.1
136572,Víctor Hernández,60,2,13,5,32,30,.938,2,.062,31,7,88.2,361,328,70,45,17,0,8,111,27,23,27,0,59,3,2.33,.213,.278,.338,.616,1.09,10.2,6.0,2.7,0.8,2.2,16.3,7.5,8.9,1,2,3,0,0,5,58,48,16,3,18.8,.828,2,1.000,0,.000,0,21,8,4.0,1299,95,104,0.48,4,1,90,1.0
128204,Robert Hester,11,11,1,4,0,0,.000,0,.000,0,0,46.0,213,188,54,38,10,1,5,81,30,26,18,0,40,5,5.09,.287,.363,.431,.794,1.57,15.1,7.8,3.5,1.0,2.2,18.8,8.5,10.3,1,1,1,1,0,4,0,0,0,0,0.0,.000,2,.182,0,.000,0,73,23,2.1,806,58,34,0.63,10,1,91,0.8
129238,Tim Hickman,33,28,11,8,0,0,.000,0,.000,1,1,148.1,636,537,114,80,17,2,15,180,70,58,83,0,89,8,3.52,.212,.324,.335,.660,1.33,12.4,5.4,5.0,0.9,1.1,14.0,13.1,0.9,4,4,5,1,0,17,5,2,7,0,0.0,.400,8,.286,0,.000,0,71,75,2.7,2368,167,167,0.50,17,7,116,0.7
121596,Brad Higgins,25,25,10,7,0,0,.000,0,.000,0,0,144.1,606,539,130,84,28,0,18,212,69,65,57,0,110,5,4.05,.241,.317,.393,.711,1.30,12.0,6.9,3.6,1.1,1.9,18.2,9.4,8.7,1,4,9,0,0,17,0,0,0,0,0.0,.000,9,.360,1,.040,0,90,81,3.2,2250,155,142,0.52,4,6,94,2.3
133520,Mike Higgins,33,33,13,12,0,0,.000,0,.000,0,0,183.2,769,708,180,107,36,3,34,324,108,98,47,0,126,6,4.80,.254,.304,.458,.761,1.24,11.4,6.2,2.3,1.7,2.7,16.4,6.1,10.3,2,6,4,0,0,16,0,0,0,0,0.0,.000,17,.515,1,.030,1,85,120,3.6,2820,206,197,0.51,5,4,110,1.5
134913,Adam Hill,32,32,15,10,0,0,.000,0,.000,0,0,183.2,791,718,188,127,32,3,26,304,85,73,65,1,134,2,3.58,.262,.323,.423,.747,1.38,12.5,6.6,3.2,1.3,2.1,16.9,8.2,8.7,2,4,7,1,0,23,0,0,0,0,0.0,.000,17,.531,0,.000,0,93,118,3.7,2986,206,181,0.53,23,3,93,3.1
128570,Kade Hill,32,32,9,13,0,0,.000,0,.000,0,0,161.2,717,638,174,124,25,3,22,271,88,86,65,3,119,8,4.79,.273,.345,.425,.770,1.48,13.8,6.6,3.6,1.2,1.8,16.6,9.1,7.5,2,4,5,0,0,16,0,0,0,0,0.0,.000,9,.281,0,.000,0,82,81,2.5,2633,186,159,0.54,16,2,102,1.9
130179,Roosevelt Hill,35,20,10,5,0,0,.000,0,.000,4,1,143.2,600,548,130,85,25,2,18,213,63,58,36,0,92,11,3.63,.237,.296,.389,.685,1.16,11.1,5.8,2.3,1.1,2.6,15.3,6.0,9.3,2,3,3,1,0,10,15,5,5,3,60.0,.333,9,.450,0,.000,0,62,50,2.5,2192,138,186,0.43,8,3,101,1.5
127472,Albert Hodge,38,1,4,2,0,0,.000,0,.000,5,4,63.2,282,252,66,44,11,0,11,110,31,28,30,1,51,0,3.96,.262,.340,.437,.777,1.51,13.6,7.2,4.2,1.6,1.7,18.1,10.6,7.4,0,0,2,0,0,5,37,14,35,18,51.4,.378,0,.000,0,.000,0,29,0,0.0,1116,67,64,0.51,2,0,114,-0.2
126077,John Hodges,33,33,8,13,0,0,.000,0,.000,0,0,155.2,661,591,140,85,20,2,33,263,93,86,61,0,114,6,4.97,.237,.314,.445,.759,1.29,12.0,6.6,3.5,1.9,1.9,17.2,9.2,8.0,1,2,9,0,0,16,0,0,0,0,0.0,.000,4,.121,0,.000,0,73,96,2.9,2435,142,190,0.43,9,3,126,0.1
127375,Chet Holland,63,0,2,9,43,37,.860,6,.140,28,14,60.1,284,244,71,49,11,0,11,115,35,34,33,6,50,4,5.07,.291,.382,.471,.853,1.72,16.1,7.5,4.9,1.6,1.5,17.6,11.6,6.0,1,2,1,1,0,5,63,52,9,5,55.6,.825,0,.000,0,.000,0,16,0,0.0,1020,59,67,0.47,3,0,117,-0.5
133453,Computer Hoover,33,23,7,20,0,0,.000,0,.000,0,0,165.1,729,644,169,113,25,1,30,286,103,99,65,2,141,9,5.39,.262,.335,.444,.779,1.42,13.2,7.7,3.5,1.6,2.2,19.3,8.9,10.4,3,8,9,0,0,12,10,0,4,0,0.0,.000,8,.348,0,.000,0,83,41,1.8,2745,147,191,0.43,35,3,110,1.2
133678,Wilbur Hoover,38,8,8,5,10,9,.900,1,.100,9,4,88.2,371,334,84,49,22,0,13,145,42,42,35,3,79,0,4.26,.251,.322,.434,.757,1.34,12.1,8.0,3.6,1.3,2.3,21.3,9.4,11.9,2,0,5,0,0,8,30,22,11,5,45.5,.733,5,.625,0,.000,0,35,20,2.5,1361,82,91,0.47,6,2,98,0.8
132273,Jack Hopkins,32,24,9,9,1,0,.000,1,1.000,1,1,165.0,675,611,141,101,25,2,13,209,68,63,46,0,122,14,3.44,.231,.298,.342,.640,1.13,11.0,6.7,2.5,0.7,2.7,18.1,6.8,11.3,1,3,5,3,0,18,8,4,8,2,25.0,.500,15,.625,0,.000,0,77,72,3.0,2483,188,159,0.54,23,6,85,3.3
135835,Adelbert Hoppe,41,0,5,5,7,2,.400,3,.429,5,5,66.2,287,250,65,46,15,0,4,92,34,31,26,2,28,7,4.18,.260,.341,.368,.709,1.36,13.2,3.8,3.5,0.5,1.1,9.8,9.1,0.7,0,4,3,1,0,9,41,17,34,13,38.2,.415,0,.000,0,.000,0,26,0,0.0,1087,70,87,0.45,1,2,95,0.4
130042,Julian Hopper,33,33,11,8,0,0,.000,0,.000,0,0,174.1,705,649,145,100,28,0,17,224,65,62,42,0,133,10,3.20,.223,.280,.345,.625,1.07,10.2,6.9,2.2,0.9,3.2,18.9,6.0,12.9,1,3,1,0,0,14,0,0,0,0,0.0,.000,9,.273,1,.030,1,77,68,2.1,2570,186,185,0.50,12,5,80,4.1
131104,Tim Hopper,33,25,14,6,0,0,.000,0,.000,1,1,191.0,788,722,180,122,34,5,19,281,74,69,58,0,131,4,3.25,.249,.307,.389,.697,1.25,11.4,6.2,2.7,0.9,2.3,16.6,7.4,9.3,1,3,3,0,0,21,8,2,11,2,18.2,.250,15,.600,1,.040,0,86,101,4.0,2853,198,210,0.49,22,9,91,3.2
127379,Gordon Howell,46,0,6,3,2,1,.500,1,.500,11,8,72.0,308,271,59,41,11,2,5,89,22,21,31,2,64,3,2.62,.218,.303,.328,.631,1.25,11.6,8.0,3.9,0.6,2.1,20.8,10.1,10.7,1,2,2,0,0,1,46,18,35,13,37.1,.391,0,.000,0,.000,0,25,0,0.0,1178,74,75,0.50,4,0,77,1.1
129693,Duane Hubbard,69,0,5,3,4,1,.250,3,.750,18,12,90.1,407,349,92,61,11,3,17,160,57,53,54,1,80,1,5.28,.264,.361,.458,.820,1.62,14.6,8.0,5.4,1.7,1.5,19.7,13.3,6.4,0,3,6,1,0,9,69,21,51,20,39.2,.304,0,.000,0,.000,0,23,0,0.0,1615,77,100,0.44,5,2,121,-0.7
134243,Isaac Hudson,27,27,13,8,0,0,.000,0,.000,0,0,159.2,635,581,127,85,23,2,17,205,55,54,44,1,119,4,3.04,.219,.276,.353,.629,1.07,9.9,6.7,2.5,1.0,2.7,18.7,6.9,11.8,1,5,3,0,0,17,0,0,0,0,0.0,.000,17,.630,0,.000,0,86,96,3.6,2329,181,156,0.54,12,3,82,3.6
137829,Sergio Huerta,31,31,11,11,0,0,.000,0,.000,0,0,203.0,825,755,165,114,28,3,20,259,75,73,55,0,217,10,3.24,.219,.279,.343,.622,1.08,10.2,9.6,2.4,0.9,3.9,26.3,6.7,19.6,0,5,4,0,0,16,0,0,0,0,0.0,.000,24,.774,3,.097,2,97,101,3.3,3014,191,178,0.52,12,7,70,6.0
130260,Dennis Hughes,24,0,2,1,2,1,1.000,0,.000,3,6,46.0,206,178,45,30,8,1,6,73,28,23,26,0,40,1,4.50,.253,.350,.410,.760,1.54,14.1,7.8,5.1,1.2,1.5,19.4,12.6,6.8,0,1,1,0,0,4,24,9,18,6,33.3,.375,0,.000,0,.000,0,31,0,0.0,752,47,43,0.52,3,1,104,0.1
125950,Dan Hull,60,0,4,2,5,3,.600,2,.400,18,8,95.1,412,353,76,47,8,1,20,146,47,46,45,8,76,8,4.34,.215,.315,.414,.729,1.27,12.2,7.2,4.2,1.9,1.7,18.4,10.9,7.5,3,3,3,0,0,5,60,25,45,13,28.9,.417,0,.000,0,.000,0,25,0,0.0,1540,98,105,0.48,5,0,124,-0.9
129027,Lou Humphrey,47,0,6,6,6,3,.500,3,.500,13,10,80.0,321,296,66,38,15,2,11,118,31,31,22,1,62,1,3.49,.223,.277,.399,.676,1.10,10.0,7.0,2.5,1.2,2.8,19.3,6.9,12.5,0,2,5,0,0,6,47,16,36,8,22.2,.340,0,.000,0,.000,0,25,0,0.0,1190,79,89,0.47,8,4,92,0.6
120474,Claude Huneycutt,60,0,4,7,8,5,.625,3,.375,27,12,66.1,281,236,42,30,5,1,6,67,21,21,39,3,66,6,2.85,.178,.310,.284,.594,1.22,11.8,9.0,5.3,0.8,1.7,23.5,13.9,9.6,0,0,3,0,0,5,60,31,43,11,25.6,.517,0,.000,0,.000,0,17,0,0.0,1048,69,56,0.55,1,2,92,0.6
125007,Bob Hunt,32,32,12,12,0,0,.000,0,.000,0,0,158.0,677,605,161,109,36,4,12,241,72,71,60,0,125,5,4.04,.266,.335,.398,.734,1.40,12.9,7.1,3.4,0.7,2.1,18.5,8.9,9.6,3,4,3,0,0,20,0,0,0,0,0.0,.000,7,.219,0,.000,0,78,79,2.5,2515,154,169,0.48,9,1,79,3.9
134681,Shane Isham,31,31,11,12,0,0,.000,0,.000,0,0,173.0,748,676,178,128,26,4,20,272,99,93,54,1,97,8,4.84,.263,.323,.402,.725,1.34,12.5,5.0,2.8,1.0,1.8,13.0,7.2,5.7,2,6,8,1,2,13,0,0,0,0,0.0,.000,15,.484,0,.000,0,87,87,2.8,2717,191,211,0.48,28,2,98,2.4
129787,Eddie Jackson,4,4,2,2,0,0,.000,0,.000,0,0,27.2,117,109,29,16,11,0,2,46,13,13,6,0,21,1,4.23,.266,.308,.422,.730,1.27,11.7,6.8,2.0,0.7,3.5,17.9,5.1,12.8,0,1,0,0,0,2,0,0,0,0,0.0,.000,2,.500,0,.000,0,103,17,4.2,412,24,35,0.41,2,0,73,0.8
135165,Edward Jacobs,38,0,1,1,0,0,.000,0,.000,8,5,77.2,310,281,58,36,9,0,13,106,29,29,24,3,63,3,3.36,.206,.274,.377,.651,1.06,9.8,7.3,2.8,1.5,2.6,20.3,7.7,12.6,0,2,1,0,0,10,38,16,25,7,28.0,.421,0,.000,0,.000,0,30,0,0.0,1164,83,77,0.52,8,0,100,0.2
124767,Jeremiah James,34,34,17,6,0,0,.000,0,.000,0,0,221.2,890,808,170,118,36,2,14,252,65,58,69,0,166,5,2.35,.210,.274,.312,.586,1.08,9.9,6.7,2.8,0.6,2.4,18.7,7.8,10.9,0,8,9,0,0,20,0,0,0,0,0.0,.000,27,.794,2,.059,0,95,141,4.1,3254,211,260,0.45,14,2,76,5.8
129277,Dave Jamison,33,33,16,8,0,0,.000,0,.000,0,0,182.0,740,686,156,106,25,4,21,252,79,69,44,0,139,4,3.41,.227,.276,.367,.644,1.10,10.1,6.9,2.2,1.0,3.2,18.8,5.9,12.8,2,4,8,1,0,10,0,0,0,0,0.0,.000,14,.424,0,.000,0,84,103,3.1,2798,186,201,0.48,28,4,83,4.0
134723,Hombert Jandjulian,25,0,3,2,3,2,.667,1,.333,9,5,51.1,221,193,44,30,8,1,5,69,18,15,22,0,54,4,2.63,.228,.317,.358,.674,1.29,12.3,9.5,3.9,0.9,2.5,24.4,10.0,14.5,0,2,3,0,0,3,25,13,27,8,29.6,.520,0,.000,0,.000,0,33,0,0.0,833,37,59,0.39,3,1,86,0.6
121194,Wayne Jennings,43,0,4,1,20,16,.800,4,.200,18,8,52.0,223,206,57,37,12,1,7,92,26,24,14,2,40,1,4.15,.277,.323,.447,.769,1.37,12.5,6.9,2.4,1.2,2.9,17.9,6.3,11.7,0,2,0,0,0,4,43,28,13,6,46.2,.651,0,.000,0,.000,0,18,0,0.0,785,43,67,0.39,4,0,87,0.7
122946,Gordon Jester,61,0,5,5,10,7,.778,2,.200,23,10,105.0,440,396,95,75,10,1,9,134,42,34,34,0,78,3,2.91,.240,.301,.338,.639,1.23,11.3,6.7,2.9,0.8,2.3,17.7,7.7,10.0,1,6,3,1,0,9,61,21,55,10,18.2,.344,0,.000,0,.000,0,26,0,0.0,1626,110,113,0.49,9,1,84,1.2
121366,Alberto Jiménez,32,32,12,7,0,0,.000,0,.000,0,0,164.2,667,622,149,96,30,1,22,247,68,66,33,0,113,9,3.61,.240,.287,.397,.684,1.11,10.4,6.2,1.8,1.2,3.4,16.9,4.9,12.0,1,2,5,2,0,18,0,0,0,0,0.0,.000,8,.250,0,.000,0,75,107,3.3,2427,174,182,0.49,5,3,90,3.0
132517,Wayne Johnson,52,3,5,1,0,0,.000,0,.000,2,3,110.2,442,398,87,53,22,3,9,142,41,41,35,1,73,5,3.33,.219,.287,.357,.644,1.10,10.3,5.9,2.8,0.7,2.1,16.5,7.9,8.6,0,4,8,1,0,12,49,19,31,6,19.4,.388,2,.667,2,.667,1,31,11,3.7,1620,108,133,0.45,3,2,89,1.1
