ID,RL,Name,First Name,Last Name,Mor,ORG,Lev,Age,EXP,OVR,POT,WE,INT,Type,STU,MOV,CON,PBABIP,HRR,STU P,MOV P,CON P,PBABIP P,HRR P,VELO,G,GS,W,L,IP,BF,AB,HA,1B,2B,3B,HR,R,ER,BB,IBB,K,HP,ERA,BABIP,WHIP,K/9,BB/9,HR/9,K/BB,K%-BB%,SH,SF,WP,BK,CI,DP,IR,IRS,PI,GB,FB,SB,CS,ERA+,FIP,FIP-,WAR
27326,RP,GEORGE LAHR,GEORGE,LAHR,,COL,MLB,24,9,52,52,H,N,Normal,55,50,55,50,50,55,50,55,50,50,98-100,32,0,1,4,43.0,180,168,45,23,10,4,8,32,32,7,0,46,1,6.70,.314,1.21,9.6,1.5,1.7,6.6,21.7,0,4,2,0,0,3,27,6,693,31,48,6,1,69,4.18,89,0.4
38535,RP,WARREN LAUFER,WARREN,LAUFER,,SF,MLB,23,3,50,50,N,N,Normal,60,55,50,55,55,60,55,50,55,55,95-97,32,0,0,3,30.0,137,118,28,21,4,1,2,13,11,18,3,33,0,3.30,.310,1.53,9.9,5.4,0.6,1.8,10.9,0,1,2,0,0,0,10,1,544,24,32,4,1,128,3.51,83,0.4
31619,RP,BRADON LECLERCQ,BRADON,LECLERCQ,,ANA,MLB,29,10,46,46,N,N,Normal,45,55,50,50,60,45,55,50,50,60,91-93,32,0,4,3,45.0,201,179,54,40,8,2,4,25,25,17,4,35,2,5.00,.350,1.58,7.0,3.4,0.8,2.1,9.0,0,3,1,0,0,1,20,3,736,41,51,1,3,88,3.94,90,0.4
25670,RP,CLINT LIFE,CLINT,LIFE,,-,-,34,16,49,49,N,L,Normal,45,50,70,50,50,45,50,70,50,50,93-95,24,0,2,0,33.0,141,133,35,20,8,3,4,21,20,7,0,29,1,5.45,.310,1.27,7.9,1.9,1.1,4.1,15.6,0,0,0,0,0,1,15,2,511,30,38,2,0,78,3.89,91,0.3
23385,RP,CHIA-CHEN LO,CHIA-CHEN,LO,,DET,MLB,31,14,55,55,H,N,Normal,45,55,65,55,50,45,55,65,55,50,94-96,26,11,4,7,75.1,319,297,80,59,6,2,13,46,44,18,0,52,2,5.26,.286,1.30,6.2,2.2,1.6,2.9,10.7,0,2,7,0,0,2,5,0,1188,75,90,5,3,83,5.00,115,0.2
33487,RP,JOHN LOWE,JOHN,LOWE,,KCM,MLB,22,7,41,43,N,N,Normal,55,50,40,50,50,55,50,50,50,50,97-99,4,0,0,0,3.1,14,12,1,1,0,0,0,1,1,1,0,4,1,2.70,.125,0.60,10.8,2.7,0.0,4.0,21.4,0,0,1,0,0,0,2,1,63,2,4,1,0,162,2.74,62,0.1
40025,RP,FRANCISCO MACIAS,FRANCISCO,MACIAS,,NYM,MLB,19,4,47,47,H,N,Normal,45,55,50,55,55,45,55,50,55,55,96-98,14,0,2,0,19.2,81,72,19,11,4,1,3,7,7,6,1,20,0,3.20,.308,1.27,9.2,2.7,1.4,3.3,17.3,0,3,1,1,0,4,6,1,300,22,13,1,0,145,4.06,86,0.2
39660,RP,ABRAHAM MARCUM,ABRAHAM,MARCUM,,ARI,MLB,23,7,52,52,N,N,Normal,50,55,50,50,55,50,55,50,50,55,97-99,35,0,2,1,38.0,155,143,36,25,7,0,4,17,15,11,0,38,0,3.55,.314,1.24,9.0,2.6,0.9,3.5,17.4,0,1,3,0,0,5,15,7,569,28,41,1,1,124,3.58,81,0.5
8221,RP,FINLEY MARKS,FINLEY,MARKS,,ANA,MLB,37,22,48,48,H,H,Fan Fav,45,55,65,55,50,45,55,65,55,50,92-94,34,0,1,4,49.1,211,198,55,43,6,0,6,25,24,12,1,50,0,4.38,.343,1.36,9.1,2.2,1.1,4.2,18.0,0,1,1,0,0,4,18,10,773,38,55,4,0,100,3.57,81,0.8
34161,RP,ADRIAN MARTÍNEZ,ADRIAN,MARTÍNEZ,,TB,MLB,21,2,42,59,N,N,Normal,60,45,45,45,45,80,50,50,45,50,98-100,34,0,1,4,31.2,149,131,38,19,5,2,12,25,25,18,5,35,0,7.11,.310,1.77,9.9,5.1,3.4,1.9,11.4,0,0,0,0,0,3,8,2,575,22,35,5,0,61,7.29,168,-1.2
32871,RP,ALTIFICIO MARTÍNEZ,ALTIFICIO,MARTÍNEZ,,MIN,MLB,25,11,52,52,H,N,Fan Fav,50,50,50,50,50,50,50,55,50,55,95-97,39,9,3,6,73.0,323,284,79,55,14,1,9,43,42,34,0,68,2,5.18,.335,1.55,8.4,4.2,1.1,2.0,10.5,1,2,3,0,0,10,10,0,1248,78,59,7,1,84,4.56,104,0.4
40001,RP,FELIX MARTÍNEZ,FELIX,MARTÍNEZ,,NYM,MLB,22,5,47,47,N,H,Normal,50,50,50,50,50,50,50,50,50,50,96-98,38,6,4,4,72.2,298,274,70,38,18,3,11,35,35,18,1,72,2,4.33,.303,1.21,8.9,2.2,1.4,4.0,18.1,0,4,2,1,0,5,15,2,1078,68,67,7,4,107,4.12,88,0.9
35534,RP,IVÁN MARTÍNEZ,IVÁN,MARTÍNEZ,,DET,MLB,22,6,49,49,H,N,Sparkplug,55,55,40,50,60,60,55,40,50,60,96-98,29,0,1,0,34.2,143,125,27,20,3,0,4,13,13,17,0,25,0,3.38,.237,1.27,6.5,4.4,1.0,1.5,5.6,0,1,1,0,0,4,12,2,523,31,42,1,0,129,4.87,112,-0.1
9381,RP,MIKE MCCALL,MIKE,MCCALL,,TOR,MLB,27,11,42,42,H,N,Normal,45,50,45,50,55,50,50,45,50,55,95-97,1,0,0,0,2.1,7,7,1,1,0,0,0,0,0,0,0,1,0,0.00,.167,0.43,3.9,0.0,0.0,0.0,14.3,0,0,1,0,0,1,1,1,26,2,3,0,0,999,2.49,57,0.1
30945,RP,J.R. MCCLENDON,J.R.,MCCLENDON,,TOR,MLB,26,8,44,44,H,N,Normal,40,50,65,50,55,45,50,65,50,55,89-91,33,0,2,2,39.0,180,156,41,29,8,1,3,17,16,17,7,33,4,3.69,.309,1.49,7.6,3.9,0.7,1.9,8.9,0,3,1,0,0,3,16,5,676,39,43,5,0,118,3.73,85,0.5
26102,RP,DENZEL MCCREADY,DENZEL,MCCREADY,,COL,MLB,34,16,45,45,N,N,Normal,50,50,45,50,55,50,50,45,50,55,93-95,27,0,1,0,40.0,181,162,47,29,11,1,6,27,25,12,0,31,3,5.62,.318,1.48,7.0,2.7,1.4,2.6,10.5,0,4,1,0,0,4,19,6,683,50,35,4,0,83,4.87,104,0.0
27960,RP,RHYAN MCDONALD,RHYAN,MCDONALD,,CHC,MLB,36,17,55,55,H,N,Normal,55,50,55,50,50,55,50,55,50,50,96-98,39,0,1,1,45.0,197,174,48,34,7,0,7,20,17,18,3,46,1,3.40,.333,1.47,9.2,3.6,1.4,2.6,14.2,2,2,4,0,0,3,21,7,772,38,41,3,4,128,4.39,100,0.1
23008,RP,TODD MCELRATH,TODD,MCELRATH,,OAK,MLB,34,15,47,47,N,N,Selfish,45,50,50,50,55,45,50,50,50,55,93-95,41,0,2,3,53.2,225,198,45,31,9,1,4,16,14,22,7,44,1,2.35,.268,1.25,7.4,3.7,0.7,2.0,9.8,1,3,0,1,0,5,27,4,830,48,60,9,1,189,3.57,80,0.8
8791,RP,C.J. MCGEE,C.J.,MCGEE,,STL,MLB,33,18,55,55,L,N,Normal,45,55,70,55,55,45,55,70,55,55,95-97,56,0,7,1,60.2,239,221,50,29,15,1,5,19,19,14,0,50,2,2.82,.268,1.05,7.4,2.1,0.7,3.6,15.1,0,2,1,0,0,5,16,3,916,52,71,5,2,165,3.56,76,1.0
39627,RP,JACOB MCGINN,JACOB,MCGINN,,PHI,MLB,23,7,40,40,N,N,Normal,50,55,30,50,60,50,55,30,50,60,96-98,31,0,0,0,27.2,127,96,21,16,2,1,2,16,15,24,0,20,3,4.88,.244,1.63,6.5,7.8,0.7,0.8,-3.1,0,4,0,1,0,3,27,6,516,27,32,2,1,87,5.77,136,-0.5
12171,RP,LATROY MCGOWAN,LATROY,MCGOWAN,,LAD,MLB,38,23,52,52,H,H,Fan Fav,45,55,60,50,55,45,55,60,50,55,95-97,47,0,4,1,60.0,249,223,56,37,13,2,4,20,19,21,3,34,2,2.85,.277,1.28,5.1,3.1,0.6,1.6,5.2,0,3,5,0,0,7,16,4,885,60,73,8,3,148,4.08,96,0.3
34898,RP,KARAM MCINTYRE,KARAM,MCINTYRE,,MON,MLB,26,10,47,48,N,N,Normal,50,55,45,55,55,55,55,45,55,55,96-98,37,0,5,0,36.0,160,140,37,29,6,0,2,14,14,18,2,27,1,3.50,.312,1.53,6.8,4.5,0.5,1.5,5.6,0,1,1,0,0,3,15,7,622,39,38,4,0,123,3.98,92,0.3
36526,RP,NICK MCKUSICK,NICK,MCKUSICK,,ARI,MLB,22,3,42,47,N,N,Normal,50,50,45,50,50,60,55,45,50,55,94-96,4,0,0,1,6.1,25,22,4,3,1,0,0,1,1,2,0,6,0,1.42,.235,0.95,8.5,2.8,0.0,3.0,16.0,0,1,1,0,0,0,1,0,92,3,10,1,0,310,2.40,54,0.2
22598,RP,KEITH MCMILLAN,KEITH,MCMILLAN,,TB,MLB,26,8,43,43,N,H,Normal,50,50,50,50,45,60,50,50,50,45,94-96,33,0,2,2,36.0,165,145,42,27,8,0,7,23,22,18,4,31,1,5.50,.324,1.67,7.8,4.5,1.8,1.7,7.9,0,1,1,0,0,3,19,4,555,39,33,4,1,79,5.40,124,-0.3
32741,RP,BEN MCNEIL,BEN,MCNEIL,,NYY,MLB,24,3,44,45,N,N,Normal,45,50,50,50,50,60,50,50,50,50,94-96,45,0,3,2,49.0,200,180,38,21,9,0,8,18,17,16,2,48,2,3.12,.240,1.10,8.8,2.9,1.5,3.0,16.0,1,1,0,0,0,3,24,6,739,50,45,7,1,139,4.49,103,0.1
20513,RP,MARLON MCQUEEN,MARLON,MCQUEEN,,SEA,MLB,36,18,53,53,N,N,Normal,50,55,55,50,55,50,55,55,50,55,93-95,30,0,0,3,34.1,152,140,42,28,7,2,5,19,19,8,3,41,1,4.98,.381,1.46,10.7,2.1,1.3,5.1,21.7,0,3,3,0,0,0,25,7,559,27,31,3,3,88,3.37,77,0.5
37244,RP,DWIGHT MENA,DWIGHT,MENA,,SF,MLB,22,7,52,52,N,L,Outspoken,45,55,50,50,60,50,55,50,50,60,98-100,43,0,3,0,46.1,187,169,37,33,4,0,0,4,4,16,0,49,0,0.78,.303,1.14,9.5,3.1,0.0,3.1,17.6,0,2,2,0,0,6,25,8,727,43,42,3,0,544,2.27,53,1.6
21102,RP,WILL METZ,WILL,METZ,,NYM,MLB,32,13,54,54,H,N,Normal,50,55,50,50,65,50,55,50,50,65,92-94,43,0,4,2,62.0,254,225,54,28,17,2,7,34,33,23,0,57,2,4.79,.287,1.24,8.3,3.3,1.0,2.5,13.4,1,3,0,2,0,8,22,4,948,64,51,4,4,97,4.18,89,0.5
31628,RP,LEVI MEZYK,LEVI,MEZYK,,MIL,MLB,29,14,46,47,N,N,Normal,70,55,40,55,50,80,55,40,55,50,94-96,10,0,1,0,13.0,58,51,14,9,2,0,3,10,10,6,0,12,0,6.92,.297,1.54,8.3,4.2,2.1,2.0,10.3,0,1,1,0,0,1,12,3,239,9,17,3,0,62,5.88,136,-0.2
38567,RP,RIO MONTOYA,RIO,MONTOYA,,ANA,MLB,21,3,41,48,N,N,Normal,40,50,55,50,55,40,55,65,50,55,88-90,11,0,0,0,16.1,73,69,18,13,2,0,3,13,7,3,1,13,1,3.86,.283,1.29,7.2,1.7,1.7,4.3,13.7,0,0,2,1,0,1,5,3,268,15,20,2,0,113,4.69,107,-0.0
14109,RP,LEWIS MOORE,LEWIS,MOORE,,FLA,MLB,30,15,45,45,N,H,Normal,50,50,45,50,50,50,50,45,50,50,95-97,27,0,2,1,24.1,113,95,27,15,8,0,4,18,18,14,0,19,4,6.66,.319,1.68,7.0,5.2,1.5,1.4,4.4,0,0,1,1,0,3,12,6,430,28,21,4,0,64,6.14,144,-0.6
23329,RP,LENNY MORI,LENNY,MORI,,NYM,MLB,38,20,43,43,H,N,Normal,45,50,60,50,50,45,50,60,50,50,92-94,39,0,6,0,51.0,209,194,45,33,6,2,4,17,17,12,1,49,3,3.00,.291,1.12,8.6,2.1,0.7,4.1,17.7,0,0,1,0,0,5,16,5,785,42,55,1,2,155,3.27,69,1.0
22617,RP,BERNAL MORILLO,BERNAL,MORILLO,,NYM,MLB,24,8,48,48,N,N,Normal,50,50,55,50,50,50,50,55,50,50,95-97,5,0,0,0,9.2,42,36,13,9,1,1,2,7,7,2,1,9,1,6.52,.407,1.55,8.4,1.9,1.9,4.5,16.7,1,2,0,0,0,1,8,4,138,7,9,2,0,71,4.79,102,0.0
37274,RP,GRIFFIN MYETTE,GRIFFIN,MYETTE,,WAS,MLB,22,7,48,48,N,L,Normal,45,50,65,50,50,45,50,65,50,50,96-98,25,0,3,0,32.0,131,122,30,23,5,0,2,12,8,6,0,22,3,2.25,.286,1.12,6.2,1.7,0.6,3.7,12.2,0,0,1,0,0,2,11,2,498,30,39,2,0,202,3.63,79,0.4
14930,RP,PETE NAPIER,PETE,NAPIER,,ANA,MLB,31,12,46,46,N,N,Normal,45,55,45,55,55,45,55,45,55,55,94-96,20,0,4,2,31.0,135,117,30,22,5,0,3,21,21,15,2,31,1,6.10,.318,1.45,9.0,4.4,0.9,2.1,11.9,0,2,2,0,0,3,9,1,507,24,34,2,1,72,3.96,90,0.3
25832,RP,COBY NUGENT,COBY,NUGENT,,TEX,MLB,35,17,47,47,N,H,Normal,50,50,55,50,50,50,50,55,50,50,92-94,38,0,0,1,31.2,133,123,31,15,10,2,4,16,16,5,1,24,5,4.55,.284,1.14,6.8,1.4,1.1,4.8,14.3,0,0,0,0,0,3,15,4,475,37,30,1,0,92,4.32,102,0.1
27390,RP,JONAH OJEDA,JONAH,OJEDA,,OAK,MLB,38,20,46,46,H,H,Normal,50,50,60,50,45,50,50,60,50,45,94-96,32,4,2,5,70.2,305,279,76,46,11,2,17,40,40,19,8,63,2,5.09,.292,1.34,8.0,2.4,2.2,3.3,14.4,1,3,3,3,1,8,17,9,1108,66,74,13,1,87,5.24,118,-0.2
30085,RP,ARLO ORTA,ARLO,ORTA,,CLE,MLB,26,8,55,55,N,N,Normal,65,60,40,55,65,65,60,40,55,65,97-99,40,0,2,4,47.0,203,175,44,28,12,1,3,34,34,26,2,46,0,6.51,.323,1.49,8.8,5.0,0.6,1.8,9.9,1,1,1,2,0,5,14,4,745,43,44,6,2,65,3.75,89,0.5
40495,RP,MARCONI ORTEGA,MARCONI,ORTEGA,,MIL,MLB,20,4,56,57,N,H,Normal,50,55,50,55,55,60,55,50,55,55,95-97,37,1,6,0,60.1,236,213,46,35,6,0,5,18,18,20,0,50,1,2.69,.256,1.09,7.5,3.0,0.7,2.5,12.7,0,2,2,0,0,8,24,5,923,52,66,3,2,161,3.81,88,0.7
25394,RP,MATÍAS ORTEGA,MATÍAS,ORTEGA,,STL,MLB,25,11,45,45,N,L,Normal,45,50,50,50,50,45,50,50,50,50,92-94,28,0,2,3,48.1,203,188,51,33,9,2,7,27,23,8,0,33,4,4.28,.291,1.22,6.1,1.5,1.3,4.1,12.3,0,3,0,1,0,6,13,1,682,51,52,2,1,109,4.61,98,0.2
31339,RP,GERALD ORWELL,GERALD,ORWELL,,BOS,MLB,30,12,48,48,H,H,Normal,55,50,45,50,50,55,50,45,50,50,92-94,23,0,0,3,23.2,114,101,34,19,10,1,4,26,22,13,3,24,0,8.37,.411,1.99,9.1,4.9,1.5,1.8,9.6,0,0,0,1,0,2,9,0,450,15,25,5,2,51,4.78,111,-0.1
14104,RP,CONNOR OSTER,CONNOR,OSTER,,TOR,MLB,27,11,47,48,N,N,Normal,40,50,60,50,50,50,50,60,50,55,95-97,46,0,6,7,59.2,284,240,71,44,15,1,11,35,35,37,17,39,3,5.28,.309,1.81,5.9,5.6,1.7,1.1,0.7,0,4,4,0,0,3,18,8,969,73,60,6,0,82,5.59,128,-0.9
36063,RP,URIEL PACHECO,URIEL,PACHECO,,TEX,MLB,23,9,43,43,H,N,Normal,50,45,50,50,40,55,45,50,50,45,97-99,10,1,2,0,22.1,95,86,23,17,3,1,2,8,6,7,0,20,0,2.42,.318,1.34,8.1,2.8,0.8,2.9,13.7,0,2,0,0,0,2,6,2,375,22,22,1,1,174,3.66,86,0.3
17005,RP,DIOGO PALOMINO,DIOGO,PALOMINO,,TEX,MLB,37,18,43,43,N,N,Prankster,50,50,50,50,50,50,50,50,50,50,96-98,27,0,2,3,27.0,122,110,30,19,4,0,7,18,18,9,2,29,3,6.00,.311,1.44,9.7,3.0,2.3,3.2,16.4,0,0,3,0,0,2,14,6,442,25,24,2,0,70,5.68,134,-0.4
36603,RP,NEIL PAQUETTE,NEIL,PAQUETTE,,STL,MLB,23,7,44,44,N,N,Humble,45,60,40,55,65,50,60,40,55,65,95-97,31,0,2,0,34.2,150,127,33,23,5,1,4,15,15,17,0,27,1,3.89,.293,1.44,7.0,4.4,1.0,1.6,6.7,1,3,1,0,1,3,14,4,509,31,39,1,2,119,4.84,103,0.0
34174,RP,DEZI PEREA,DEZI,PEREA,,KCR,MLB,29,12,40,40,H,N,Humble,45,45,50,55,40,45,45,50,55,40,93-95,39,0,2,2,71.2,286,258,54,36,5,0,13,28,28,27,0,61,0,3.52,.222,1.13,7.7,3.4,1.6,2.3,11.9,0,1,5,2,0,8,24,5,1099,50,94,3,2,123,5.13,119,-0.5
15520,RP,ROBO PEREZ,ROBO,PEREZ,,BAL,MLB,31,15,45,45,N,N,Normal,50,50,60,55,50,50,50,60,55,50,93-95,30,0,3,2,24.1,105,93,23,15,3,0,5,11,11,11,1,24,1,4.07,.281,1.40,8.9,4.1,1.8,2.2,12.4,0,0,1,0,0,3,15,2,380,26,20,2,0,109,5.40,121,-0.2
33290,RP,GEORGE PETERS,GEORGE,PETERS,,LAD,MLB,28,10,43,43,H,N,Normal,50,50,50,50,45,50,50,50,50,50,92-94,22,0,0,0,7.1,29,23,2,1,0,0,1,3,3,5,0,10,1,3.68,.083,0.95,12.3,6.1,1.2,2.0,17.2,0,0,0,0,0,1,12,1,127,4,7,0,0,115,4.84,114,-0.0
13078,RP,WILL PHILEN,WILL,PHILEN,,CWS,MLB,24,8,47,47,N,N,Normal,50,50,45,50,55,50,50,45,50,55,96-98,22,0,2,2,31.0,145,129,37,24,6,2,5,21,17,12,0,32,4,4.94,.348,1.58,9.3,3.5,1.5,2.7,13.8,0,0,0,1,0,3,12,4,547,22,36,2,0,87,4.93,114,-0.1
41130,RP,SEUNG-YU PIL,SEUNG-YU,PIL,,CLE,MLB,30,12,46,46,N,N,Prankster,50,50,70,55,45,50,50,70,55,45,92-94,37,0,1,3,41.1,174,162,41,25,7,0,9,18,18,10,5,37,1,3.92,.274,1.23,8.1,2.2,2.0,3.7,15.5,0,1,2,0,0,3,18,3,630,30,54,5,0,107,4.82,114,-0.2
32346,RP,DANAPATI PILLAI,DANAPATI,PILLAI,,HOU,MLB,28,10,48,48,L,N,Unmotivated,35,55,60,55,60,35,55,60,55,60,89-91,23,0,1,0,33.1,164,147,54,36,13,3,2,27,26,13,0,21,3,7.02,.419,2.01,5.7,3.5,0.5,1.6,4.9,0,0,1,3,1,5,14,5,571,37,34,4,2,61,4.30,99,0.1
9710,RP,DONTRELLE PIMBLE,DONTRELLE,PIMBLE,,SEA,MLB,30,15,47,47,N,N,Normal,60,55,45,50,60,60,55,45,50,60,96-98,24,0,3,1,28.2,127,113,30,26,3,0,1,13,12,12,1,28,1,3.77,.341,1.47,8.8,3.8,0.3,2.3,12.6,0,1,0,1,0,4,18,7,425,25,28,5,1,116,3.10,71,0.6
37573,RP,OSCAR PLOOSTER,OSCAR,PLOOSTER,,BAL,MLB,21,3,52,57,N,N,Normal,50,60,45,55,65,50,65,50,55,70,93-95,6,0,2,0,10.2,40,37,6,5,1,0,0,0,0,3,0,9,0,0.00,.214,0.84,7.6,2.5,0.0,3.0,15.0,0,0,0,0,0,1,4,0,159,13,9,2,0,999,2.50,56,0.3
27347,RP,BRYAN PLUMB,BRYAN,PLUMB,,TB,MLB,34,16,46,46,H,N,Sparkplug,45,50,50,50,50,45,50,50,50,50,95-97,46,0,3,4,52.1,225,198,48,26,14,2,6,24,21,24,8,50,2,3.61,.294,1.38,8.6,4.1,1.0,2.1,11.6,0,1,3,0,0,5,41,12,804,61,39,2,1,120,3.96,91,0.5
9822,RP,ÉDOUARD PRIMEAU,ÉDOUARD,PRIMEAU,,MIN,MLB,25,9,46,46,N,N,Normal,50,50,50,50,50,50,50,50,50,50,96-98,21,0,0,1,36.2,163,146,41,27,6,0,8,27,25,15,0,31,0,6.14,.303,1.53,7.6,3.7,2.0,2.1,9.8,0,2,1,0,0,2,18,1,582,32,44,0,0,71,5.72,130,-0.4
6948,RP,FREDDIE PÉREZ,FREDDIE,PÉREZ,,TOR,MLB,28,11,44,44,H,N,Normal,50,50,45,55,50,55,50,45,55,50,93-95,16,0,1,1,21.1,94,79,21,14,3,1,3,13,9,9,0,16,3,3.80,.290,1.41,6.8,3.8,1.3,1.8,7.4,1,2,2,0,0,2,12,8,345,24,20,4,0,114,5.36,123,-0.2
34486,RP,YOHAN PÉREZ,YOHAN,PÉREZ,,ATL,MLB,21,6,47,47,N,N,Normal,50,50,50,50,50,50,50,50,50,50,95-97,28,0,1,0,32.0,148,125,34,23,6,1,4,16,15,20,0,36,0,4.22,.341,1.69,10.1,5.6,1.1,1.8,10.8,0,3,3,0,0,1,17,9,606,24,33,0,0,101,4.59,107,-0.0
28083,RP,GEORGE QUICK,GEORGE,QUICK,,ARI,MLB,26,8,38,38,N,L,Prankster,45,45,50,50,45,50,45,50,50,45,94-96,10,0,0,0,17.2,73,66,17,12,1,1,3,7,7,6,0,13,0,3.57,.275,1.30,6.6,3.1,1.5,2.2,9.6,0,1,1,0,0,2,9,6,272,11,25,0,1,123,5.10,115,-0.1
35074,RP,IGNACIO RAMOS,IGNACIO,RAMOS,,NYY,MLB,21,3,45,54,N,L,Normal,75,50,40,50,45,80,55,40,50,55,96-98,23,0,2,1,27.1,117,104,25,16,2,0,7,12,11,12,0,31,0,3.62,.273,1.35,10.2,4.0,2.3,2.6,16.2,1,0,2,0,0,2,15,4,463,22,26,3,1,120,5.72,131,-0.4
3204,RP,MARCO RAMÍREZ,MARCO,RAMÍREZ,,PHI,MLB,31,15,42,42,N,N,Normal,45,55,35,50,60,45,55,35,50,60,91-93,49,0,1,4,59.2,279,229,59,41,13,1,4,40,38,44,0,43,1,5.73,.296,1.73,6.5,6.6,0.6,1.0,-0.4,1,4,6,0,0,6,32,7,1078,67,62,11,1,74,5.04,119,-0.4
26458,RP,CADMAN REEDER,CADMAN,REEDER,,SD,MLB,39,21,45,45,H,N,Normal,45,50,60,50,50,45,50,60,50,50,91-93,35,0,4,8,45.1,213,186,54,40,7,2,5,27,26,24,6,39,2,5.16,.343,1.72,7.7,4.8,1.0,1.6,7.0,0,1,2,0,0,3,26,6,772,41,49,7,1,82,4.38,103,0.1
32085,RP,CLOYD RENNELL,CLOYD,RENNELL,,CLE,MLB,25,11,44,44,N,N,Normal,55,50,45,50,50,55,50,45,50,50,95-97,31,0,1,0,31.0,131,110,21,11,5,0,5,13,12,16,0,34,3,3.48,.219,1.19,9.9,4.6,1.5,2.1,13.7,0,2,2,0,0,2,13,2,509,28,27,2,1,121,5.09,120,-0.2
7818,RP,DAMIAN RESSEGUIE,DAMIAN,RESSEGUIE,,PIT,MLB,30,11,50,50,N,H,Normal,45,55,50,55,60,45,55,50,55,60,95-97,32,0,2,4,36.1,140,128,25,17,5,1,2,11,11,11,3,31,0,2.72,.240,0.99,7.7,2.7,0.5,2.8,14.3,0,1,0,0,0,4,16,3,530,37,36,2,0,159,3.01,69,1.0
27920,RP,BRODIE REVELES,BRODIE,REVELES,,FLA,MLB,36,18,44,44,L,N,Normal,50,50,45,45,50,50,50,45,45,50,93-95,32,0,3,0,37.0,170,150,42,27,10,1,4,15,14,18,0,35,1,3.41,.339,1.62,8.5,4.4,1.0,1.9,10.0,0,1,2,0,0,5,22,8,647,43,29,9,0,125,4.40,103,0.1
20263,RP,ELTON REW,ELTON,REW,,TOR,MLB,29,11,54,54,L,N,Normal,45,55,60,50,55,50,55,60,50,55,92-94,31,0,1,3,36.0,166,151,39,27,8,1,3,20,13,14,2,36,1,3.25,.321,1.47,9.0,3.5,0.8,2.6,13.3,0,0,1,0,0,0,5,2,578,31,40,0,0,134,3.51,80,0.6
34113,RP,CARLOS REYNOSA,CARLOS,REYNOSA,,HOU,MLB,21,7,48,48,N,N,Normal,45,55,55,55,55,45,55,55,55,55,95-97,41,2,7,2,63.0,258,235,53,35,12,1,5,23,23,18,0,61,2,3.29,.281,1.13,8.7,2.6,0.7,3.4,16.7,1,2,0,0,0,5,19,4,930,64,59,5,1,135,3.39,76,1.3
34429,RP,VICTOR RIBERA,VICTOR,RIBERA,,DET,MLB,23,6,51,51,N,N,Normal,40,55,65,50,60,45,55,65,50,60,88-90,14,1,2,0,23.1,99,88,21,15,3,1,2,11,11,10,0,20,0,4.24,.284,1.33,7.7,3.9,0.8,2.0,10.1,0,1,1,0,0,2,7,3,356,24,22,3,2,102,4.03,92,0.2
7856,RP,ADRIAN RIVERA,ADRIAN,RIVERA,,FLA,MLB,34,19,43,43,N,N,Normal,45,50,50,50,50,45,50,50,50,50,95-97,47,0,2,1,52.2,239,208,54,36,9,1,8,28,27,27,1,48,4,4.61,.303,1.54,8.2,4.6,1.4,1.8,8.8,0,0,4,1,0,4,20,8,937,52,53,11,1,92,5.21,122,-0.4
28529,RP,ABRAM RODGERS,ABRAM,RODGERS,,CIN,MLB,34,16,59,59,H,N,Normal,45,60,60,55,65,45,60,60,55,65,92-94,41,0,1,4,39.2,169,154,39,22,12,1,4,19,18,11,0,34,1,4.08,.294,1.26,7.7,2.5,0.9,3.1,13.6,0,3,4,0,0,2,30,10,611,43,40,5,1,107,3.85,88,0.4
38469,RP,HERNÁN RODRÍGUEZ,HERNÁN,RODRÍGUEZ,,NYM,MLB,23,7,43,45,N,N,Prankster,50,50,45,50,55,55,50,50,50,55,97-99,14,0,2,0,18.0,75,66,13,9,3,1,0,5,4,8,0,15,0,2.00,.250,1.17,7.5,4.0,0.0,1.9,9.3,0,1,1,1,0,1,10,1,285,18,20,6,0,233,3.01,64,0.4
24708,RP,DANDRE ROSE,DANDRE,ROSE,,MIN,MLB,34,16,45,45,L,N,Disruptive,60,50,55,50,45,60,50,55,50,45,94-96,30,0,2,1,34.2,136,124,27,17,3,0,7,13,13,7,0,34,1,3.38,.233,0.98,8.8,1.8,1.8,4.9,19.9,1,3,3,0,0,2,12,5,499,26,41,1,0,130,4.70,107,-0.0
36041,RP,ENZO SALAZAR,ENZO,SALAZAR,,KCM,MLB,23,9,60,60,H,H,Fan Fav,65,55,55,50,55,65,55,55,50,55,97-99,3,0,1,0,2.1,8,8,1,0,0,0,1,1,1,0,0,3,0,3.86,.000,0.43,11.6,0.0,3.9,0.0,37.5,0,0,0,0,0,0,0,0,35,2,2,0,0,113,6.34,145,-0.0
19044,RP,SIMON SANGSTER,SIMON,SANGSTER,,LAD,MLB,26,11,52,52,H,N,Normal,45,60,60,55,60,45,60,60,55,60,93-95,39,0,3,4,49.0,198,182,37,25,6,0,6,27,23,14,1,38,2,4.22,.225,1.04,7.0,2.6,1.1,2.7,12.1,0,0,0,1,0,3,25,3,724,41,62,3,3,100,4.30,101,0.1
