ID,Name,First Name,Last Name,Mor,ORG,Lev,Age,EXP,OVR,POT,AD,WE,INT,CON,BABIP,GAP,POW,EYE,K's,HT P,CON P,GAP P,POW P,EYE P,K P,SPE,RUN,G,GS,PA,AB,H,1B,2B,3B,HR,RBI,R,BB,BB%,IBB,HP,SH,SF,CI,SO,SO%,GIDP,AVG,OBP,SLG,OPS+,BABIP,wRC+,WAR,PI/PA,SB,CS,BatR,UBR,BsR,ZR,EFF
15613,MIGUEL LARA,MIGUEL,LARA,,DET,MLB,23,9,31,36,L,L,N,40,40,40,40,45,40,40,45,40,40,45,45,55,75,67,61,171,161,40,25,6,0,9,21,21,7,4.1,0,3,0,0,0,49,28.7,0,.248,.292,.453,100,.301,101,0.9,3.73,8,3,0.3,-0.7,-0.7,4.8,1.076
25846,HERACULAMO MAYOR JR.,HERACULAMO,MAYOR JR.,,DET,MLB,31,13,46,46,N,N,N,45,55,50,60,50,40,55,45,50,60,50,40,35,50,90,89,377,343,93,65,12,0,16,63,44,33,8.8,0,1,0,0,0,101,26.8,10,.271,.337,.446,112,.341,115,2.4,3.65,0,0,6.9,-1.0,-1.0,3.7,1.024
9007,TONY MELENDEZ,TONY,MELENDEZ,,DET,MLB,26,11,42,44,N,N,N,45,45,60,45,45,50,45,50,60,45,45,50,70,80,83,58,269,255,52,37,10,1,4,20,29,11,4.1,1,2,0,1,0,87,32.3,3,.204,.242,.298,47,.291,42,0.1,3.79,39,3,-18.5,-0.1,7.1,2.4,1.043
24162,JAMEL OUELLET,JAMEL,OUELLET,,DET,MLB,23,8,45,46,H,H,N,50,50,50,50,45,50,50,50,50,50,45,50,60,55,68,63,252,236,69,49,11,2,7,33,25,10,4.0,1,1,0,5,0,55,21.8,7,.292,.317,.445,106,.346,102,1.1,3.46,12,3,0.9,-2.1,-1.5,1.8,1.009
28302,ISAIAH WIWA,ISAIAH,WIWA,,DET,MLB,28,10,39,39,H,H,N,45,45,55,45,45,50,45,45,55,45,45,50,70,80,82,82,304,289,57,44,7,0,6,26,23,12,3.9,0,1,3,2,0,75,24.7,5,.197,.230,.284,40,.243,36,-0.5,3.69,27,4,-23.2,-1.0,2.7,3.8,1.007
22635,TOMAS AGUAYO,TOMAS,AGUAYO,,FLA,MLB,24,8,46,46,L,N,L,50,55,50,55,60,40,55,50,50,55,60,40,35,40,88,88,395,338,90,60,12,0,18,56,53,50,12.7,1,5,0,2,0,114,28.9,8,.266,.367,.462,131,.346,130,2.7,3.91,0,0,14.6,-2.6,-2.6,0.9,1.011
22574,OAKLEY COLLIER,OAKLEY,COLLIER,,FLA,MLB,30,11,38,38,L,L,H,50,45,45,30,65,60,45,50,45,30,65,60,55,60,55,30,152,123,27,25,1,0,1,7,19,28,18.4,2,1,0,0,0,18,11.8,1,.220,.368,.252,79,.250,83,0.3,4.12,8,0,-3.0,1.5,2.7,-2.3,.909
28882,CHRIS DAVIDS,CHRIS,DAVIDS,,FLA,MLB,26,8,35,38,N,H,H,45,45,45,45,55,50,45,45,45,45,60,50,30,45,38,33,129,113,25,16,5,0,4,16,13,15,11.6,0,0,1,1,0,33,25.6,3,.221,.310,.372,90,.273,90,0.5,3.91,0,0,-1.4,-0.5,-0.5,-1.0,.812
32579,FREMONT HAWKINS,FREMONT,HAWKINS,,FLA,MLB,28,13,37,37,H,N,H,50,50,50,35,45,55,50,55,50,35,50,55,25,20,69,66,251,232,64,46,13,0,5,35,30,18,7.2,0,0,4,1,1,46,18.3,8,.276,.327,.397,102,.324,101,1.4,3.73,0,0,0.4,0.8,0.8,-2.6,.886
20851,JAYSON MEJIA,JAYSON,MEJIA,,FLA,MLB,37,18,47,47,N,N,N,45,45,45,55,70,55,45,45,45,55,70,55,25,25,56,50,208,170,41,29,6,0,6,28,27,33,15.9,2,0,0,5,1,28,13.5,6,.241,.356,.382,107,.248,104,0.4,4.05,0,0,1.1,0.5,0.5,-1.0,.985
26931,RAY OVERHOLT,RAY,OVERHOLT,,FLA,MLB,26,8,45,47,N,N,N,55,50,40,45,60,60,50,60,40,50,60,70,20,20,34,15,84,72,17,15,1,0,1,16,6,9,10.7,1,0,0,3,0,13,15.5,3,.236,.310,.292,70,.262,64,-0.5,3.68,0,0,-3.6,-1.5,-1.5,-0.6,1.003
27700,KRISTOPHER POLSTER,KRISTOPHER,POLSTER,,FLA,MLB,26,8,44,44,N,N,H,55,50,45,50,45,55,50,55,45,50,50,55,25,40,66,48,216,191,54,40,8,0,6,24,24,23,10.6,0,0,0,2,0,37,17.1,5,.283,.356,.419,117,.320,117,0.7,3.66,0,0,4.5,-0.5,-0.5,-0.1,.988
36145,JAJUAN PÉREZ,JAJUAN,PÉREZ,,FLA,MLB,24,9,47,47,N,N,L,60,55,50,55,50,60,55,60,50,55,50,60,30,40,89,88,387,354,111,62,32,1,16,71,47,30,7.8,1,1,0,2,0,61,15.8,13,.314,.367,.545,151,.341,149,2.6,3.68,0,0,22.8,-0.1,-0.1,-10.6,.890
16768,JESSE TILLEY,JESSE,TILLEY,,FLA,MLB,34,15,40,40,N,N,N,55,50,50,40,45,60,50,55,50,40,45,60,35,30,80,80,339,310,75,57,10,0,8,37,31,23,6.8,0,4,0,2,0,57,16.8,8,.242,.301,.352,82,.271,81,-0.6,3.70,2,3,-7.4,-2.3,-4.5,-6.4,.945
14176,DAVID VISSER,DAVID,VISSER,,FLA,MLB,31,12,31,31,L,N,N,50,50,50,30,45,50,50,50,50,30,45,50,45,30,57,27,119,113,28,23,4,1,0,10,16,5,4.2,0,0,0,1,0,22,18.5,0,.248,.277,.301,62,.304,58,-0.3,3.45,0,0,-5.9,-0.2,-0.2,-1.7,.980
37249,DEVEN WATKINS,DEVEN,WATKINS,,FLA,MLB,23,7,45,45,N,N,N,55,50,50,45,45,60,55,55,50,45,45,60,30,40,91,90,344,324,76,53,19,1,3,29,29,13,3.8,0,3,0,4,0,57,16.6,15,.235,.267,.327,66,.272,61,-0.0,3.40,1,1,-15.7,-0.6,-1.8,1.7,1.015
26075,LASON WINDHAM,LASON,WINDHAM,,FLA,MLB,26,8,43,44,N,N,N,50,40,65,50,55,60,45,50,65,50,60,60,55,55,91,91,401,358,94,63,16,3,12,45,45,38,9.5,0,2,0,3,0,50,12.5,6,.263,.334,.425,111,.274,110,-0.1,3.76,3,3,5.1,-0.8,-3.0,-10.7,.905
27484,CALVIN WOODSON,CALVIN,WOODSON,,FLA,MLB,31,12,48,48,N,N,N,60,50,50,50,50,60,50,60,50,50,50,60,45,60,93,85,388,341,90,61,15,1,13,39,55,43,11.1,0,1,0,3,0,71,18.3,3,.264,.345,.428,115,.296,115,1.4,3.80,2,0,7.3,1.0,0.1,1.0,1.034
28399,JOEL WYNNE,JOEL,WYNNE,,FLA,MLB,32,14,49,49,N,N,N,50,50,60,50,65,50,50,50,60,50,65,50,65,65,85,85,405,348,92,64,21,0,7,29,61,54,13.3,1,2,1,1,0,78,19.3,6,.264,.365,.385,111,.322,113,0.8,4.03,23,2,6.4,-0.9,2.0,-12.8,.916
23187,ATILIO CENTENO,ATILIO,CENTENO,,HOU,MLB,23,7,48,56,N,N,N,55,45,65,55,45,65,55,60,65,55,45,65,40,35,52,31,137,126,32,21,6,1,4,16,14,7,5.1,0,1,0,3,0,19,13.9,3,.254,.292,.413,88,.264,87,-0.2,3.45,2,0,-2.0,-1.0,-0.9,-3.2,.940
25504,DWIGHT CLAGETT,DWIGHT,CLAGETT,,HOU,MLB,28,10,38,39,N,N,N,45,45,50,30,45,50,45,45,55,30,50,50,65,65,33,22,93,87,22,14,6,1,1,8,10,5,5.4,0,1,0,0,0,17,18.3,3,.253,.301,.379,80,.304,83,0.2,3.65,7,3,-1.9,0.6,0.5,-0.9,.946
34785,ROGER ENGLEHART,ROGER,ENGLEHART,,HOU,MLB,29,11,37,37,L,L,N,45,45,40,50,55,45,45,45,45,50,55,45,50,40,53,44,136,119,25,21,2,0,2,10,10,15,11.0,0,1,0,1,0,46,33.8,2,.210,.301,.277,62,.319,65,-0.1,3.99,1,1,-5.7,-1.6,-2.4,2.0,1.050
3867,GIDEON FETZER,GIDEON,FETZER,,HOU,MLB,28,12,60,61,H,H,N,55,55,55,55,50,50,55,60,55,55,50,55,65,70,89,88,409,363,113,74,25,3,11,46,71,42,10.3,5,2,0,2,0,79,19.3,3,.311,.384,.488,130,.371,132,3.8,3.67,54,5,15.9,-1.8,7.0,4.5,1.029
11612,DO-HYEON KAY,DO-HYEON,KAY,,HOU,MLB,26,11,47,48,N,N,H,55,50,50,50,45,60,55,60,50,50,45,60,40,35,89,89,378,346,101,73,19,2,7,37,37,24,6.3,1,3,1,5,0,58,15.3,7,.292,.339,.419,101,.329,103,2.4,3.64,0,0,1.7,-0.7,-0.7,8.5,1.107
14163,DUSTIN KOGER,DUSTIN,KOGER,,HOU,MLB,23,8,39,40,H,H,N,50,45,40,40,45,60,45,50,40,40,45,60,70,80,42,25,113,110,23,17,3,0,3,11,13,3,2.7,0,0,0,0,0,21,18.6,1,.209,.230,.318,44,.233,42,-0.0,3.45,13,0,-7.8,0.9,3.7,-0.6,.990
22928,MAXWELL MAUNU,MAXWELL,MAUNU,,HOU,MLB,27,8,44,45,N,H,L,55,50,50,55,45,55,55,55,50,55,45,60,20,25,77,77,336,312,88,61,18,0,9,37,38,20,6.0,3,2,0,2,0,50,14.9,8,.282,.327,.426,99,.310,99,1.4,3.39,0,0,-0.2,1.0,1.0,1.2,1.003
31670,SONNY ORTEGA,SONNY,ORTEGA,,HOU,MLB,28,10,51,54,N,H,N,55,55,60,55,60,50,55,55,60,60,60,50,50,40,83,76,349,301,88,55,25,1,7,51,46,37,10.6,2,4,0,7,0,73,20.9,3,.292,.370,.452,118,.355,120,0.8,3.87,0,1,8.7,0.4,-1.4,-6.4,.925
32346,DANAPATI PILLAI,DANAPATI,PILLAI,,HOU,MLB,28,10,48,48,L,L,N,45,40,40,55,50,50,40,45,40,55,55,50,35,40,8,1,11,11,3,1,0,0,2,3,2,0,0.0,0,0,0,0,0,3,27.3,0,.273,.273,.818,183,.167,189,0.2,3.27,0,0,1.2,0.0,0.0,0.4,.000
12484,MASON PIMENTEL,MASON,PIMENTEL,,HOU,MLB,24,9,45,45,N,N,N,55,55,55,45,40,60,55,55,55,45,40,60,30,20,82,82,316,300,80,50,19,4,7,39,35,13,4.1,0,2,0,1,0,55,17.4,6,.267,.301,.427,91,.305,93,1.2,3.36,0,0,-2.4,-3.6,-3.6,6.7,1.051
13138,BRYANT ROBERTSON,BRYANT,ROBERTSON,,HOU,MLB,30,15,45,45,N,N,N,55,50,50,35,50,55,50,55,50,35,50,55,35,40,87,87,348,314,75,56,17,1,1,31,29,30,8.6,5,2,1,2,0,61,17.5,10,.239,.307,.309,66,.291,62,0.7,3.61,0,0,-15.5,0.2,0.2,6.5,1.060
9840,HORACIO SALGADO,HORACIO,SALGADO,,HOU,MLB,27,11,38,39,N,N,L,45,50,50,45,50,45,50,45,50,50,50,45,20,20,75,75,298,275,65,47,11,0,7,30,23,20,6.7,0,0,0,3,0,86,28.9,6,.236,.285,.353,69,.314,70,1.4,3.84,0,0,-10.4,-1.4,-1.4,1.7,1.340
14288,ELWOOD TILLEY,ELWOOD,TILLEY,,HOU,MLB,31,16,76,76,H,H,N,55,50,55,60,60,60,50,55,55,60,60,60,45,45,99,99,435,368,113,63,27,3,20,79,60,62,14.3,21,3,0,2,0,73,16.8,11,.307,.409,.560,155,.336,140,2.1,3.56,3,0,20.9,-2.8,-3.5,0.0,.000
27468,INÁCIO TRUJILLO,INÁCIO,TRUJILLO,,HOU,MLB,25,11,49,49,L,N,H,55,50,50,40,60,60,50,55,50,40,60,60,65,75,93,93,446,405,117,72,27,7,11,39,72,40,9.0,1,0,0,1,0,66,14.8,6,.289,.352,.472,117,.322,122,3.0,3.66,47,10,11.8,2.8,7.6,2.7,1.064
32580,ISMAEL VEJAR,ISMAEL,VEJAR,,HOU,MLB,28,13,37,37,N,N,N,45,45,50,40,50,45,45,45,55,40,50,45,20,25,25,24,99,91,8,5,2,0,1,6,4,7,7.1,0,0,0,1,0,33,33.3,7,.088,.152,.143,-21,.121,-26,-0.7,3.97,0,0,-14.9,-0.2,-0.2,0.5,.780
24732,LEO AMAYA,LEO,AMAYA,,KCM,MLB,23,7,57,57,N,H,L,50,40,60,65,40,60,45,50,60,65,40,60,70,80,92,92,401,383,101,60,12,2,27,61,57,14,3.5,0,0,0,4,0,77,19.2,7,.264,.287,.517,112,.261,112,3.3,3.47,24,3,6.0,1.6,4.8,10.2,1.090
28527,SCOT ANTONELLI,SCOT,ANTONELLI,,KCM,MLB,35,17,47,47,N,N,N,45,45,60,55,65,50,45,45,60,55,65,50,35,40,94,94,428,361,92,59,15,0,18,52,57,57,13.3,0,6,0,4,0,91,21.3,8,.255,.362,.446,118,.289,123,1.6,4.00,1,0,12.0,0.8,-0.6,-1.0,.966
36206,ERIC CARRASCO,ERIC,CARRASCO,,KCM,MLB,23,9,43,43,N,N,L,50,45,55,50,45,60,45,50,55,50,45,60,70,70,84,80,363,337,84,57,14,5,8,33,44,25,6.9,0,0,0,1,0,60,16.5,0,.249,.300,.392,86,.281,87,0.6,3.58,27,5,-5.5,0.5,3.3,0.5,1.003
24263,HUGO CASTILLO,HUGO,CASTILLO,,KCM,MLB,23,9,35,37,N,L,L,45,45,50,35,50,45,55,45,50,35,50,45,45,50,78,78,277,253,48,28,12,2,6,20,24,19,6.9,0,3,0,2,0,86,31.0,4,.190,.253,.324,55,.258,54,-0.2,3.95,0,0,-15.0,-1.0,-1.0,3.0,1.002
35861,CEDRIC DÍAZ,CEDRIC,DÍAZ,,KCM,MLB,23,6,35,40,H,H,N,45,40,45,45,45,60,45,50,45,45,45,60,50,70,9,,7,7,3,1,1,0,1,2,2,0,0.0,0,0,0,0,0,0,0.0,0,.429,.429,1.000,270,.333,288,0.2,3.57,0,0,1.6,0.0,0.0,0.6,1.647
32499,ELDEN FASNACHT,ELDEN,FASNACHT,,KCM,MLB,28,13,26,27,N,L,N,40,40,40,30,50,40,40,40,40,30,50,45,65,65,55,55,184,166,28,24,4,0,0,8,16,16,8.7,0,0,1,2,0,59,32.1,0,.169,.239,.193,20,.257,19,-0.2,4.04,15,3,-17.7,0.7,2.3,4.9,1.058
32200,EITAN GROIS,EITAN,GROIS,,KCM,MLB,20,7,45,45,H,N,H,50,60,50,55,45,45,60,50,50,55,45,50,25,20,70,45,213,194,49,31,12,0,6,31,19,13,6.1,0,4,0,2,0,62,29.1,5,.253,.310,.407,93,.336,94,0.6,3.62,0,0,-1.3,-1.8,-1.8,0.3,.968
36937,IRENO HERNÁNDEZ,IRENO,HERNÁNDEZ,,KCM,MLB,22,7,43,49,N,N,H,40,45,50,50,75,35,45,45,55,50,80,50,25,25,74,56,259,213,43,28,7,1,7,23,31,44,17.0,1,0,0,2,1,71,27.4,6,.202,.336,.343,85,.263,90,0.9,4.22,0,0,-3.0,-0.9,-0.9,0.2,1.191
18721,GARLAND MULLEN,GARLAND,MULLEN,,KCM,MLB,25,7,30,31,L,N,N,45,40,40,35,50,60,40,45,40,35,50,60,55,60,18,15,55,52,9,5,3,1,0,5,1,3,5.5,0,0,2,0,0,12,21.8,1,.173,.218,.269,31,.225,27,-0.3,3.45,0,0,-4.8,-0.0,-0.0,0.6,1.080
8237,JASON MUNRO,JASON,MUNRO,,KCM,MLB,29,11,47,48,L,L,N,45,55,50,60,50,40,60,50,55,60,50,40,25,20,75,63,279,238,62,36,16,0,10,33,33,35,12.5,2,1,0,5,0,86,30.8,4,.261,.351,.454,116,.354,116,0.8,4.09,0,0,5.4,0.1,0.1,-2.0,.957
19986,FRASER PENNY,FRASER,PENNY,,KCM,MLB,23,8,38,39,N,N,N,50,45,55,35,45,55,50,50,55,35,45,55,65,70,78,78,302,287,62,47,12,1,2,23,25,11,3.6,1,2,0,2,0,53,17.5,2,.216,.248,.286,45,.256,40,-0.7,3.59,24,2,-21.5,0.5,4.4,0.3,.990
12629,STEVE SOSA,STEVE,SOSA,,KCM,MLB,23,8,41,41,N,H,N,50,45,55,55,40,55,45,50,55,55,40,55,35,50,38,38,153,141,37,21,9,1,6,21,15,11,7.2,0,1,0,0,0,22,14.4,10,.262,.320,.468,110,.274,113,0.8,3.50,0,0,2.5,0.4,0.4,-0.8,1.014
9599,JEREMIAH VIERA,JEREMIAH,VIERA,,KCM,MLB,26,11,47,50,N,N,N,55,60,50,50,50,50,60,60,50,50,55,50,25,25,48,43,189,169,51,32,11,0,8,34,23,15,7.9,2,3,0,2,1,35,18.5,5,.302,.365,.509,134,.336,132,0.9,3.54,0,0,7.5,-0.7,-0.7,-0.2,.945
19738,TIM BRISSON,TIM,BRISSON,,KCR,MLB,27,8,46,46,N,N,N,50,55,50,60,50,45,55,50,50,60,55,45,30,30,91,91,384,348,90,51,14,0,25,61,57,34,8.9,1,2,0,0,0,105,27.3,7,.259,.328,.514,127,.298,127,1.0,3.76,0,0,12.8,-0.8,-0.8,-10.2,.931
32677,MICAH BUNTING,MICAH,BUNTING,,KCR,MLB,29,13,33,34,N,N,L,45,40,50,45,50,50,40,45,50,45,50,50,20,20,34,22,88,85,15,13,2,0,0,4,5,3,3.4,0,0,0,0,0,25,28.4,3,.176,.205,.200,12,.250,6,-0.2,4.03,0,0,-9.8,-0.3,-0.3,1.2,.975
11825,LIAM DYCK,LIAM,DYCK,,KCR,MLB,23,8,48,48,H,H,H,55,50,50,55,55,60,50,55,50,55,55,60,45,60,98,98,426,369,90,57,18,1,14,41,51,49,11.5,2,3,0,5,0,63,14.8,6,.244,.333,.412,104,.256,103,0.6,3.75,0,0,2.0,-0.4,-0.4,-0.4,.943
34184,ROBERTO ESPINOZA,ROBERTO,ESPINOZA,,KCR,MLB,23,6,39,41,H,H,N,40,40,60,55,55,35,45,40,65,55,55,45,65,70,93,90,371,334,78,48,12,2,16,48,42,32,8.6,0,3,0,2,0,122,32.9,3,.234,.305,.425,98,.313,99,1.7,3.97,8,2,-0.4,1.1,0.9,7.1,1.051
36484,NELSON HERRERA,NELSON,HERRERA,,KCR,MLB,22,8,50,50,N,N,N,55,55,65,55,50,50,55,55,65,55,50,50,60,75,55,54,234,209,51,33,8,1,9,34,25,24,10.3,2,0,0,1,0,56,23.9,8,.244,.321,.421,102,.290,99,1.3,3.89,9,1,-0.1,1.6,2.5,1.7,.982
29685,YOHANNY DE LA ROSA,YOHANNY,DE LA ROSA,,-,-,35,19,40,40,L,N,H,45,40,50,50,55,50,40,45,50,50,55,50,50,65,4,1,9,9,5,4,1,0,0,2,1,0,0.0,0,0,0,0,0,0,0.0,0,.556,.556,.667,235,.556,248,0.1,3.22,0,0,1.6,-0.8,-0.8,0.0,.000
38907,TUCK LOVATT,TUCK,LOVATT,,KCR,MLB,22,7,32,50,L,N,N,35,30,40,50,70,40,45,45,45,55,70,55,60,60,51,15,91,82,20,13,2,0,5,15,9,8,8.8,0,0,0,1,0,24,26.4,1,.244,.308,.451,105,.278,105,0.4,4.19,0,0,0.6,-0.7,-0.7,0.8,1.022
22253,BEVAN MATTHEWS,BEVAN,MATTHEWS,,KCR,MLB,23,8,41,41,N,N,N,50,45,55,45,50,55,45,50,55,45,50,55,75,80,68,56,241,222,50,33,11,2,4,19,26,18,7.5,0,1,0,0,0,41,17.0,2,.225,.286,.347,73,.260,73,-0.2,3.58,8,0,-7.5,-0.1,1.1,-4.9,.928
37195,CARTER MCTAGGART,CARTER,MCTAGGART,,KCR,MLB,24,3,65,80,N,H,N,60,60,60,50,55,55,70,70,60,60,55,55,45,50,95,95,405,361,102,66,24,1,11,47,52,38,9.4,1,2,0,4,0,80,19.8,10,.283,.351,.446,117,.332,118,1.9,3.82,2,2,8.9,1.2,-0.7,4.4,1.038
15764,D.J. POPE,D.J.,POPE,,KCR,MLB,31,12,40,40,N,N,N,50,45,45,40,55,55,45,50,45,40,55,55,40,40,83,72,292,263,58,43,10,1,4,26,28,26,8.9,4,2,0,1,0,56,19.2,5,.221,.295,.312,68,.265,62,-0.2,3.86,1,0,-13.0,1.3,0.6,-0.5,.998
19774,ADEN REINHARDT,ADEN,REINHARDT,,KCR,MLB,27,8,39,41,N,N,N,50,40,50,50,50,60,45,50,50,55,55,60,25,35,38,18,101,85,24,12,7,0,5,20,18,13,12.9,0,0,0,3,0,17,16.8,2,.282,.366,.541,145,.288,143,0.6,3.82,0,1,5.3,-0.5,-1.3,-0.4,1.023
36249,GABRIEL RODRÍGUEZ,GABRIEL,RODRÍGUEZ,,KCR,MLB,23,9,41,44,N,N,L,45,45,50,45,60,45,45,50,50,45,60,55,60,70,90,90,362,305,58,35,12,4,7,22,37,53,14.6,2,2,2,2,0,101,27.9,2,.190,.312,.325,76,.256,77,0.1,4.01,10,5,-9.6,-2.1,-3.4,2.4,1.000
32587,ELDRIDGE SOUZA,ELDRIDGE,SOUZA,,KCR,MLB,29,13,29,30,L,L,H,35,35,40,40,60,35,35,35,40,40,60,35,20,20,77,77,269,244,39,30,5,0,4,16,20,25,9.3,0,0,2,0,0,86,32.0,9,.160,.238,.230,30,.227,30,-0.2,3.93,0,0,-22.5,-0.6,-0.6,-0.2,1.072
15474,JACOB STREET,JACOB,STREET,,KCR,MLB,30,11,32,32,N,L,N,40,40,50,30,55,40,40,40,50,30,55,40,50,45,40,18,62,54,8,5,2,0,1,3,4,7,11.3,0,1,0,0,0,21,33.9,1,.148,.258,.241,39,.219,42,-0.1,4.23,2,1,-4.3,0.4,0.3,0.4,.981
30375,DOMINIQUE TOURETTE,DOMINIQUE,TOURETTE,,KCR,MLB,28,13,31,32,N,H,N,40,40,40,40,45,45,40,40,40,40,50,45,35,35,85,83,264,248,48,38,4,0,6,26,17,13,4.9,0,1,1,2,0,82,31.1,11,.194,.235,.282,42,.259,38,-1.4,3.77,1,1,-19.3,1.0,0.1,-7.0,.923
33809,JANDEL VÁSQUEZ,JANDEL,VÁSQUEZ,,KCR,MLB,27,12,31,33,N,N,N,45,45,50,40,40,50,50,50,50,40,40,50,60,55,23,9,43,39,12,10,0,1,1,8,4,4,9.3,0,0,0,0,0,8,18.6,2,.308,.372,.436,122,.367,125,0.3,3.56,1,0,1.3,-0.1,-0.0,0.0,1.048
33223,VICTOR ABREU,VICTOR,ABREU,,LAD,MLB,29,13,36,36,N,H,N,55,50,50,30,45,55,50,55,55,30,50,55,55,60,4,1,6,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,16.7,0,.000,.000,.000,-100,.000,-117,-0.1,3.33,0,0,-1.6,0.0,0.0,-0.0,.957
37895,CHAD AGALLEGOS,CHAD,AGALLEGOS,,LAD,MLB,22,3,40,48,N,N,N,45,45,45,45,45,45,50,50,45,50,45,50,45,50,91,91,327,304,64,46,10,1,7,43,27,20,6.1,0,1,7,2,0,88,26.9,4,.211,.260,.319,62,.270,59,-0.2,3.89,1,0,-16.0,-0.7,-1.3,0.7,.996
32204,SAMPAIO AGUIAR,SAMPAIO,AGUIAR,,LAD,MLB,25,11,43,43,H,N,L,55,50,60,45,45,55,50,55,60,45,45,55,70,80,81,67,294,279,68,46,12,3,7,24,35,15,5.1,1,0,0,0,0,59,20.1,1,.244,.282,.384,85,.286,80,-0.1,3.56,24,3,-6.8,-0.7,2.7,-6.6,.909
27753,EVAN CAPO,EVAN,CAPO,,LAD,MLB,26,8,48,74,N,N,H,50,50,60,50,65,50,55,60,60,55,75,60,55,60,91,91,400,348,96,54,28,1,13,53,51,44,11.0,0,3,0,5,0,82,20.5,5,.276,.357,.474,132,.322,130,1.5,3.94,8,5,14.4,-2.5,-4.5,-1.0,1.012
29114,LUKE FALCON,LUKE,FALCON,,LAD,MLB,26,8,50,56,L,N,N,55,55,60,50,50,55,55,60,60,50,50,55,70,80,91,91,402,362,100,66,24,4,6,33,58,39,9.7,0,0,0,1,0,82,20.4,10,.276,.346,.414,113,.342,112,2.7,3.80,30,7,6.1,3.5,5.8,4.6,1.022
27328,R.J. HOSTETLER,R.J.,HOSTETLER,,LAD,MLB,27,9,44,46,H,H,N,55,55,65,45,40,55,55,60,65,50,45,55,50,65,58,25,145,132,37,23,11,1,2,14,19,10,6.9,2,1,0,2,0,24,16.6,2,.280,.331,.424,111,.324,101,-0.0,3.19,4,4,0.3,-0.3,-1.7,-1.2,.942
33695,STEPHEN KLEIN,STEPHEN,KLEIN,,LAD,MLB,27,9,47,49,N,N,N,55,50,60,50,55,55,55,60,60,50,60,55,50,65,99,98,422,377,90,58,19,3,10,56,41,34,8.1,0,3,0,8,0,80,19.0,11,.239,.301,.385,92,.271,88,-0.6,3.86,10,4,-5.8,-2.7,-3.6,0.0,.000
6655,RANCE MCINTYRE,RANCE,MCINTYRE,,LAD,MLB,27,12,39,40,L,N,H,50,45,45,30,45,50,50,50,45,30,45,50,65,70,38,31,119,115,27,17,6,3,1,8,11,3,2.5,0,1,2,0,0,36,30.3,2,.235,.261,.365,74,.333,68,0.4,3.66,4,1,-4.4,0.8,1.0,2.4,1.071
35557,TATASHI OMOTO,TATASHI,OMOTO,,LAD,MLB,30,10,80,80,H,N,H,55,60,50,65,65,45,60,55,50,65,65,45,30,25,90,90,400,348,100,59,22,3,16,63,44,48,12.0,6,2,0,2,0,97,24.2,4,.287,.375,.506,145,.354,137,3.6,4.01,1,0,17.8,-0.3,-1.4,4.9,1.040
6403,STEPHEN PETRILLO,STEPHEN,PETRILLO,,LAD,MLB,29,11,30,30,N,N,N,40,40,40,40,50,45,40,40,40,40,50,45,20,30,57,51,185,166,33,26,5,0,2,10,17,17,9.2,0,2,1,0,0,42,22.7,1,.199,.281,.265,55,.254,56,-0.0,3.89,0,0,-9.6,-2.8,-2.8,0.4,.975
32178,ABIE RAMEY,ABIE,RAMEY,,LAD,MLB,29,10,32,33,L,N,N,50,40,50,25,40,65,45,50,50,25,40,65,55,55,32,27,99,91,15,9,4,1,1,11,6,5,5.1,0,1,3,2,0,15,15.2,1,.165,.212,.264,33,.182,27,-0.4,3.45,1,0,-8.6,0.0,0.1,0.8,1.021
8693,JOSIAH RAPER,JOSIAH,RAPER,,LAD,MLB,25,9,32,34,N,H,N,40,40,35,45,45,45,40,40,35,45,50,45,20,25,42,39,142,134,29,25,0,1,3,15,12,5,3.5,0,1,0,2,0,43,30.3,6,.216,.246,.299,53,.289,47,-0.1,3.67,0,0,-8.9,-3.0,-3.0,1.6,.975
24329,ADRIAN REIFSNIDER,ADRIAN,REIFSNIDER,,LAD,MLB,29,10,40,41,N,N,N,50,50,65,35,50,55,50,55,65,35,60,55,65,65,31,13,81,71,20,11,7,0,2,7,14,10,12.3,2,0,0,0,0,9,11.1,1,.282,.370,.465,134,.300,122,0.4,3.27,5,2,2.1,0.7,0.7,-1.5,.956
14427,ISAAC RISHER,ISAAC,RISHER,,LAD,MLB,23,8,60,60,N,N,N,50,50,65,55,50,50,50,50,65,55,50,55,60,70,88,87,396,357,97,58,22,4,13,43,55,35,8.8,0,2,0,2,0,73,18.4,2,.272,.338,.465,123,.308,121,3.4,3.56,28,2,10.3,1.6,6.0,3.3,1.028
29945,SEAMUS SANCHEZ,SEAMUS,SANCHEZ,,LAD,MLB,29,10,38,39,N,H,N,50,50,60,30,50,50,50,50,60,30,55,50,50,50,80,80,300,272,76,55,19,2,0,23,28,23,7.7,1,4,5,1,0,48,16.0,5,.279,.343,.364,100,.338,98,1.2,3.59,0,2,-0.5,-0.3,-2.4,6.1,1.055
16232,OMAR BACTAD,OMAR,BACTAD,,MIL,MLB,24,9,46,46,N,H,N,60,55,45,50,45,60,55,60,45,50,45,60,45,45,5,1,10,9,4,2,2,0,0,3,3,1,10.0,0,0,0,0,0,0,0.0,0,.444,.500,.667,217,.444,223,0.3,3.50,1,0,1.5,0.4,0.6,0.9,1.174
