ID,RL,Name,Mor,ORG,Lev,Age,EXP,OVR,POT,WE,INT,Type,STU,MOV,CON,PBABIP,HRR,STU P,MOV P,CON P,PBABIP P,HRR P,VELO,G,GS,W,L,IP,BF,AB,HA,1B,2B,3B,HR,R,ER,BB,IBB,K,HP,ERA,BABIP,WHIP,K/9,BB/9,HR/9,K/BB,K%-BB%,SH,SF,WP,BK,CI,DP,IR,IRS,PI,GB,FB,SB,CS,ERA+,FIP,FIP-,WAR
124188,RP,KAWANARI KIYOMIZU,,TEX,MLB,23,6,,,N,L,Normal,60,55,50,55,50,60,55,50,55,50,96-98,4,0,1,0,5.2,19,18,2,2,0,0,0,0,0,1,0,7,0,0.00,.182,0.53,11.1,1.6,0.0,7.0,31.6,0,0,0,0,0,1,1,0,77,4,5,0,0,999,0.92,20,0.3
135323,RP,DALE KLINE,,VAN,MLB,26,11,,,N,N,Normal,55,50,55,55,50,60,50,55,55,50,94-96,29,1,3,4,52.0,222,210,58,34,8,1,15,29,24,9,0,33,1,4.15,.264,1.29,5.7,1.6,2.6,3.7,10.8,1,1,0,1,0,5,19,3,791,56,61,0,0,110,5.92,129,-0.6
127323,RP,BOYD KNIGHT,,HOU,MLB,23,6,,,H,H,Normal,65,55,50,55,60,65,55,50,55,60,94-96,56,9,5,7,77.2,339,295,69,44,14,4,7,39,36,39,2,68,2,4.17,.278,1.39,7.9,4.5,0.8,1.7,8.6,0,3,3,1,0,5,32,10,1235,75,83,5,0,107,3.79,84,1.2
120207,RP,ROGER LAMBERT,,TEX,MLB,24,8,,,H,N,Normal,60,55,50,50,55,60,55,50,50,55,96-98,5,0,0,0,11.1,48,42,11,5,4,0,2,4,4,4,0,10,2,3.18,.300,1.32,7.9,3.2,1.6,2.5,12.5,0,0,1,0,0,2,6,5,168,10,11,0,0,140,4.98,111,-0.0
135116,RP,KEVIN LARKIN,,TEX,MLB,27,11,,,N,N,Normal,50,65,50,60,65,55,65,50,60,75,93-95,42,0,4,2,64.0,258,233,45,27,12,1,5,28,26,22,1,40,1,3.66,.212,1.05,5.6,3.1,0.7,1.8,7.0,1,1,2,0,0,4,20,4,968,68,79,6,0,122,3.66,82,0.8
121986,RP,WALLY LEBLANC,,VAN,MLB,24,9,,,N,N,Normal,80,55,45,60,50,80,55,45,60,50,98-100,64,0,4,1,60.1,247,213,38,28,5,0,5,16,16,31,0,66,1,2.39,.231,1.14,9.8,4.6,0.7,2.1,14.2,1,1,8,0,0,3,35,8,980,41,69,2,1,191,3.35,73,1.1
133435,RP,DONNIE LEWIS,,KC,MLB,29,12,,,N,N,Normal,55,50,65,55,50,55,50,65,55,50,94-96,45,0,5,6,69.1,304,275,77,49,15,0,13,41,40,19,2,45,2,5.19,.286,1.38,5.8,2.5,1.7,2.4,8.6,0,7,5,0,1,3,27,14,1101,48,110,8,1,87,4.83,106,0.0
132234,RP,HENRY LOUW,,DET,MLB,26,5,,,N,N,Fan Fav,70,60,30,65,50,80,60,30,65,50,95-97,7,0,1,0,8.1,35,28,3,0,2,0,1,2,2,6,1,8,1,2.16,.105,1.08,8.6,6.5,1.1,1.3,5.7,0,0,0,0,0,0,5,2,121,3,14,1,0,211,4.66,102,0.0
126494,RP,ED LOVRICH,,SF,MLB,25,9,,,H,N,Normal,50,60,50,60,55,60,60,50,60,55,97-99,60,0,1,7,62.1,261,224,51,34,11,1,5,29,29,35,6,37,1,4.19,.251,1.38,5.3,5.1,0.7,1.1,0.8,0,1,1,3,0,12,52,15,953,70,66,3,0,106,4.16,94,0.5
124691,RP,CHRIS LYNCH,,DET,MLB,26,10,,,H,H,Fan Fav,50,55,60,55,55,50,55,60,55,55,93-95,56,0,4,7,62.2,266,245,65,44,6,1,14,35,33,16,1,41,1,4.74,.264,1.29,5.9,2.3,2.0,2.6,9.4,1,3,5,0,0,5,42,10,954,74,67,5,0,96,5.23,114,-0.3
120788,RP,CARLOS LÓPEZ,,OAK,MLB,38,22,,,H,N,Normal,50,55,65,55,55,50,55,65,55,55,93-95,61,0,6,3,74.1,310,283,76,55,11,0,10,28,28,22,3,53,2,3.39,.296,1.32,6.4,2.7,1.2,2.4,10.0,0,3,4,0,0,10,41,14,1149,72,85,3,0,132,4.03,90,0.8
127290,RP,LUIS LÓPEZ,,STL,MLB,25,6,,,H,H,Sparkplug,60,50,55,50,50,60,50,55,50,50,95-97,27,1,4,0,53.0,227,196,52,35,9,1,7,31,28,24,0,28,3,4.75,.273,1.43,4.8,4.1,1.2,1.2,1.8,0,4,1,0,0,6,23,8,894,55,63,3,3,93,5.05,114,-0.2
132860,RP,DAVE MACINTOSH JR.,,CHW,MLB,28,13,,,N,N,Normal,60,50,60,55,50,60,50,65,55,50,92-94,67,0,2,6,96.2,444,400,124,79,23,0,22,67,64,40,10,86,1,5.96,.346,1.70,8.0,3.7,2.0,2.1,10.4,0,3,5,0,0,10,54,25,1598,101,86,2,1,76,5.01,111,-0.2
125994,RP,GREG MADDEN,,TBA,MLB,22,7,,,H,N,Normal,60,50,65,60,45,80,50,65,60,45,95-97,50,0,3,8,69.1,288,266,70,46,9,3,12,35,35,17,3,49,3,4.54,.280,1.25,6.4,2.2,1.6,2.9,11.1,0,2,2,0,0,7,30,8,1023,67,80,4,3,97,4.44,100,0.2
133779,RP,MANNY MARTÍNEZ,,HOU,MLB,27,12,,,N,N,Outspoken,55,55,50,55,55,55,55,55,55,60,93-95,56,0,2,4,82.2,351,307,77,54,9,2,12,46,41,36,0,58,2,4.46,.269,1.37,6.3,3.9,1.3,1.6,6.3,1,5,4,0,0,10,44,12,1315,96,79,5,4,100,4.73,105,0.0
135598,RP,JERMAINE MAY,,SD,MLB,27,11,,,H,N,Fan Fav,50,50,45,65,45,55,50,45,65,45,93-95,29,1,1,0,59.2,284,251,77,46,10,0,21,49,45,30,0,42,1,6.79,.295,1.79,6.3,4.5,3.2,1.4,4.2,0,2,4,1,0,3,18,5,1083,43,89,5,2,65,7.59,173,-1.9
135153,RP,GEOFF MCALLISTER,,CHC,MLB,27,11,,,N,N,Normal,55,55,50,55,60,55,55,50,55,60,94-96,75,0,3,4,89.2,396,343,90,65,15,2,8,44,43,46,1,71,3,4.32,.307,1.52,7.1,4.6,0.8,1.5,6.3,1,3,6,0,0,7,40,12,1536,79,105,4,3,105,4.05,89,0.8
130077,RP,DARRYL MCBRIDE,,COL,MLB,24,4,,,H,N,Sparkplug,55,65,65,60,70,75,65,65,60,75,97-99,54,0,3,3,52.2,218,203,49,28,13,3,5,22,20,12,1,39,1,3.42,.275,1.16,6.7,2.1,0.9,3.2,12.4,1,1,1,1,0,4,29,2,800,52,62,2,0,140,3.30,68,1.2
120920,RP,CARL MCCARTHY,,DET,MLB,24,8,,,N,N,Normal,50,55,60,55,55,50,55,60,55,55,88-90,60,0,4,7,59.1,250,223,50,37,9,0,4,24,23,24,3,37,2,3.49,.251,1.25,5.6,3.6,0.6,1.5,5.2,0,1,1,1,0,5,15,6,947,70,64,5,1,131,3.66,80,1.2
125275,RP,JUAN MEDRANO,,BOS,MLB,24,8,,,N,N,Normal,60,55,55,55,60,60,55,55,55,60,95-97,26,9,4,3,69.0,300,256,59,41,10,0,8,33,28,39,0,44,2,3.65,.246,1.42,5.7,5.1,1.0,1.1,1.7,0,3,1,1,0,7,13,6,1171,64,90,7,2,125,4.88,107,0.4
133650,RP,JEFF MELTON,,ARI,MLB,28,12,,,N,N,Normal,50,50,55,50,50,50,50,60,50,50,92-94,46,0,2,3,74.2,328,300,86,52,14,0,20,50,44,23,2,56,1,5.30,.289,1.46,6.8,2.8,2.4,2.4,10.1,0,4,1,0,0,9,31,13,1146,68,88,3,1,85,5.73,126,-0.8
127055,RP,ALFONSO MELÉNDEZ,,SF,MLB,26,11,,,N,H,Normal,55,50,55,55,50,55,50,55,55,50,94-96,47,0,0,5,75.1,340,297,77,55,10,1,11,45,39,40,4,77,1,4.66,.313,1.55,9.2,4.8,1.3,1.9,10.9,0,2,6,1,0,4,35,15,1228,70,70,3,2,95,4.19,94,0.5
126685,RP,FRANK MILLER,,MIL,MLB,22,6,,,N,N,Selfish,70,50,55,55,45,70,50,55,55,45,96-98,34,0,3,6,55.0,241,216,56,35,10,1,10,34,31,23,0,51,2,5.07,.297,1.44,8.3,3.8,1.6,2.2,11.6,0,0,1,0,0,7,22,3,869,49,56,1,0,88,4.74,106,0.0
134217,RP,SHAWN MILLER,,TOR,MLB,28,12,,,N,N,Normal,55,50,70,55,45,55,50,75,55,45,92-94,7,3,1,0,12.0,51,46,11,8,1,0,2,8,8,4,1,10,1,6.00,.265,1.25,7.5,3.0,1.5,2.5,11.8,0,0,0,0,0,0,4,0,203,15,10,1,1,75,4.36,96,0.1
120512,RP,STEVE MILLER,,NYM,MLB,23,8,,,H,H,Sparkplug,55,55,45,50,60,55,55,45,50,60,94-96,3,0,0,0,8.0,33,29,5,4,1,0,0,1,0,4,0,8,0,0.00,.238,1.12,9.0,4.5,0.0,2.0,12.1,0,0,0,0,0,1,3,0,124,6,9,0,0,999,2.36,54,0.2
132605,RP,CHANCE MITCHELL,,ATL,MLB,29,13,,,N,N,Normal,50,50,60,55,45,55,50,60,55,45,94-96,2,0,0,0,2.2,14,12,4,3,0,0,1,2,2,1,0,3,1,6.75,.375,1.88,10.1,3.4,3.4,3.0,14.3,0,0,0,0,0,0,0,0,43,1,4,0,0,66,7.74,173,-0.1
130115,RP,DOUG MITCHELL,,MIL,MLB,24,6,,,N,N,Selfish,55,55,60,55,55,55,55,60,55,55,94-96,44,0,5,6,69.0,293,263,68,47,11,0,10,33,33,24,0,54,3,4.30,.287,1.33,7.0,3.1,1.3,2.2,10.2,0,3,2,1,0,6,28,8,1080,75,67,2,2,104,4.36,97,0.4
124132,RP,RAYMOND MITCHELL,,MIA,MLB,26,10,,,N,N,Normal,65,55,50,55,55,65,55,50,55,55,95-97,48,0,8,6,48.0,213,186,46,31,7,0,8,24,23,23,2,48,3,4.31,.292,1.44,9.0,4.3,1.5,2.1,11.7,1,0,2,0,0,2,16,6,791,49,43,2,1,104,4.53,100,0.2
127150,RP,JESÚS MNICA,,CLE,MLB,23,7,,,N,N,Normal,60,55,55,55,60,60,55,55,55,60,94-96,16,10,3,4,54.2,247,223,66,47,9,1,9,35,35,19,1,45,3,5.76,.335,1.55,7.4,3.1,1.5,2.4,10.5,1,1,6,0,0,4,4,1,921,59,54,6,0,76,4.51,102,0.6
125108,RP,BILL MOORE,,WAS,MLB,26,10,,,N,N,Normal,50,50,60,55,50,55,50,60,55,50,97-99,4,0,0,0,6.0,23,22,7,5,1,0,1,3,3,0,0,3,1,4.50,.333,1.17,4.5,0.0,1.5,0.0,13.0,0,0,1,0,0,3,3,1,80,8,4,1,0,103,4.53,97,0.0
133610,RP,KARL MOORE,,ATL,MLB,23,5,,,H,L,Normal,60,50,55,50,45,60,50,55,50,45,96-98,7,0,1,0,6.2,37,34,14,9,3,0,2,8,8,3,0,5,0,10.80,.444,2.55,6.8,4.0,2.7,1.7,5.4,0,0,0,0,0,0,2,1,137,8,7,1,0,41,6.61,147,-0.1
126856,RP,ADAM MORRISON,,MIL,MLB,23,7,,,N,N,Outspoken,75,55,50,55,55,80,55,50,55,55,99-101,55,0,5,8,82.2,332,289,57,40,9,1,7,25,23,35,0,78,3,2.50,.239,1.11,8.5,3.8,0.8,2.2,13.0,0,5,5,0,0,10,43,14,1292,69,86,3,2,178,3.46,77,1.5
129912,RP,WILLIAM MORRISON,,ATL,MLB,25,7,,,H,L,Normal,50,50,60,50,45,55,50,60,50,45,94-96,22,0,2,0,40.2,180,167,53,32,13,0,8,23,23,11,0,34,0,5.09,.354,1.57,7.5,2.4,1.8,3.1,12.8,0,2,2,0,0,5,10,6,651,28,54,2,1,88,4.56,102,0.1
135227,RP,PAUL MYERS,,HOU,MLB,26,11,,,H,N,Fan Fav,60,50,50,50,50,60,50,50,50,50,94-96,51,0,6,4,83.0,348,308,65,50,7,0,8,28,27,37,0,68,3,2.93,.246,1.23,7.4,4.0,0.9,1.8,8.9,0,0,8,1,0,5,25,7,1390,77,94,12,3,153,3.92,87,0.9
126621,RP,VINCENTE MÉNDEZ,,NYM,MLB,22,7,,,N,N,Outspoken,45,60,60,55,65,45,60,60,55,65,95-97,28,0,1,1,61.1,237,214,40,23,11,0,6,17,17,18,0,38,4,2.49,.199,0.95,5.6,2.6,0.9,2.1,8.4,0,1,1,0,0,8,22,4,855,67,70,3,0,173,3.97,92,0.5
124609,RP,SEMI NIKOLIC,,MIA,MLB,26,10,,,L,N,Normal,55,60,45,55,65,55,60,45,55,65,95-97,40,0,1,5,70.0,315,271,72,50,15,2,5,41,37,39,1,43,5,4.76,.300,1.59,5.5,5.0,0.6,1.1,1.3,0,0,4,1,0,11,22,8,1186,87,63,9,2,94,4.41,98,0.3
135779,RP,HISASHI NISHIYAMA,,CHW,MLB,26,10,,,N,N,Normal,60,50,55,55,50,60,50,55,55,50,94-96,15,0,1,1,28.2,121,99,18,7,6,0,5,12,12,19,3,23,2,3.77,.181,1.29,7.2,6.0,1.6,1.2,3.3,0,1,0,0,0,3,10,3,459,26,33,1,0,120,5.41,120,-0.2
125721,RP,JERRY O'DONLEVY,,CLE,MLB,26,9,,,H,N,Normal,65,55,45,55,50,65,55,45,55,50,96-98,46,0,2,4,64.0,273,232,51,29,13,1,8,26,24,38,0,57,0,3.38,.254,1.39,8.0,5.3,1.1,1.5,7.0,0,2,4,0,1,5,33,4,1064,46,79,10,3,130,4.49,102,0.1
123649,RP,DAN O'SLATTERY,,LAD,MLB,25,10,,,N,N,Normal,55,55,50,55,50,60,55,50,55,55,95-97,3,0,2,0,8.1,35,29,5,3,2,0,0,5,5,5,0,12,0,5.40,.278,1.20,13.0,5.4,0.0,2.4,20.0,0,1,3,0,0,0,4,1,145,5,8,1,0,83,1.78,40,0.4
127596,RP,JASON OLSON,,MON,MLB,22,6,,,N,N,Normal,75,65,50,55,75,75,65,50,55,75,97-99,36,0,2,3,33.2,151,131,34,21,7,3,3,22,22,18,2,31,2,5.88,.320,1.54,8.3,4.8,0.8,1.7,8.6,0,0,1,0,0,3,11,2,542,32,33,1,1,76,3.79,84,0.6
128458,RP,GREG OSBORNE,,LAA,MLB,26,7,,,N,N,Normal,75,50,55,60,45,80,50,55,60,50,95-97,49,0,5,3,60.2,284,243,71,43,13,2,13,47,45,37,5,61,4,6.68,.343,1.78,9.0,5.5,1.9,1.6,8.5,0,0,6,1,0,8,39,11,1092,46,63,0,2,69,5.42,118,-0.4
125077,RP,JUSTIN OSBORNE,,PHI,MLB,26,10,,,L,L,Unmotivated,55,55,50,55,55,60,55,50,55,60,94-96,3,0,0,1,6.2,28,28,7,5,1,1,0,3,2,0,0,5,0,2.70,.304,1.05,6.8,0.0,0.0,0.0,17.9,0,0,1,0,0,0,1,0,129,6,9,1,0,168,1.36,30,0.3
121220,RP,CHRIS OWENS,,VAN,MLB,24,9,,,N,N,Selfish,55,50,50,55,50,60,50,50,55,50,94-96,2,0,0,0,0.1,2,2,1,1,0,0,0,0,0,0,0,0,0,0.00,.500,3.00,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,1,6,0,1,0,0,999,3.20,80,0.0
133196,RP,TAE-KYUN PAK,,LAD,MLB,29,13,,,N,N,Normal,50,65,55,60,70,60,70,55,60,75,93-95,57,0,6,4,72.1,310,280,69,41,14,2,12,41,39,27,5,59,2,4.85,.273,1.33,7.3,3.4,1.5,2.2,10.3,1,0,6,0,0,4,42,10,1072,76,74,2,1,92,4.39,98,0.4
135033,RP,THURMAN PARK,,NYM,MLB,23,2,,,H,H,Normal,65,55,60,55,55,65,55,60,55,55,97-99,13,0,1,2,16.1,74,66,16,11,3,0,2,9,3,7,0,14,1,1.65,.280,1.41,7.7,3.9,1.1,2.0,9.5,0,0,0,1,0,1,4,0,284,14,20,2,0,260,4.21,97,0.1
135294,RP,DAVID PARKER,,TOR,MLB,27,11,,,N,H,Selfish,65,55,45,55,55,70,55,45,55,55,94-96,75,45,4,6,105.0,453,399,93,66,14,0,13,56,53,50,0,94,3,4.54,.273,1.36,8.1,4.3,1.1,1.9,9.7,0,1,4,0,0,9,22,5,1811,89,120,7,2,99,4.20,93,1.6
135169,RP,ROB PARKER,,ATL,MLB,26,11,,,H,H,Normal,75,55,45,55,55,80,55,45,55,55,95-97,43,0,5,5,61.1,288,244,65,42,11,1,11,37,34,38,0,69,3,4.99,.325,1.68,10.1,5.6,1.6,1.8,10.8,0,2,1,0,1,4,23,13,1114,62,45,3,1,90,4.95,110,-0.2
127435,RP,ROY PARKER,,LAA,MLB,26,8,,,H,L,Normal,60,50,55,55,45,60,50,55,55,45,94-96,28,1,3,4,67.2,290,247,56,32,17,0,7,39,37,29,1,52,5,4.92,.251,1.26,6.9,3.9,0.9,1.8,7.9,2,7,4,0,0,3,19,9,1042,56,90,6,2,93,4.14,90,0.6
132457,RP,JOE PATTERSON,,MIA,MLB,30,13,,,H,H,Normal,55,55,50,50,55,55,55,50,50,55,92-94,44,10,5,8,112.2,495,443,125,82,24,2,17,61,59,45,0,87,4,4.71,.317,1.51,6.9,3.6,1.4,1.9,8.5,1,2,5,0,0,12,21,6,1826,126,104,8,5,95,4.59,102,0.8
134027,RP,HÉCTOR PEREIRA,,CHC,MLB,24,9,,,H,N,Sparkplug,55,50,60,55,50,55,50,60,55,50,95-97,42,7,4,4,115.0,490,443,122,71,30,3,18,65,63,35,1,73,7,4.93,.291,1.37,5.7,2.7,1.4,2.1,7.8,0,5,4,1,0,18,30,11,1720,127,124,10,1,92,4.70,103,0.6
129270,RP,LORENZ PFEIFFER,,LAA,MLB,22,5,,,N,N,Normal,55,50,45,55,50,55,50,45,55,50,96-98,16,0,0,0,38.2,182,157,43,29,7,0,7,35,32,19,0,28,3,7.45,.288,1.60,6.5,4.4,1.6,1.5,4.9,0,3,1,0,0,1,16,10,624,37,48,2,1,61,5.48,119,-0.3
129859,RP,CURT PHELPS,,TBA,MLB,35,15,,,L,N,Selfish,50,40,55,50,35,50,40,55,50,35,92-94,5,0,0,0,9.2,40,38,10,6,4,0,0,3,3,2,0,8,0,2.79,.333,1.24,7.4,1.9,0.0,4.0,15.0,0,0,0,0,0,1,3,0,141,11,9,0,0,158,1.83,41,0.3
129630,RP,JOHN PHILLIPS,,COL,MLB,35,15,,,N,L,Outspoken,55,65,55,60,65,55,65,55,60,65,92-94,51,0,5,6,72.2,323,268,62,43,11,1,7,34,26,45,4,54,4,3.22,.259,1.47,6.7,5.6,0.9,1.2,2.8,1,5,3,0,0,8,29,7,1253,79,73,4,0,148,4.49,93,0.6
126107,RP,TONY PICH,,PHI,MLB,22,6,,,N,N,Fan Fav,65,60,55,60,65,80,60,55,60,65,96-98,10,0,2,0,11.1,47,43,10,8,2,0,0,6,5,3,0,8,1,3.97,.286,1.15,6.4,2.4,0.0,2.7,10.6,0,0,1,0,0,2,4,0,172,15,9,2,0,114,2.51,55,0.4
126674,RP,BOBBY PINCHES,,BOS,MLB,25,9,,,N,N,Normal,60,55,50,55,55,60,55,50,55,55,97-99,10,2,0,1,16.1,79,67,22,14,5,0,3,10,8,9,0,8,2,4.41,.333,1.90,4.4,5.0,1.7,0.9,-1.3,0,1,0,0,0,3,9,6,289,16,21,0,0,103,6.29,138,-0.2
128870,RP,DAVE POPE,,BOS,MLB,26,7,,,N,N,Normal,70,55,55,55,60,80,60,55,55,60,93-95,57,0,8,6,72.1,304,275,65,43,16,0,6,29,29,22,1,65,3,3.61,.286,1.20,8.1,2.7,0.7,3.0,14.1,2,2,3,0,0,5,46,17,1161,73,73,0,2,126,3.14,68,1.8
120414,RP,ROYCE PURDY,,STL,MLB,23,8,,,L,L,Unmotivated,50,55,60,55,55,50,55,60,55,55,95-97,14,0,1,1,23.0,109,102,37,29,4,1,3,20,19,5,2,20,0,7.43,.420,1.83,7.8,2.0,1.2,4.0,13.8,0,2,0,0,0,1,9,5,377,21,26,0,0,60,3.21,72,0.4
123046,RP,TOM RAINEY,,WAS,MLB,25,10,,,N,L,Outspoken,60,50,45,55,50,60,50,45,55,50,95-97,31,0,0,1,49.0,216,184,39,23,9,2,5,21,21,31,0,41,1,3.86,.246,1.43,7.5,5.7,0.9,1.3,4.6,0,0,6,1,0,3,19,11,811,45,57,0,0,120,4.48,96,0.3
125420,RP,ANTÓNIO RAMOS,,ARI,MLB,21,6,,,N,N,Normal,80,45,50,50,45,80,45,50,50,45,99-101,20,0,3,1,19.0,90,76,20,11,6,0,3,9,9,12,2,23,1,4.26,.333,1.68,10.9,5.7,1.4,1.9,12.2,0,1,2,0,0,0,15,5,325,14,20,1,0,106,4.23,93,0.2
137263,RP,LUIS RAMÍREZ,,PIT,MLB,31,15,,,N,N,Normal,60,55,60,55,55,60,55,60,55,55,97-99,63,0,6,5,95.2,425,381,101,66,15,1,19,60,53,41,2,89,0,4.99,.297,1.48,8.4,3.9,1.8,2.2,11.3,0,3,4,0,0,7,44,15,1548,99,90,11,0,92,4.81,104,0.1
132143,RP,ÁNGEL RAMÍREZ,,MIN,MLB,25,8,,,N,N,Humble,65,45,45,55,40,70,45,45,55,40,95-97,83,0,2,1,138.0,624,535,145,82,25,1,37,104,102,74,0,117,8,6.65,.278,1.59,7.6,4.8,2.4,1.6,6.9,0,7,9,0,0,12,62,30,2356,131,144,6,4,68,6.44,141,-2.5
129938,RP,BRENDAN RANKIN,,SEA,MLB,24,7,,,H,N,Fan Fav,80,55,50,60,55,80,55,50,60,55,96-98,45,0,4,6,48.2,204,178,38,24,10,1,3,22,20,22,3,58,3,3.70,.299,1.23,10.7,4.1,0.6,2.6,17.6,1,0,3,0,0,3,31,8,799,41,39,2,2,120,2.64,59,1.6
135584,RP,BOB RAY,,MIA,MLB,27,11,,,N,N,Normal,50,50,50,50,45,50,50,50,50,45,94-96,40,0,0,3,70.2,340,297,98,62,21,0,15,61,59,37,0,56,1,7.51,.359,1.91,7.1,4.7,1.9,1.5,5.6,0,5,4,1,0,8,35,21,1239,72,72,7,1,60,5.65,125,-0.7
135389,RP,HARLEY RAYNOR,,KC,MLB,26,11,,,N,N,Normal,60,45,60,55,40,65,45,60,55,40,95-97,47,0,5,3,95.2,417,376,104,71,13,1,19,58,57,34,0,77,3,5.36,.300,1.44,7.2,3.2,1.8,2.3,10.3,0,3,5,0,1,10,36,13,1547,106,90,6,0,85,5.00,110,-0.2
121403,RP,WAR REYES,,MIL,MLB,25,9,,,N,N,Prankster,45,55,50,55,55,55,55,50,55,60,93-95,4,0,0,0,11.1,40,37,5,4,0,0,1,2,2,3,0,8,0,1.59,.143,0.71,6.4,2.4,0.8,2.7,12.5,0,0,2,0,0,1,3,0,140,11,13,3,1,281,3.39,75,0.2
136553,RP,TAKEHIDE RIN,,OAK,MLB,22,6,,,H,N,Normal,60,50,60,55,45,60,50,60,55,45,95-97,17,0,1,0,27.1,122,111,31,24,2,0,5,14,14,7,0,20,2,4.61,.295,1.39,6.6,2.3,1.6,2.9,10.7,0,2,1,0,0,1,13,4,425,19,42,1,0,97,4.77,106,-0.0
134834,RP,CLIFTON ROBERTS,,TBA,MLB,31,11,,,N,N,Outspoken,45,60,65,55,60,45,60,65,55,60,92-94,50,0,6,3,80.0,338,305,82,48,21,2,11,33,32,28,5,45,2,3.60,.283,1.38,5.1,3.1,1.2,1.6,5.0,1,2,3,0,0,9,40,17,1209,93,87,4,2,122,4.46,101,0.2
124113,RP,BRIAN ROBERTSON,,COL,MLB,35,20,,,L,N,Normal,55,60,60,55,60,55,60,60,55,60,93-95,56,0,7,4,110.2,458,421,104,65,19,4,16,55,52,32,1,74,1,4.23,.263,1.23,6.0,2.6,1.3,2.3,9.2,0,4,3,1,0,6,31,10,1634,138,106,7,1,113,4.27,89,1.0
125126,RP,ELIJAH ROBERTSON,,PHI,MLB,24,8,,,L,N,Disruptive,70,55,50,55,55,75,55,50,55,55,99-101,54,0,6,3,56.0,226,199,33,24,4,0,5,11,11,27,0,60,0,1.77,.209,1.07,9.6,4.3,0.8,2.2,14.6,0,0,4,0,0,2,18,5,878,47,57,4,0,257,3.33,73,1.4
124466,RP,DAN ROBINSON,,KC,MLB,25,9,,,H,N,Normal,65,60,30,55,60,75,60,35,55,60,96-98,49,0,4,2,89.1,410,333,71,52,11,0,8,54,46,74,1,72,0,4.63,.246,1.62,7.3,7.5,0.8,1.0,-0.5,0,3,3,1,0,3,38,9,1588,100,86,12,1,98,4.87,107,-0.0
134962,RP,ERNESTO RODRÍGUEZ,,DET,MLB,27,11,,,N,N,Normal,45,55,50,55,60,50,55,50,55,60,91-93,59,0,6,2,77.0,329,297,74,49,18,2,5,33,29,27,2,57,2,3.39,.290,1.31,6.7,3.2,0.6,2.1,9.1,0,3,2,2,0,7,42,12,1142,80,85,2,2,134,3.28,71,1.4
136840,RP,FERNANDO RODRÍGUEZ,,WAS,MLB,33,17,,,H,H,Normal,65,55,50,55,55,65,55,50,55,55,96-98,41,0,5,3,67.1,292,253,56,37,11,0,8,33,32,36,1,61,1,4.28,.258,1.37,8.2,4.8,1.1,1.7,8.6,0,2,1,1,0,2,24,9,1162,68,68,3,1,109,4.20,90,0.6
135361,RP,JUAN RODRÍGUEZ,,NYM,MLB,24,8,,,N,H,Normal,50,55,60,55,60,50,55,60,55,60,91-93,12,0,1,0,32.0,135,120,30,20,6,0,4,16,13,12,0,18,1,3.66,.263,1.31,5.1,3.4,1.1,1.5,4.4,1,1,0,0,0,5,8,1,504,35,36,1,1,118,4.58,106,-0.0
131057,RP,JOSUÉ ROMÁN,,COL,MLB,34,14,,,N,H,Normal,50,60,60,55,65,50,60,60,55,65,94-96,56,0,6,1,93.2,392,357,89,56,23,0,10,44,42,28,0,75,4,4.04,.287,1.25,7.2,2.7,1.0,2.7,12.0,0,3,3,1,0,10,39,18,1477,108,86,8,0,118,3.68,76,1.5
135140,RP,FRANCIS ROOP,,LAD,MLB,26,11,,,H,N,Fan Fav,55,50,65,55,45,55,50,70,55,50,95-97,37,0,1,3,58.0,235,222,57,41,6,0,10,26,20,9,0,36,2,3.10,.264,1.14,5.6,1.4,1.6,4.0,11.5,0,2,0,0,0,5,19,4,840,61,68,4,3,144,4.43,99,0.2
127858,RP,CISCO ROSA,,KC,MLB,26,6,,,N,L,Normal,60,50,55,55,50,65,50,55,55,50,99-101,46,0,3,3,66.2,284,259,63,38,10,0,15,39,37,22,0,54,2,4.99,.251,1.27,7.3,3.0,2.0,2.5,11.3,0,1,1,0,0,4,33,14,1055,69,72,5,0,91,5.25,115,-0.3
133221,RP,PEDRO RÍOS,,STL,MLB,25,8,,,N,N,Normal,55,60,65,60,60,60,60,65,60,60,96-98,48,0,9,2,84.2,385,349,102,71,21,0,10,47,41,30,0,71,1,4.36,.338,1.56,7.5,3.2,1.1,2.4,10.6,1,4,4,1,0,5,36,19,1475,72,103,13,1,102,3.82,86,1.0
134733,RP,STEPHEN SANDERS,,OAK,MLB,30,11,,,H,N,Normal,55,60,45,60,60,55,60,45,60,60,94-96,38,0,3,3,57.2,279,228,62,34,17,0,11,50,44,42,5,42,2,6.87,.282,1.80,6.6,6.6,1.7,1.0,0.0,1,6,3,1,0,3,23,5,1042,70,56,9,0,65,5.92,132,-0.8
121132,RP,NORBERTO SANDOVAL,,SEA,MLB,23,9,,,N,N,Normal,65,50,50,55,50,65,50,50,55,50,96-98,43,24,0,6,69.0,290,254,52,29,7,1,15,43,42,34,0,54,1,5.48,.199,1.25,7.0,4.4,2.0,1.6,6.9,0,1,2,0,0,5,13,2,1123,63,85,3,0,81,5.65,127,-0.2
