ID,First Name,Last Name,Mor,ORG,Lev,Age,EXP,OVR,POT,AD,WE,INT,CON,BABIP,GAP,POW,EYE,K's,HT P,CON P,GAP P,POW P,EYE P,K P,SPE,RUN,G,GS,PA,AB,H,1B,2B,3B,HR,RBI,R,BB,BB%,IBB,HP,SH,SF,CI,SO,SO%,GIDP,AVG,OBP,SLG,OPS+,BABIP,wRC+,WAR,PI/PA,SB,CS,BatR,UBR,BsR,ZR,EFF
133001,ÁLEX,VARGAS,,PHI,MLB,23,7,,,N,N,N,55,60,60,60,50,50,60,55,60,60,50,50,9,10,150,149,619,553,134,86,21,3,24,77,72,61,9.9,0,2,0,3,0,133,21.5,8,.242,.318,.421,97,.276,99,1.7,3.83,8,1,-0.3,0.6,0.6,0.2,1.017
127214,EDWARD,WALTON,,NYM,MLB,25,6,,,N,N,N,45,50,50,55,70,45,50,45,50,60,75,45,5,1,147,145,571,480,106,64,14,2,26,76,63,85,14.9,2,6,0,0,0,131,22.9,11,.221,.345,.421,117,.248,114,3.4,4.13,0,0,10.1,-1.7,-1.7,8.3,1.036
128610,JACOB,WASHINGTON,,CHW,MLB,23,7,,,N,N,H,65,60,45,60,50,65,60,65,45,60,55,65,7,5,133,121,539,483,136,90,21,1,24,67,73,50,9.3,0,2,0,4,0,77,14.3,11,.282,.349,.478,121,.290,123,1.7,3.70,1,0,15.6,-0.3,-1.3,-16.8,.877
129654,JOE,WILSON,,MIL,MLB,25,7,,,N,N,N,50,50,40,60,45,55,50,55,40,60,45,55,1,7,11,10,40,37,6,3,0,0,3,7,7,3,7.5,0,0,0,0,0,8,20.0,0,.162,.225,.405,67,.115,65,-0.1,3.62,0,0,-1.7,0.7,0.7,0.0,.000
117403,DON,WOOTEN,,COL,MLB,31,16,,,N,L,N,60,60,55,60,50,55,60,60,55,60,50,55,4,6,150,143,630,570,184,105,29,2,48,131,115,57,9.0,1,1,0,2,0,104,16.5,9,.323,.384,.633,152,.324,164,6.8,3.76,5,1,50.2,-0.9,-1.7,-2.7,1.003
124649,ELLIS,ALEXANDER,,TBA,MLB,21,6,,,N,H,N,55,45,50,50,50,60,45,55,50,55,50,65,5,10,66,65,252,231,55,39,13,0,3,23,37,19,7.5,0,1,0,1,0,45,17.9,4,.238,.298,.333,75,.283,74,-0.0,3.84,9,4,-7.8,1.4,1.0,-4.9,.965
136017,JORGE,AVELLANDEDA,,NYM,MLB,29,12,,,N,N,N,40,50,75,65,55,30,60,45,75,65,65,35,8,6,146,146,549,471,82,40,16,0,26,64,55,59,10.7,2,13,0,6,0,202,36.8,7,.174,.281,.374,85,.225,80,2.1,4.16,0,1,-13.4,0.6,-0.9,10.5,1.053
122219,MIGUEL,BARBOSA,,LAD,MLB,26,10,,,N,N,H,55,55,65,40,45,50,55,55,65,40,50,50,5,7,26,19,80,73,20,16,4,0,0,3,9,5,6.2,0,1,0,1,0,14,17.5,1,.274,.325,.329,81,.333,81,-0.1,3.51,0,0,-1.8,-0.5,-0.5,-2.0,.965
128416,MIKE,BOLDEN,,PHI,MLB,22,6,,,N,N,N,50,55,60,45,45,45,55,50,60,45,45,45,9,10,143,137,501,469,99,66,20,2,11,40,51,29,5.8,0,1,8,2,0,115,23.0,5,.211,.257,.333,57,.255,56,1.0,3.73,15,6,-26.8,0.3,-0.1,13.9,1.078
124390,GEORGE,BOLTON,,LAD,MLB,28,8,,,N,N,N,50,50,65,45,40,55,50,50,65,45,45,55,3,3,63,60,223,213,51,38,12,0,1,16,19,8,3.6,0,1,0,1,0,41,18.4,7,.239,.269,.310,59,.291,56,-0.5,3.39,0,1,-12.0,0.1,-0.8,-1.7,.975
133163,BRYAN,BROWN,,CHW,MLB,23,5,,,H,H,H,65,65,70,45,45,60,65,65,75,45,45,60,10,9,135,124,521,492,139,95,28,8,8,53,60,21,4.0,0,5,3,3,0,75,14.4,9,.283,.317,.421,98,.318,98,3.4,3.64,35,8,-1.3,3.6,6.7,6.2,1.026
133416,DAVE,BROWN,,HOU,MLB,25,5,,,H,N,H,45,55,45,50,40,40,55,45,50,50,40,40,2,1,124,98,364,345,77,49,15,0,13,39,25,12,3.3,0,3,1,4,0,109,29.9,13,.223,.253,.380,70,.282,66,0.7,3.57,0,0,-15.0,-4.2,-4.2,9.0,1.064
128070,JOSÉ,BROWN,,NYY,MLB,27,10,,,L,H,L,55,60,65,35,40,50,65,60,65,35,45,50,6,9,41,34,122,119,27,18,7,2,0,4,11,2,1.6,0,1,1,0,0,19,15.6,1,.227,.246,.319,53,.270,48,-0.6,3.13,1,2,-7.7,-0.5,-1.5,-2.2,.943
132910,MICHAEL,COBB,,KC,MLB,29,13,,,N,N,N,50,45,45,40,50,60,45,55,50,40,55,60,5,8,136,133,503,448,81,60,17,1,3,34,39,46,9.1,0,6,2,3,0,64,12.7,12,.181,.264,.243,38,.203,41,-1.4,3.62,10,3,-36.6,-1.5,-1.6,0.9,1.016
135308,SCOTTY,COLE,,CLE,MLB,26,11,,,L,H,N,50,45,50,30,30,65,45,55,55,30,35,65,6,9,118,105,357,349,67,52,11,1,3,28,31,3,0.8,0,1,5,4,0,40,11.2,7,.192,.199,.255,25,.206,17,-1.5,3.19,6,7,-36.2,1.9,-0.7,5.2,1.065
129522,JONATHAN,COLORADO,,OAK,MLB,24,7,,,N,N,N,65,55,50,65,50,70,55,65,50,65,50,70,5,4,146,146,658,604,186,110,31,2,43,129,91,34,5.2,1,11,0,9,0,71,10.8,11,.308,.351,.579,149,.287,147,6.5,3.53,5,1,38.2,-1.0,-1.7,0.9,1.011
125001,PATRICK,CONRAD,,LAA,MLB,39,19,,,N,N,N,55,50,50,45,45,60,50,55,50,45,45,60,6,7,135,131,473,435,101,69,20,2,10,47,42,34,7.2,0,1,15,3,0,86,18.2,5,.232,.288,.356,71,.266,72,-0.6,3.66,17,7,-16.2,-1.0,-1.4,-10.0,.958
133648,REYNALDO,CORDERO,,SF,MLB,24,8,,,N,N,L,50,40,50,35,65,70,40,50,50,35,65,75,5,8,1,,1,0,0,0,0,0,0,0,0,1,100.0,0,0,0,0,0,0,0.0,0,.000,1.000,.000,211,.000,360,0.0,4.00,0,0,0.3,0.0,0.0,0.0,.000
126415,CHAD,COX,,CHW,MLB,23,7,,,N,N,N,55,55,50,55,50,55,65,65,50,55,50,60,5,9,99,81,317,300,80,54,17,0,9,31,46,13,4.1,0,3,0,1,0,57,18.0,7,.267,.303,.413,92,.302,92,0.4,3.64,3,1,-3.0,-1.7,-2.1,-3.4,.958
132540,VICTOR,CRAWFORD,,STL,MLB,29,13,,,H,L,N,50,45,45,60,55,55,45,50,45,60,55,55,2,2,80,67,288,263,70,54,6,0,10,33,26,24,8.3,2,0,1,1,0,41,14.2,8,.266,.326,.403,101,.282,97,0.2,3.76,0,0,-0.9,-2.7,-2.7,-6.6,.946
127389,FRED,CRUZ,,NYY,MLB,27,7,,,N,N,N,55,60,45,55,50,50,65,55,50,55,50,50,6,9,113,112,462,417,122,78,17,3,24,78,64,38,8.2,0,1,0,6,1,86,18.6,8,.293,.348,.520,133,.313,132,3.0,3.72,24,9,18.6,-0.5,-0.4,-5.4,.968
134563,MIGUEL,CRUZ,,ARI,MLB,28,11,,,L,N,N,60,55,45,40,40,60,55,60,45,40,40,60,1,4,149,145,534,515,124,91,22,0,11,41,59,16,3.0,0,2,6,1,0,76,14.2,16,.241,.266,.348,64,.263,62,-1.0,3.27,2,0,-24.6,-2.8,-3.3,-6.2,.966
135912,ARTUR,DONAS,,DET,MLB,24,8,,,L,L,N,50,50,40,25,50,55,50,55,45,25,55,60,5,9,147,146,528,474,98,83,13,2,0,22,48,45,8.5,0,7,4,2,0,97,18.4,9,.207,.284,.243,44,.259,47,-0.1,3.74,0,0,-34.3,2.3,2.3,6.7,1.023
129331,TOMMY,DUNCAN,,MIL,MLB,24,7,,,N,H,N,50,55,55,55,50,50,55,55,55,60,50,50,5,8,109,108,428,392,105,71,19,1,14,54,54,33,7.7,2,2,0,1,0,80,18.7,6,.268,.327,.429,105,.304,103,2.9,3.70,3,4,1.9,-2.5,-4.7,13.3,1.097
129865,AUGUSTO,DURÁN,,MIA,MLB,27,6,,,H,H,N,50,45,55,45,50,50,45,50,55,45,50,50,8,7,45,26,113,99,18,14,4,0,0,5,9,11,9.7,1,3,0,0,0,20,17.7,1,.182,.283,.222,41,.228,41,-0.4,3.72,1,1,-8.1,1.0,0.5,-1.2,.951
128605,TYNAN,FOX,,TOR,MLB,26,7,,,N,N,N,55,55,50,45,45,50,60,60,50,45,45,55,6,6,73,69,253,232,42,35,4,1,2,13,29,21,8.3,1,0,2,0,0,43,17.0,4,.181,.249,.233,32,.214,31,-0.9,3.72,2,1,-21.5,0.6,0.1,2.1,1.030
130717,MAURO,GARZA,,BOS,MLB,23,7,,,N,N,N,40,45,55,45,35,45,45,45,60,45,35,45,9,10,121,116,369,356,56,41,10,0,5,27,32,7,1.9,0,1,7,5,0,115,31.2,2,.157,.173,.228,7,.212,0,-1.3,3.59,28,3,-45.8,0.7,5.3,10.1,1.077
135832,JORGE,GONZÁLEZ,,MIN,MLB,26,9,,,H,N,N,60,60,65,45,55,55,65,65,65,45,55,60,5,8,142,133,586,521,124,78,33,5,8,53,65,61,10.4,0,2,0,2,0,122,20.8,9,.238,.319,.367,85,.295,87,-0.1,3.83,0,1,-8.9,-0.9,-2.6,-15.4,.941
130046,ALEX,GOOD,,KC,MLB,27,7,,,N,N,N,50,45,40,45,45,60,50,55,40,45,50,60,1,3,79,52,230,211,51,39,9,0,3,21,27,15,6.5,0,1,0,3,0,25,10.9,4,.242,.291,.327,66,.258,67,-0.8,3.36,2,0,-9.3,-0.7,-0.7,-8.0,.887
125983,TED,GORZELANNY,,PIT,MLB,23,7,,,N,N,L,55,55,50,50,45,55,55,55,50,50,45,55,8,8,93,88,333,310,80,56,14,1,9,31,40,16,4.8,0,6,3,1,0,47,14.1,7,.258,.306,.397,86,.278,88,0.2,3.41,1,5,-4.7,1.4,-1.6,-5.7,.939
128697,TONY,GÁLVEZ,,LAA,MLB,22,6,,,H,N,N,45,45,55,35,35,45,50,50,55,35,35,45,10,10,17,15,48,47,8,7,0,0,1,3,6,0,0.0,0,1,1,0,0,12,25.0,0,.170,.188,.234,12,.206,6,-0.2,3.62,6,0,-5.5,-0.0,1.3,-0.1,1.054
130084,DAVID,HAMILTON,,MIN,MLB,23,6,,,L,N,H,60,55,45,50,50,60,55,60,45,50,50,60,3,8,57,50,191,168,44,32,11,0,1,23,18,20,10.5,2,2,0,1,0,26,13.6,7,.262,.346,.345,88,.303,87,0.6,3.63,0,0,-2.9,0.0,0.0,0.8,1.026
131390,MELVIN,HARVEY,,CLE,MLB,24,4,,,N,N,H,45,50,55,55,60,45,55,50,55,60,60,45,6,4,58,54,216,192,32,20,5,1,6,19,19,20,9.3,0,1,1,3,0,50,23.1,4,.167,.245,.297,50,.187,48,-1.5,3.91,1,3,-13.7,-1.2,-2.9,-8.1,.917
129079,WARD,HOLMES,,MIA,MLB,33,17,,,N,H,H,50,45,55,45,55,50,45,50,55,45,55,50,3,1,131,127,486,436,96,66,18,1,11,45,42,41,8.4,0,5,0,4,0,87,17.9,10,.220,.292,.342,72,.249,73,-1.6,3.75,1,5,-16.0,-2.2,-5.5,-16.2,.913
129923,KEVIN,HOOPER,,SEA,MLB,23,6,,,N,H,L,55,55,55,55,45,50,55,55,55,55,45,50,4,2,81,70,279,265,71,41,12,2,16,45,35,8,2.9,2,2,0,4,0,50,17.9,8,.268,.290,.509,114,.271,107,1.6,3.41,0,0,2.5,0.1,0.1,2.0,1.011
134311,JERRY,HOWELL,,TOR,MLB,25,4,,,N,N,N,60,60,50,50,45,50,65,60,50,50,45,50,4,3,15,15,57,55,18,10,3,1,4,9,8,2,3.5,0,0,1,0,0,13,22.8,0,.327,.351,.636,160,.368,162,0.7,3.67,0,0,4.4,-0.1,-0.1,0.3,1.017
121341,WADE,HUEBNER,,TBA,MLB,25,9,,,N,N,H,65,50,70,30,40,75,55,65,70,30,40,75,9,10,66,54,212,203,51,36,13,0,2,23,24,6,2.8,0,2,6,1,1,19,9.0,0,.251,.278,.345,72,.268,68,1.0,3.16,21,2,-8.1,0.8,4.3,3.9,1.018
128878,DAMON,JOHNSON,,OAK,MLB,22,6,,,N,L,N,60,60,60,55,55,60,60,60,60,55,55,60,4,3,21,21,89,82,30,18,8,0,4,12,14,7,7.9,0,0,0,0,0,17,19.1,0,.366,.416,.610,176,.426,178,1.2,3.75,3,1,8.6,0.4,0.4,0.1,1.011
135915,JI-HAENG,KANG,,CHC,MLB,30,13,,,H,N,N,45,45,45,50,50,45,45,45,45,50,50,45,3,8,72,32,140,132,28,19,3,0,6,18,18,8,5.7,0,0,0,0,0,29,20.7,2,.212,.257,.371,67,.227,66,-0.0,3.85,4,1,-5.8,-1.6,-1.4,0.9,1.015
133312,RAYMOND,KLEIN,,SEA,MLB,22,4,,,N,N,L,60,60,50,50,45,60,60,60,50,50,45,60,9,10,130,126,514,479,129,94,26,2,7,43,48,29,5.6,1,1,0,5,0,65,12.6,14,.269,.309,.376,88,.296,85,1.8,3.36,6,3,-9.2,1.8,0.5,4.4,1.038
127604,WILBERT,LEYLAN,,STL,MLB,23,7,,,N,H,N,45,45,55,50,55,50,50,50,55,50,65,50,8,8,131,125,482,415,84,59,16,2,7,36,54,62,12.9,0,1,1,4,0,88,18.3,5,.202,.305,.301,69,.238,71,1.2,3.90,11,1,-16.8,1.9,2.9,4.3,1.016
124761,BRIAN,MCKNIGHT,,ATL,MLB,22,6,,,N,H,N,50,50,55,50,50,50,55,55,55,55,50,50,5,6,98,49,210,189,45,35,4,2,4,26,18,14,6.7,2,2,0,5,0,50,23.8,4,.238,.290,.344,73,.293,66,0.4,3.74,0,0,-8.6,-0.6,-0.6,5.4,1.024
127979,TOM,MILLER,,SF,MLB,23,6,,,N,N,N,45,50,60,60,50,45,50,45,60,60,50,45,6,9,150,146,597,536,120,58,27,3,32,95,79,53,8.9,2,5,2,3,0,160,26.8,5,.224,.298,.465,107,.254,103,3.7,4.00,6,5,2.4,4.0,1.9,7.8,1.040
122676,WILLIAM,MÁRQUEZ,,COL,MLB,36,21,,,N,N,H,50,50,50,45,40,50,50,50,50,45,40,50,6,5,32,21,84,79,15,12,2,0,1,8,6,4,4.8,0,0,0,1,0,28,33.3,2,.190,.226,.253,22,.275,20,-0.6,3.71,2,3,-8.2,0.4,-0.8,-0.0,.987
135581,GLENN,NICHOLS,,TBA,MLB,26,11,,,N,H,H,50,60,50,55,60,45,60,50,50,55,70,45,1,1,55,49,194,169,31,22,4,0,5,21,20,23,11.9,0,1,0,1,0,54,27.8,6,.183,.284,.296,62,.234,63,-0.2,4.06,0,0,-8.7,0.9,0.9,-1.2,.963
129200,ANDRÉS,ORTÍZ,,STL,MLB,28,7,,,N,N,N,50,40,50,50,50,60,45,50,50,50,55,60,3,9,7,,8,7,1,1,0,0,0,0,0,1,12.5,0,0,0,0,0,1,12.5,0,.143,.250,.143,13,.167,18,-0.0,3.62,0,0,-0.8,-0.0,-0.0,0.0,1.032
119674,SHOHEI,OSAWA,,LAD,MLB,26,8,,,N,N,N,50,50,50,30,50,50,55,55,55,30,55,50,7,10,106,100,403,366,73,60,11,0,2,33,34,26,6.5,0,6,0,5,0,80,19.9,4,.199,.261,.246,41,.246,40,-1.1,3.65,15,2,-29.6,0.7,2.4,-1.8,.998
119837,JEAN-CLAUDE,PILLET,,VAN,MLB,23,8,,,N,H,N,45,45,45,30,55,45,45,45,45,30,55,50,4,5,32,30,110,96,19,14,5,0,0,7,12,13,11.8,0,0,0,1,0,29,26.4,2,.198,.291,.250,47,.279,51,-0.2,3.82,0,0,-6.5,-1.4,-1.4,1.0,1.039
132210,JUAN,PÉREZ,,PIT,MLB,23,3,,,N,N,H,45,45,45,45,50,45,50,45,50,45,50,45,4,5,21,17,64,62,9,6,1,0,2,10,3,2,3.1,0,0,0,0,1,22,34.4,2,.145,.172,.258,13,.184,6,-0.2,4.02,0,0,-7.4,-1.0,-1.0,3.6,1.105
133502,JACK,REXTER,,MIL,MLB,26,5,,,N,N,N,50,50,65,45,45,50,50,50,65,45,50,50,8,7,100,83,335,305,65,35,24,1,5,34,38,21,6.3,0,6,0,3,0,77,23.0,4,.213,.275,.348,69,.265,68,0.6,3.75,18,5,-13.1,-0.8,0.3,6.2,1.048
122793,NOAH,RICHARD,,LAD,MLB,24,8,,,L,N,L,55,50,55,35,40,55,50,60,55,35,45,70,5,5,1,,1,1,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,1.000,1.000,1.000,453,1.000,485,0.1,2.00,0,0,0.5,0.0,0.0,0.0,.000
132919,CARLOS,RODRÍGUEZ,,MON,MLB,23,7,,,N,H,N,55,55,55,60,50,50,55,55,55,60,50,50,3,2,159,142,582,522,115,68,22,0,25,75,71,53,9.1,2,2,0,5,0,119,20.4,23,.220,.292,.406,89,.235,86,1.4,3.71,1,1,-9.5,-4.1,-5.4,3.7,1.004
134077,REYNALDO,RODRÍGUEZ,,VAN,MLB,23,6,,,H,H,N,50,55,60,50,45,45,60,50,60,50,45,45,9,9,106,105,408,377,78,54,12,0,12,40,46,27,6.6,0,3,0,1,0,115,28.2,6,.207,.265,.334,59,.263,59,-0.4,3.86,3,1,-20.1,-1.6,-2.2,-0.4,1.013
128099,FRANCISCO,ROSAS,,VAN,MLB,27,7,,,L,H,N,50,55,50,45,50,45,55,55,50,45,55,50,5,1,95,83,330,306,84,57,18,1,8,37,39,23,7.0,3,1,0,0,0,74,22.4,7,.275,.327,.418,98,.339,96,1.2,3.82,1,0,-1.2,0.3,-0.2,0.4,1.009
129967,PAUL,ROSE,,COL,MLB,23,6,,,H,H,N,50,50,45,50,55,50,50,50,45,50,55,50,4,8,142,140,538,487,101,67,24,1,9,59,52,47,8.7,0,2,0,2,0,124,23.0,14,.207,.279,.316,51,.258,56,0.9,3.89,3,2,-28.9,-0.5,-1.8,15.3,1.065
122155,BRUCE,ROSS,,ATL,MLB,25,9,,,N,L,N,50,50,50,60,45,50,50,55,50,60,45,50,2,7,147,146,618,571,144,89,21,0,34,103,71,36,5.8,3,3,0,8,0,123,19.9,18,.252,.296,.468,105,.261,100,2.1,3.56,2,2,0.3,-0.3,-2.0,-4.0,.970
126455,CRAIG,RUSSELL,,TEX,MLB,23,7,,,H,N,N,55,45,55,45,50,65,45,55,55,45,50,65,6,5,148,147,527,478,112,87,12,0,13,48,59,47,8.9,0,0,0,2,0,62,11.8,11,.234,.302,.341,74,.244,76,2.0,3.65,0,0,-15.6,0.9,0.9,10.0,1.024
132527,KEDAR,SAYYAR,,WAS,MLB,32,15,,,N,N,H,45,45,50,35,45,50,45,45,50,35,45,50,6,4,39,39,152,136,23,15,6,1,1,11,16,13,8.6,0,1,0,2,0,40,26.3,4,.169,.243,.250,30,.227,31,-0.7,3.93,0,0,-12.9,-1.6,-1.6,1.6,1.015
128545,NAIM,SHULKU,,SD,MLB,23,6,,,N,N,N,60,50,70,65,55,60,55,60,75,75,55,60,9,6,131,125,564,502,144,92,26,3,23,82,79,52,9.2,8,4,0,6,0,72,12.8,11,.287,.355,.488,133,.293,123,4.3,3.57,8,1,16.2,-1.9,-1.8,4.9,1.025
121088,BRIAN,STEWART,,HOU,MLB,24,9,,,N,N,N,55,50,45,35,65,60,50,60,55,40,65,65,6,9,10,5,21,18,2,1,1,0,0,0,0,2,9.5,0,1,0,0,0,5,23.8,0,.111,.238,.167,14,.154,20,-0.3,3.71,1,1,-2.1,-0.0,-0.3,-1.4,.856
132455,JOSÉ,SÁNCHEZ,,HOU,MLB,25,5,,,N,N,N,45,45,45,40,40,45,50,45,50,40,50,45,5,9,59,54,165,152,30,19,5,1,5,18,15,10,6.1,0,1,0,2,0,37,22.4,5,.197,.248,.342,60,.223,56,0.2,3.52,7,0,-8.8,0.2,1.5,1.8,.999
127126,JEFF,THOMAS,,TBA,MLB,22,6,,,N,H,N,50,55,50,75,55,50,55,50,50,80,55,50,10,6,156,155,672,587,131,75,14,0,42,102,97,80,11.9,8,1,0,4,0,144,21.4,9,.223,.315,.462,113,.220,105,2.2,3.80,32,8,4.3,2.0,4.2,2.7,1.018
132696,IRA,VAN LOO,,NYY,MLB,23,7,,,H,N,H,60,50,50,70,50,70,50,60,50,70,50,70,7,8,145,136,589,523,138,89,13,3,33,95,81,55,9.3,2,4,0,7,0,62,10.5,16,.264,.334,.489,121,.241,119,2.9,3.68,10,12,14.2,-0.9,-6.0,-4.9,.968
127141,DAN,WADE,,BOS,MLB,25,6,,,N,N,N,45,45,55,45,50,40,50,45,55,60,50,40,8,10,66,44,177,168,33,23,7,1,2,11,20,6,3.4,0,3,1,0,0,48,27.1,2,.196,.237,.286,40,.263,38,-0.0,3.84,6,2,-13.5,0.9,1.0,4.6,1.040
130413,BENJAMIN,WISE,,TOR,MLB,24,4,,,H,H,N,65,55,70,55,50,75,55,70,70,55,50,75,7,5,65,65,293,258,75,50,19,0,6,39,29,27,9.2,0,3,2,5,0,16,5.5,6,.291,.358,.434,114,.286,116,1.6,3.44,4,3,5.8,-1.9,-3.2,0.9,1.005
122780,WILL,WOOD,,ARI,MLB,25,9,,,N,N,N,55,50,50,40,55,55,55,55,50,40,60,55,2,9,4,4,15,14,6,6,0,0,0,2,1,1,6.7,0,0,0,0,0,2,13.3,0,.429,.467,.429,145,.500,153,0.1,3.60,0,0,1.0,-0.1,-0.1,-0.9,.841
128946,LELAND,WYATT,,WAS,MLB,22,6,,,N,N,N,55,55,55,45,45,50,55,55,55,45,45,50,8,5,146,146,574,528,112,85,20,1,6,36,68,35,6.1,2,8,0,3,1,134,23.3,5,.212,.270,.288,47,.271,47,-0.6,3.58,1,0,-37.1,-0.3,-1.2,6.3,1.034
126258,JOHN,ALFORD,,NYY,MLB,27,10,,,H,H,N,60,60,65,50,55,60,60,60,65,65,65,60,1,4,141,140,582,524,137,99,28,1,9,50,58,50,8.6,0,5,2,3,0,100,17.2,18,.261,.330,.370,91,.306,93,0.9,3.70,5,3,-4.8,-4.8,-6.6,-0.4,.992
124673,CRISTO,ALVARADO,,MON,MLB,21,6,,,N,H,N,65,55,50,50,50,70,55,65,50,50,50,70,3,5,93,68,289,258,69,44,16,0,9,47,35,27,9.3,2,0,0,4,0,44,15.2,4,.267,.332,.434,108,.287,104,1.0,3.67,0,0,1.7,0.0,0.0,-0.7,.988
127929,HENRY,AUSTIN,,SF,MLB,23,7,,,N,N,N,55,45,55,45,45,65,50,55,55,50,50,65,5,8,121,115,416,381,87,57,18,1,11,40,39,28,6.7,1,3,0,4,0,50,12.0,7,.228,.284,.367,79,.235,75,0.4,3.49,5,2,-12.5,-0.4,-1.0,1.1,.991
131066,LOUIE,BAKER,,-,-,30,14,,,L,N,N,45,45,50,55,65,45,45,45,50,55,65,45,5,10,37,35,150,127,24,18,4,0,2,8,16,19,12.7,0,3,1,1,0,29,19.3,4,.189,.307,.268,62,.227,67,-0.9,4.31,3,1,-6.1,-0.4,-0.5,-5.4,.891
132611,KEN,BERRY,,LAD,MLB,27,13,,,H,N,N,50,50,50,35,65,50,50,50,50,35,70,50,2,3,75,23,123,110,17,14,3,0,0,3,8,13,10.6,0,0,2,0,0,30,24.4,3,.155,.244,.182,20,.212,22,-0.8,4.28,0,0,-11.8,-0.1,-0.1,-0.9,.989
120074,DAVID,BLEVINS,,CHC,MLB,23,8,,,N,N,L,60,50,45,40,35,70,50,60,45,40,35,70,5,7,53,53,197,189,41,31,8,0,2,14,20,5,2.5,0,2,5,1,0,21,10.7,7,.217,.244,.291,44,.234,41,-0.4,3.14,2,0,-14.2,-0.6,-0.5,2.3,.998
129080,EMÍLIO,CANDELÁRIA,,PHI,MLB,24,5,,,N,H,H,65,70,65,60,50,50,70,65,65,65,50,50,4,7,150,147,617,565,166,96,33,2,35,85,84,43,7.0,1,7,0,2,0,118,19.1,11,.294,.350,.545,135,.316,138,4.5,3.64,3,1,29.1,-2.5,-3.6,-2.8,.972
133982,BOBBY,COOK,,HOU,MLB,27,12,,,L,L,L,55,65,50,60,60,45,65,60,50,60,65,45,5,7,151,147,629,557,139,91,22,2,24,72,85,68,10.8,0,1,0,3,0,161,25.6,16,.250,.331,.425,105,.307,106,2.6,3.99,40,4,5.2,-1.7,4.3,-5.8,.982
134017,JON,COOPER,,MON,MLB,27,12,,,N,N,H,50,50,45,40,45,50,50,50,50,40,45,55,3,10,122,69,263,242,57,45,8,0,4,25,30,19,7.2,0,1,0,1,0,51,19.4,7,.236,.293,.318,68,.282,68,0.4,3.71,0,0,-10.2,-1.2,-1.2,5.7,1.027
132779,GIL,CUMMINS,,STL,MLB,24,4,,,N,N,H,60,60,55,65,55,55,60,60,55,65,55,55,3,1,148,147,638,550,141,88,20,0,33,115,82,77,12.1,9,4,0,7,1,111,17.4,22,.256,.348,.473,125,.262,117,3.4,3.83,2,1,13.5,-3.1,-4.6,2.8,1.007
128452,BILL,DAVIS,,NYM,MLB,22,6,,,L,H,N,50,50,55,50,65,50,50,50,55,60,65,50,4,7,57,53,212,184,33,20,9,0,4,16,16,20,9.4,1,8,0,0,0,44,20.8,3,.179,.288,.293,67,.213,65,-0.5,3.96,0,0,-8.9,-1.0,-1.0,-1.9,.986
133514,LARRY,DICKEY,,SEA,MLB,23,5,,,N,H,N,65,50,45,70,60,70,50,65,45,70,65,75,5,6,110,105,457,387,111,75,17,1,18,68,68,63,13.8,2,2,0,5,0,48,10.5,6,.287,.385,.475,136,.285,134,3.4,3.76,1,3,19.7,-3.1,-5.6,3.6,1.014
133086,ALOYOSHENKA,ELOVIKOV,,CHW,MLB,28,13,,,N,N,N,60,50,50,50,45,70,50,60,50,50,45,70,3,6,104,98,383,346,81,59,15,0,7,43,32,25,6.5,1,8,0,4,0,44,11.5,8,.234,.298,.338,72,.247,72,0.0,3.49,6,2,-13.0,-2.6,-3.0,2.4,1.027
126754,CARLOS,ENCARNACIÓN,,MIN,MLB,26,6,,,N,N,N,60,55,60,60,65,55,65,65,60,60,75,60,1,3,149,146,666,564,156,101,38,0,17,99,78,88,13.2,0,3,0,11,0,97,14.6,23,.277,.371,.434,116,.302,120,3.6,3.97,0,0,16.8,0.7,0.7,-4.5,.971
127636,ANDREW,FAULKNER,,OAK,MLB,34,18,,,H,H,H,55,45,55,45,65,65,45,55,55,45,65,65,4,7,64,62,268,233,48,36,9,0,3,22,31,33,12.3,0,0,0,2,0,31,11.6,7,.206,.302,.283,62,.224,65,-0.9,3.99,11,4,-11.3,1.0,1.0,-7.7,.894
129880,NATHAN,GEMB,,SD,MLB,23,6,,,N,H,N,50,55,55,60,65,45,55,50,55,60,65,45,6,10,4,4,18,13,5,4,1,0,0,1,5,5,27.8,0,0,0,0,0,2,11.1,1,.385,.556,.462,190,.455,197,0.4,4.39,2,0,2.2,0.5,0.9,-0.1,1.032
128184,KEN,GIBSON,,PHI,MLB,22,7,,,N,N,N,70,70,55,60,50,60,70,70,55,60,50,60,4,5,136,135,613,548,155,109,25,0,21,49,101,50,8.2,2,14,0,1,0,91,14.8,7,.283,.357,.443,114,.307,117,2.6,3.46,16,7,13.3,-0.5,-1.8,3.4,1.023
128950,CIPRIANO,GONZÁLEZ,,PIT,MLB,26,7,,,N,N,L,50,50,60,70,45,55,50,50,65,70,50,55,4,4,150,145,647,594,168,92,24,3,49,108,91,44,6.8,1,2,0,7,0,115,17.8,13,.283,.331,.581,140,.272,139,5.6,3.55,0,0,31.3,-1.6,-1.6,5.3,1.030
