ID,Name,G,GS,W,L,IP,BF,AB,HA,1B,2B,3B,HR,R,ER,BB,IBB,K,HP,ERA,BABIP,WHIP,K/9,BB/9,HR/9,K/BB,K%-BB%,SH,SF,WP,BK,CI,DP,IR,IRS,PI,GB,FB,SB,CS,ERA+,FIP,FIP-,WAR
4089,Bruce Smith,69,0,1,1,69.2,273,246,51,36,9,2,4,16,16,25,2,58,1,2.07,.255,1.09,7.5,3.2,0.5,2.3,12.1,1,0,0,0,0,11,33,14,1013,68,70,4,2,205,3.28,77,1.1
3363,Jesus Soreano,68,0,4,2,66.1,262,235,44,31,8,1,4,16,15,23,3,68,2,2.04,.244,1.01,9.2,3.1,0.5,3.0,17.2,1,1,2,0,0,6,30,9,1005,61,61,3,1,209,2.90,68,1.3
1047,Brad Stephens,52,0,1,3,43.0,192,169,48,31,3,3,11,28,28,19,1,38,4,5.86,.308,1.56,8.0,4.0,2.3,2.0,9.9,0,0,4,0,0,5,23,9,750,43,38,1,3,72,6.26,147,-1.0
2264,Rich Stepney,68,0,3,3,74.1,333,288,79,55,9,2,13,45,41,34,1,72,5,4.96,.320,1.52,8.7,4.1,1.6,2.1,11.4,3,3,2,0,0,5,37,12,1313,75,65,4,3,86,5.04,118,-0.5
5197,Josh Sterling,56,0,7,1,69.0,289,259,63,36,18,1,8,31,28,26,0,63,3,3.65,.291,1.29,8.2,3.4,1.0,2.4,12.8,0,1,3,0,0,8,24,3,1115,77,55,10,2,116,4.11,96,0.3
103,Sam Stone,71,0,3,1,85.1,327,302,54,34,10,1,9,21,20,21,12,105,2,2.11,.237,0.88,11.1,2.2,0.9,5.0,25.7,0,2,3,0,0,5,38,8,1108,68,73,7,3,201,2.47,58,2.2
1470,Jesus Tijerina,68,0,4,3,71.1,297,276,71,56,9,1,5,22,20,18,1,84,0,2.52,.347,1.25,10.6,2.3,0.6,4.7,22.2,0,3,1,0,0,5,16,5,1130,67,54,2,1,168,2.44,57,2.4
2296,Andy Torres,72,0,5,4,82.1,391,348,114,75,15,3,21,67,63,34,0,84,5,6.89,.383,1.80,9.2,3.7,2.3,2.5,12.8,4,0,1,0,0,9,40,13,1513,73,76,2,1,62,5.87,138,-1.4
571,Alejandro Urbieta,66,0,7,3,64.1,244,227,46,35,7,0,4,10,10,14,2,78,2,1.40,.290,0.93,10.9,2.0,0.6,5.6,26.2,1,0,2,1,0,9,21,4,921,60,44,1,1,304,2.21,51,2.2
2217,Gervasio Valentim,60,0,8,8,66.0,295,246,63,40,15,0,8,41,41,43,4,58,1,5.59,.299,1.61,7.9,5.9,1.1,1.3,5.1,1,4,9,0,0,5,16,7,1092,71,58,2,2,76,4.81,113,-0.3
1372,Danny Van Arsdale,46,0,5,4,44.0,184,159,36,23,4,0,9,20,19,21,1,37,1,3.89,.233,1.30,7.6,4.3,1.8,1.8,8.7,0,3,4,0,0,5,30,9,685,38,50,1,0,109,5.58,131,-0.6
290,Ernesto Vasquez,71,0,2,2,70.1,293,265,67,48,10,3,6,27,23,22,2,67,2,2.94,.313,1.27,8.6,2.8,0.8,3.0,15.4,1,3,1,1,0,8,43,11,1080,60,72,8,1,144,3.31,77,1.1
3051,Edgar Vega,76,0,1,4,80.0,338,294,64,38,14,3,9,34,32,36,0,80,4,3.60,.263,1.25,9.0,4.0,1.0,2.2,13.0,0,4,2,0,0,8,45,12,1275,79,68,5,4,118,4.13,97,0.4
2235,Alejandro Vela,69,0,8,7,75.0,312,283,64,38,16,1,9,27,25,26,6,88,1,3.00,.294,1.20,10.6,3.1,1.1,3.4,19.9,1,1,7,0,0,3,43,14,1204,62,69,2,3,142,3.22,75,1.5
381,Dave Villa,65,0,3,2,82.0,351,312,79,54,9,3,13,42,38,30,2,58,5,4.17,.270,1.33,6.4,3.3,1.4,1.9,8.0,1,3,7,0,0,13,61,21,1284,86,87,6,1,102,5.02,118,-0.5
1532,Bobby Villareal,61,0,2,3,56.2,251,224,62,41,14,2,5,30,30,24,8,56,0,4.76,.343,1.52,8.9,3.8,0.8,2.3,12.7,0,3,2,0,0,4,15,3,894,55,54,6,1,89,3.19,75,1.1
4445,Ryan Watkins,67,0,3,4,94.0,398,353,83,49,15,0,19,43,40,36,1,91,3,3.83,.258,1.27,8.7,3.4,1.8,2.5,13.8,1,5,3,2,0,5,32,11,1490,87,91,3,3,111,5.07,119,-0.6
1713,Jim Wells,58,0,0,1,53.2,242,220,64,42,12,0,10,26,22,19,2,43,2,3.69,.321,1.55,7.2,3.2,1.7,2.3,9.9,0,1,1,0,0,7,39,12,889,51,57,1,0,115,5.05,118,-0.3
4197,Mike Whitt,62,0,5,9,63.1,279,254,68,41,13,2,12,41,33,17,1,62,3,4.69,.308,1.34,8.8,2.4,1.7,3.6,16.1,2,2,1,0,1,1,31,13,1065,60,66,6,1,91,4.57,107,-0.0
5252,Bill Williams,65,0,3,2,77.0,332,304,81,51,22,2,6,38,33,24,1,62,2,3.86,.315,1.36,7.2,2.8,0.7,2.6,11.4,0,2,6,0,0,5,30,8,1265,80,79,0,0,110,3.55,83,0.9
2268,Tony Williams,43,0,3,1,75.1,327,292,72,49,13,3,7,31,28,27,0,65,6,3.35,.293,1.31,7.8,3.2,0.8,2.4,11.6,0,2,2,0,0,5,27,8,1222,68,85,7,2,127,3.97,93,0.5
1989,Jesse Wilson,60,0,7,3,61.0,257,238,65,37,18,3,7,25,25,17,1,57,1,3.69,.333,1.34,8.4,2.5,1.0,3.4,15.6,1,0,2,1,0,5,50,16,969,56,60,1,2,115,3.63,85,0.8
1566,Adam Winkler,66,0,3,7,63.2,270,241,58,33,11,1,13,32,32,27,2,64,1,4.52,.273,1.34,9.0,3.8,1.8,2.4,13.7,0,1,3,1,0,4,28,7,1063,57,62,7,0,94,5.04,118,-0.5
2068,Dan Adams,32,32,10,14,172.1,738,670,171,105,28,3,35,92,89,56,0,159,3,4.65,.282,1.32,8.3,2.9,1.8,2.8,14.0,2,7,3,3,0,16,0,0,2707,164,175,10,3,91,4.99,117,0.8
1412,Carlos Aispuro,32,32,11,14,163.1,768,683,226,157,41,5,23,127,118,70,0,138,7,6.50,.384,1.81,7.6,3.9,1.3,2.0,8.9,2,6,4,0,0,13,0,0,2861,146,175,10,7,65,4.72,111,1.3
248,Chris Allensworth,33,33,9,14,180.0,785,701,185,126,39,4,16,88,83,64,1,166,15,4.15,.324,1.38,8.3,3.2,0.8,2.6,13.0,3,2,6,0,0,18,0,0,2914,183,162,9,5,102,3.78,89,3.4
1132,Ken Anderson,32,32,14,6,185.2,794,726,189,117,33,4,35,101,97,55,0,216,8,4.70,.322,1.31,10.5,2.7,1.7,3.9,20.3,2,3,9,2,0,15,0,0,3033,153,168,12,2,90,4.31,101,2.3
2465,Frank Atley,32,32,10,10,161.2,697,627,164,105,29,6,24,98,87,54,0,126,7,4.84,.289,1.35,7.0,3.0,1.3,2.3,10.3,1,8,8,3,0,14,0,0,2568,172,164,9,5,88,4.67,110,1.3
192,Luke Attie,32,32,12,8,183.0,790,718,192,126,44,1,21,99,89,56,0,142,9,4.38,.305,1.36,7.0,2.8,1.0,2.5,10.9,2,5,7,0,0,19,0,0,2999,191,191,15,4,97,4.17,98,2.6
1794,Josh Backhus,32,32,13,11,180.1,769,697,177,119,32,2,24,99,83,58,0,155,8,4.14,.294,1.30,7.7,2.9,1.2,2.7,12.6,4,2,10,1,0,17,0,0,2889,187,176,11,3,103,4.28,100,2.3
4922,Josh Becker,33,33,12,12,165.0,757,665,175,101,44,3,27,110,98,81,0,147,6,5.35,.300,1.55,8.0,4.4,1.5,1.8,8.7,1,2,12,2,2,10,0,0,2906,194,136,15,4,79,5.10,120,0.6
3298,Mike Bender,32,32,12,9,192.0,814,734,183,118,27,3,35,95,90,61,0,179,9,4.22,.281,1.27,8.4,2.9,1.6,2.9,14.5,4,6,5,1,0,15,0,0,2936,201,175,8,3,101,4.77,112,1.4
2637,Dave Berger,32,32,12,11,172.1,734,654,173,119,34,1,19,77,71,67,0,116,6,3.71,.294,1.39,6.1,3.5,1.0,1.7,6.7,2,5,4,0,0,33,0,0,2754,184,182,6,2,115,4.53,106,1.7
1591,Mel Bernal,32,32,14,6,187.1,794,713,179,123,34,1,21,87,81,71,0,154,4,3.89,.292,1.33,7.4,3.4,1.0,2.2,10.5,2,4,5,1,0,19,0,0,2972,186,189,6,5,109,4.18,98,2.6
1188,Toby Bloomquist,32,32,8,12,172.2,744,673,170,110,31,0,29,84,76,62,0,162,1,3.96,.290,1.34,8.4,3.2,1.5,2.6,13.4,4,4,9,0,0,13,0,0,2748,164,175,17,1,107,4.57,107,1.6
1793,Justin Boll,32,32,10,9,183.1,820,717,203,136,32,5,30,111,108,76,0,163,15,5.30,.325,1.52,8.0,3.7,1.5,2.1,10.6,3,8,4,2,1,16,0,0,3025,171,188,11,8,80,5.01,117,0.8
1704,Keith Boone,32,32,6,17,173.0,784,703,213,149,32,3,29,116,99,69,1,173,4,5.15,.364,1.63,9.0,3.6,1.5,2.5,13.3,2,5,3,2,1,17,0,0,3026,160,160,14,4,82,4.60,108,1.6
3029,Carlos Brickell,32,32,8,11,179.2,774,695,177,110,32,4,31,102,94,65,0,164,9,4.71,.290,1.35,8.2,3.3,1.6,2.5,12.8,2,3,7,2,0,19,0,0,2944,177,173,6,1,90,4.82,113,1.2
1131,Jesse Brinkley,33,33,10,11,206.0,850,780,185,122,47,3,13,76,67,53,0,205,6,2.93,.302,1.16,9.0,2.3,0.6,3.9,17.9,3,8,10,1,0,12,0,0,3261,217,173,20,7,145,2.86,67,6.5
659,Mike Brown,33,33,15,13,197.1,844,762,193,132,38,4,19,99,92,64,2,155,8,4.20,.293,1.30,7.1,2.9,0.9,2.4,10.8,4,6,15,0,0,14,0,0,3099,218,191,14,9,101,3.91,92,3.4
1087,Preston Brown,33,33,10,14,198.1,855,774,191,139,38,4,10,94,83,65,0,188,11,3.77,.313,1.29,8.5,2.9,0.5,2.9,14.4,2,3,12,0,0,9,0,0,3202,192,198,11,4,113,3.08,72,5.6
941,Jay Burrows,33,33,11,10,203.0,869,814,230,162,46,2,20,85,82,43,4,187,4,3.64,.345,1.34,8.3,1.9,0.9,4.3,16.6,5,2,4,2,1,15,0,0,3249,199,199,16,3,117,3.24,76,5.3
1620,Tim Buster,32,32,14,12,178.2,792,678,171,114,33,3,21,94,92,93,1,128,10,4.63,.281,1.48,6.4,4.7,1.1,1.4,4.4,6,5,14,1,0,18,0,0,2998,198,188,25,3,92,4.98,117,0.9
2065,Matt Byrd,32,32,9,11,175.0,771,687,187,123,29,1,34,93,90,69,0,142,10,4.63,.298,1.46,7.3,3.5,1.7,2.1,9.5,2,2,3,0,1,15,0,0,2891,181,173,8,9,92,5.43,127,-0.0
2265,Faustino Camara,32,32,14,12,191.2,808,744,186,126,31,5,24,88,82,52,0,151,4,3.85,.282,1.24,7.1,2.4,1.1,2.9,12.3,2,6,8,3,0,13,0,0,3004,214,190,11,4,110,4.10,96,2.9
1226,Seth Carlisle,32,32,8,12,186.1,797,713,179,118,39,2,20,88,85,69,0,135,9,4.11,.283,1.33,6.5,3.3,1.0,2.0,8.3,2,4,8,0,0,20,0,0,2969,197,204,6,1,103,4.37,102,2.2
3452,Andres Carmona,32,32,6,12,169.1,730,669,184,113,37,4,30,104,92,59,0,128,2,4.89,.301,1.44,6.8,3.1,1.6,2.2,9.5,0,0,6,1,0,21,0,0,2677,178,169,18,8,87,5.04,118,0.7
2939,Marco Carrillo,32,32,13,6,176.0,747,669,173,109,48,2,14,93,88,72,0,142,4,4.50,.309,1.39,7.3,3.7,0.7,2.0,9.4,1,1,5,0,0,21,0,0,2789,191,160,8,10,94,3.89,91,3.1
2629,Adam Cekander,32,32,16,7,193.0,838,766,209,134,47,4,24,81,74,60,0,143,1,3.45,.305,1.39,6.7,2.8,1.1,2.4,9.9,4,7,14,0,0,17,0,0,2996,205,206,9,1,123,4.25,100,2.6
2879,Terry Chapman,32,32,13,4,182.1,802,714,193,132,43,5,13,92,87,72,2,146,6,4.29,.321,1.45,7.2,3.6,0.6,2.0,9.2,4,6,7,1,0,18,0,0,2962,180,195,4,4,99,3.75,88,3.6
2459,David Charity,32,32,10,15,166.0,731,645,168,95,33,7,33,101,89,75,0,144,7,4.83,.287,1.46,7.8,4.1,1.8,1.9,9.4,1,3,9,0,0,15,0,0,2797,169,161,11,4,88,5.50,129,-0.2
238,Chris Corpman,32,32,10,12,160.1,705,624,163,89,29,2,43,99,97,68,0,162,5,5.44,.284,1.44,9.1,3.8,2.4,2.4,13.3,5,3,9,0,0,13,0,0,2720,159,143,4,1,78,6.00,141,-1.0
2856,Carlos Cortez,32,32,13,9,199.0,825,741,172,111,32,3,26,87,83,72,1,181,6,3.75,.272,1.23,8.2,3.3,1.2,2.5,13.2,3,3,6,0,0,19,0,0,3011,203,184,4,6,113,4.21,99,2.7
378,Ricardo Covarrubias,32,32,12,10,189.0,820,745,209,129,37,9,34,122,111,57,0,165,9,5.29,.317,1.41,7.9,2.7,1.6,2.9,13.2,3,6,0,1,0,21,0,0,3073,190,183,22,6,80,4.81,113,1.3
1317,Shane Crumpacker,32,32,13,12,190.1,812,737,195,125,34,7,29,92,89,60,1,165,10,4.21,.303,1.34,7.8,2.8,1.4,2.8,12.9,1,4,7,0,0,16,0,0,2988,182,194,14,9,101,4.50,106,2.0
1086,Jerry Cruz,32,32,10,8,182.2,790,716,197,129,37,4,27,105,102,58,0,154,8,5.03,.314,1.40,7.6,2.9,1.3,2.7,12.2,2,6,5,0,0,13,0,0,2918,184,183,11,5,84,4.49,105,1.9
3868,John Degnan,32,32,10,12,199.2,826,742,166,99,38,5,24,89,81,71,0,166,7,3.65,.256,1.19,7.5,3.2,1.1,2.3,11.5,4,2,9,1,0,17,0,0,3128,215,194,5,2,116,4.24,99,2.7
2040,John Deneau,32,32,16,10,193.0,798,738,184,130,38,3,13,72,71,48,0,161,5,3.31,.301,1.20,7.5,2.2,0.6,3.4,14.2,3,4,2,2,0,13,0,0,2994,187,209,30,4,128,3.20,75,5.2
2716,Jorge Diaz,32,32,11,14,182.2,774,682,159,106,23,5,25,91,84,72,0,158,6,4.14,.265,1.26,7.8,3.5,1.2,2.2,11.1,6,6,10,1,2,20,0,0,2952,203,164,5,3,103,4.50,105,1.9
2433,Frank Dixon,32,32,9,15,177.0,760,690,181,115,27,6,33,106,100,57,0,147,8,5.08,.288,1.34,7.5,2.9,1.7,2.6,11.8,1,4,6,0,0,10,0,0,2804,188,172,19,5,84,5.03,118,0.7
1133,Nick Duncan,32,32,10,13,185.1,791,726,194,133,40,4,17,92,85,48,3,176,11,4.13,.331,1.31,8.5,2.3,0.8,3.7,16.2,4,2,9,0,0,16,0,0,2940,188,167,10,5,103,3.37,79,4.5
425,Jacquot Esparza,32,32,6,14,166.0,733,613,137,94,22,4,17,95,89,103,2,164,6,4.83,.273,1.45,8.9,5.6,0.9,1.6,8.3,3,8,13,0,0,12,0,0,2911,137,180,10,4,88,4.46,104,1.8
1596,Marco Galvan,33,33,15,9,187.1,781,696,165,107,38,4,16,63,62,73,0,160,6,2.98,.284,1.27,7.7,3.5,0.8,2.2,11.1,1,5,4,0,0,18,0,0,2923,191,184,13,4,143,3.84,90,3.4
1415,Dave Garcia,32,32,16,8,205.1,812,750,152,93,40,4,15,68,61,59,3,267,1,2.67,.291,1.03,11.7,2.6,0.7,4.5,25.6,0,2,6,0,0,12,0,0,3188,156,168,6,5,159,2.35,55,8.0
755,Eddie Garcia,32,32,11,14,186.2,794,712,175,103,36,7,29,97,87,63,0,164,9,4.19,.279,1.28,7.9,3.0,1.4,2.6,12.7,4,5,4,1,1,11,0,0,2930,187,187,5,5,101,4.59,108,1.7
4114,Israel Garcia,33,33,14,6,189.1,806,722,170,118,26,2,24,83,80,74,0,174,6,3.80,.277,1.29,8.3,3.5,1.1,2.4,12.4,1,3,6,3,0,16,0,0,3013,204,167,13,4,112,4.25,100,2.5
3607,Israel Garcia,32,32,11,11,192.0,811,734,182,126,36,1,19,79,76,64,0,136,6,3.56,.278,1.28,6.4,3.0,0.9,2.1,8.9,0,7,9,0,0,17,0,0,2980,212,203,23,2,119,4.13,97,2.8
717,Leo Garcia,32,32,9,12,177.0,745,670,163,96,33,4,30,80,76,54,0,151,14,3.86,.271,1.23,7.7,2.7,1.5,2.8,13.0,5,2,4,1,0,17,0,0,2837,196,161,5,4,110,4.82,113,1.2
945,Oscar Garcia,32,32,11,11,185.1,790,697,159,115,26,2,16,87,79,76,0,206,9,3.84,.299,1.27,10.0,3.7,0.8,2.7,16.5,4,4,6,1,0,12,0,0,3077,159,171,16,5,111,3.44,81,4.4
4079,Ruben Garcia,32,32,13,9,186.0,777,690,159,99,28,5,27,88,86,75,0,155,3,4.16,.257,1.26,7.5,3.6,1.3,2.1,10.3,3,6,4,1,0,18,0,0,2902,187,193,15,3,102,4.65,109,1.6
2430,Danny Garibay,33,33,8,12,183.1,787,701,173,119,34,2,18,89,83,71,0,153,11,4.07,.290,1.33,7.5,3.5,0.9,2.2,10.4,0,4,9,1,0,12,0,0,2999,192,182,9,5,104,4.12,96,2.7
2967,Tim Garrett,32,32,11,10,168.0,723,647,174,114,34,5,21,96,88,64,0,125,4,4.71,.302,1.42,6.7,3.4,1.1,2.0,8.4,2,6,3,0,0,16,0,0,2677,173,172,8,11,90,4.52,106,1.7
665,Ben Goldstein,33,33,11,6,179.2,752,697,173,101,53,2,17,69,66,52,2,180,2,3.31,.312,1.25,9.0,2.6,0.9,3.5,17.0,1,0,6,1,0,16,0,0,2839,171,165,14,4,128,3.26,76,4.6
3133,David Gonzalez,33,33,9,14,180.2,792,723,201,125,45,4,27,108,101,61,0,154,4,5.03,.319,1.45,7.7,3.0,1.3,2.5,11.7,1,3,6,0,0,14,0,0,2982,185,181,8,4,84,4.49,105,1.9
2849,Ignacio Gonzalez,32,32,13,10,193.0,804,724,174,115,28,3,28,79,70,64,0,155,11,3.26,.268,1.23,7.2,3.0,1.3,2.4,11.3,2,3,7,0,0,22,0,0,2873,213,179,15,4,130,4.61,108,1.7
2858,Clay Gordon,33,33,11,10,208.0,861,780,188,123,35,4,26,88,86,66,1,175,5,3.72,.277,1.22,7.6,2.9,1.1,2.7,12.7,4,6,3,0,0,18,0,0,3217,222,200,19,5,114,4.12,97,3.1
3129,Keith Guilfoy,32,32,11,12,181.0,782,699,182,124,34,5,19,111,101,69,0,133,8,5.02,.296,1.39,6.6,3.4,0.9,1.9,8.2,2,4,9,0,0,18,0,0,2919,185,195,11,7,85,4.34,102,2.2
1231,Steve Gutierrez,33,33,9,10,173.1,738,677,173,103,35,5,30,89,85,55,0,165,3,4.41,.295,1.32,8.6,2.9,1.6,3.0,14.9,1,2,3,1,0,13,0,0,2793,166,169,11,5,96,4.52,106,1.7
1561,Mike Hancock,33,33,8,15,197.2,848,760,194,133,31,1,29,103,99,69,0,158,12,4.51,.286,1.33,7.2,3.1,1.3,2.3,10.5,4,3,7,1,0,20,0,0,3162,195,210,6,4,94,4.71,110,1.6
1869,Esteban Hernandez,32,32,9,13,162.1,734,653,191,126,25,5,35,116,111,60,0,141,12,6.15,.324,1.55,7.8,3.3,1.9,2.4,11.0,3,5,7,0,1,15,0,0,2764,169,154,5,2,69,5.57,131,-0.3
481,Joaquin Hernandez,33,33,12,12,183.2,766,687,159,114,24,3,18,85,83,62,0,152,10,4.07,.271,1.20,7.4,3.0,0.9,2.5,11.7,4,3,7,1,0,8,0,0,2946,203,179,17,5,104,3.96,93,3.1
1271,Alex Herrera,33,33,9,12,214.1,877,821,205,131,43,6,25,98,92,44,2,187,4,3.86,.293,1.16,7.9,1.8,1.0,4.2,16.3,2,6,6,0,0,14,0,0,3249,224,203,23,8,110,3.58,84,4.6
1224,Ryan Herrington,32,32,9,14,178.1,777,693,179,121,34,4,20,98,89,69,0,111,8,4.49,.281,1.39,5.6,3.5,1.0,1.6,5.4,4,3,8,0,0,15,0,0,2796,212,187,10,4,95,4.68,110,1.5
1273,Roy Hoffman,32,32,7,16,192.0,803,728,176,110,44,3,19,101,98,63,1,166,6,4.59,.287,1.24,7.8,3.0,0.9,2.6,12.8,1,4,9,3,1,14,0,0,3038,206,181,8,4,92,3.79,89,3.7
2295,Justin Hughes,32,32,8,7,173.0,751,693,189,124,41,2,22,99,87,46,0,150,6,4.53,.318,1.36,7.8,2.4,1.1,3.3,13.8,2,4,8,0,0,11,0,0,2769,184,167,17,3,94,3.99,93,2.9
1039,Corey Jackson,33,33,10,13,197.0,838,755,189,127,39,3,20,93,85,68,2,182,4,3.88,.302,1.30,8.3,3.1,0.9,2.7,13.6,5,6,7,1,0,14,0,0,3114,199,189,5,3,109,3.71,87,4.0
2825,Danny Johnson,32,32,11,11,198.1,842,766,197,128,45,6,18,86,83,64,1,177,6,3.77,.312,1.32,8.0,2.9,0.8,2.8,13.4,3,3,8,2,0,12,0,0,3173,203,192,21,7,113,3.61,84,4.2
379,Ken Johnson,33,33,15,3,198.0,831,728,159,106,32,5,16,79,70,91,0,218,7,3.18,.287,1.26,9.9,4.1,0.7,2.4,15.3,1,4,7,0,0,23,0,0,3266,175,169,23,9,133,3.50,82,4.5
2964,Rick Kinsley,32,32,12,10,183.0,744,686,163,112,27,3,21,75,73,53,0,130,3,3.59,.264,1.18,6.4,2.6,1.0,2.5,10.3,0,2,13,0,0,15,0,0,2667,177,211,7,4,118,4.16,97,2.6
1983,Akira Kobayashi,32,32,10,10,186.1,803,715,179,122,33,0,24,106,95,71,0,143,9,4.59,.280,1.34,6.9,3.4,1.2,2.0,9.0,2,6,12,0,0,16,0,0,2900,198,194,15,5,93,4.60,108,1.7
1677,Jim Laird,32,32,7,14,187.2,817,735,196,127,42,1,26,94,86,59,4,171,13,4.12,.313,1.36,8.2,2.8,1.2,2.9,13.7,5,5,4,0,0,16,0,0,3023,203,163,10,8,103,4.24,99,2.5
189,Ramiro Lara,33,33,6,13,188.0,818,753,204,126,50,8,20,101,97,55,1,176,5,4.64,.328,1.38,8.4,2.6,1.0,3.2,14.8,1,4,4,2,0,11,0,0,3128,193,179,15,5,91,3.62,85,4.0
142,Nick Letulle,33,33,11,8,202.2,862,788,212,143,37,2,30,104,99,57,2,181,7,4.40,.311,1.33,8.0,2.5,1.3,3.2,14.4,2,8,5,0,0,20,0,0,3120,210,188,18,5,97,4.23,99,2.8
1896,Scott Linde,32,32,6,12,153.0,723,639,205,124,50,3,28,120,107,67,0,120,10,6.29,.359,1.78,7.1,3.9,1.6,1.8,7.3,5,2,5,0,0,13,0,0,2694,148,165,18,5,67,5.49,129,-0.1
4225,Mario Lopez,32,32,8,10,169.1,755,668,192,127,41,6,18,99,88,70,0,133,5,4.68,.333,1.55,7.1,3.7,1.0,1.9,8.3,6,6,6,0,0,16,0,0,2798,177,164,15,10,91,4.31,101,2.1
3271,Mario Marin,32,32,9,15,170.0,736,656,171,103,44,5,19,96,90,63,0,138,10,4.76,.302,1.38,7.3,3.3,1.0,2.2,10.2,2,5,5,0,0,16,0,0,2742,176,170,11,7,89,4.29,100,2.2
1414,Jose Martinez,34,34,15,7,223.1,885,819,165,107,36,2,20,74,66,54,0,293,6,2.66,.285,0.98,11.8,2.2,0.8,5.4,27.0,2,3,3,0,1,11,0,0,3421,176,178,18,8,160,2.52,59,8.2
146,Jim Matteson,33,33,16,5,197.1,835,763,199,124,38,6,31,100,95,61,0,211,4,4.33,.321,1.32,9.6,2.8,1.4,3.5,18.0,3,3,8,1,1,16,0,0,3164,166,187,7,8,98,4.06,95,3.1
1817,Kyle Maxeiner,32,32,6,11,159.2,728,624,172,119,32,2,19,104,96,83,0,119,12,5.41,.310,1.60,6.7,4.7,1.1,1.4,4.9,2,7,9,0,0,16,0,0,2724,179,157,25,6,78,5.01,118,0.7
1877,Dave McIntosh,33,33,9,15,165.1,729,643,168,112,31,2,23,95,84,67,0,149,7,4.57,.304,1.42,8.1,3.6,1.3,2.2,11.2,6,6,16,1,0,13,0,0,2769,154,175,9,3,93,4.52,106,1.7
193,Jamie McKelvy,32,32,7,14,178.0,794,711,196,134,33,4,25,117,103,70,0,134,9,5.21,.308,1.49,6.8,3.5,1.3,1.9,8.1,0,4,11,1,0,18,0,0,2955,195,179,10,4,82,4.82,113,1.2
2405,Ronnie McKissack,32,32,13,3,207.1,819,754,152,95,34,5,18,72,65,52,0,156,9,2.82,.229,0.98,6.8,2.3,0.8,3.0,12.7,0,4,4,2,0,13,0,0,2956,226,214,15,5,150,3.68,86,4.2
709,John Medha,32,32,11,10,188.0,769,689,145,97,20,4,24,76,71,60,0,169,12,3.40,.242,1.09,8.1,2.9,1.1,2.8,14.2,5,3,5,1,0,17,0,0,2929,208,164,17,6,125,4.18,98,2.7
3447,Juan Mendoza,32,32,8,10,161.2,742,663,203,135,38,3,27,114,106,66,0,130,5,5.90,.345,1.66,7.2,3.7,1.5,2.0,8.6,4,4,7,1,0,15,0,0,2734,165,168,13,6,72,5.05,118,0.6
2124,Eric Mills,34,34,15,12,188.2,818,738,188,120,42,4,22,95,93,65,0,191,9,4.44,.316,1.34,9.1,3.1,1.0,2.9,15.4,4,1,8,2,1,16,0,0,3190,180,175,17,3,96,3.84,90,3.5
1676,Rich Morales,33,33,10,16,197.2,845,761,192,124,48,4,16,95,87,64,1,197,9,3.96,.317,1.30,9.0,2.9,0.7,3.1,15.7,4,7,6,2,0,16,0,0,3145,206,165,6,3,107,3.32,78,5.0
3367,Juan Moran,33,33,9,11,194.2,826,738,176,114,33,5,24,94,84,69,2,156,11,3.88,.270,1.26,7.2,3.2,1.1,2.3,10.5,3,5,4,0,0,20,0,0,3136,229,174,16,2,109,4.37,102,2.3
3102,Mike Murdoch,33,33,7,16,184.2,815,732,197,131,34,1,31,119,110,71,0,184,5,5.36,.317,1.45,9.0,3.5,1.5,2.6,13.9,0,7,3,2,0,18,0,0,3109,181,166,3,4,79,4.59,108,1.7
148,Rafael Murrieta,33,33,13,10,207.1,858,793,196,133,44,5,14,83,76,59,1,200,2,3.30,.313,1.23,8.7,2.6,0.6,3.4,16.4,2,2,4,0,0,20,0,0,3211,201,191,13,5,129,2.99,70,6.2
2800,Fred Neary,32,32,9,9,188.1,792,721,175,116,38,2,19,84,79,53,0,173,10,3.78,.292,1.21,8.3,2.5,0.9,3.3,15.2,3,5,3,0,0,15,0,0,2929,202,167,19,4,112,3.65,85,3.9
803,Justin Newman,33,33,13,12,208.0,850,788,177,109,38,9,21,89,73,47,0,212,8,3.16,.279,1.08,9.2,2.0,0.9,4.5,19.4,2,5,6,1,0,17,0,0,3284,195,194,19,2,134,3.24,76,5.5
2154,Sam O'Brien,33,33,10,15,204.2,861,798,209,139,36,6,28,93,90,53,3,193,7,3.96,.313,1.28,8.5,2.3,1.2,3.6,16.3,1,2,5,0,0,15,0,0,3188,200,195,17,7,107,3.90,91,3.6
993,Curtis Ora,33,33,16,9,219.2,888,818,185,136,29,7,13,65,64,58,0,211,5,2.62,.287,1.11,8.6,2.4,0.5,3.6,17.2,1,6,5,0,0,15,0,0,3278,219,207,5,3,162,2.88,67,6.9
2070,Jose Ornelas,32,32,7,12,172.2,730,647,151,93,30,3,25,90,88,69,0,154,6,4.59,.268,1.27,8.0,3.6,1.3,2.2,11.6,5,3,12,1,0,14,0,0,2765,152,191,17,5,93,4.57,107,1.6
1898,James Ouellette,32,32,4,11,173.2,722,655,157,106,28,7,16,80,75,50,0,145,7,3.89,.281,1.19,7.5,2.6,0.8,2.9,13.2,3,7,7,2,0,12,0,0,2723,170,185,11,3,109,3.68,86,3.5
2997,Julio Ovalle,32,32,9,15,197.2,792,727,163,109,22,1,31,81,79,58,0,166,2,3.60,.247,1.12,7.6,2.6,1.4,2.9,13.6,0,5,3,0,0,18,0,0,2942,176,221,14,8,118,4.44,104,2.2
