ID,POS,Name,Mor,ORG,Lev,Age,EXP,OVR,POT,AD,WE,INT,CON,BABIP,GAP,POW,EYE,K's,HT P,CON P,GAP P,POW P,EYE P,K P,DEF,SS,DEF Pot,SPE,RUN,G,GS,PA,AB,H,1B,2B,3B,HR,RBI,R,BB,BB%,IBB,HP,SH,SF,CI,SO,SO%,GIDP,AVG,OBP,SLG,OPS+,BABIP,wRC+,WAR,PI/PA,SB,CS,BatR,UBR,BsR,ZR,EFF
32879,CF,D. MORGAN,,HOU,MLB,24,3,2.5 Stars,2.5 Stars,N,N,N,6,6,8,5,5,5,6,6,8,6,5,5,7,1,7,7,7,152,146,662,619,162,98,37,6,21,65,82,37,5.6,1,6,0,0,0,121,18.3,8,.262,.310,.443,103,.296,102,3.4,3.59,11,5,2.4,1.2,-0.3,9.7,1.042
41288,1B,C. NÚÑEZ,,-,-,32,6,3.0 Stars,3.0 Stars,N,H,N,5,6,4,6,6,5,6,5,4,6,6,5,9,1,9,3,2,155,155,640,567,158,104,31,2,21,83,65,60,9.4,3,10,0,3,0,113,17.7,13,.279,.356,.451,125,.314,122,2.8,3.76,4,1,17.3,-2.3,-3.8,5.3,1.054
31000,LF,S. ROMERO,,MIL,MLB,28,9,3.5 Stars,3.5 Stars,L,L,L,6,7,8,7,5,5,7,6,8,7,6,5,9,1,9,6,6,153,145,632,576,179,108,39,5,27,107,98,46,7.3,2,5,0,5,0,126,19.9,11,.311,.364,.536,143,.355,142,5.9,3.65,4,7,32.5,2.9,-1.4,9.9,1.066
37883,SS,T. ROSÁRIO,,TBA,MLB,25,3,2.0 Stars,2.5 Stars,N,H,N,5,5,7,5,6,5,5,5,7,6,6,5,1,1,6,10,10,38,34,140,128,29,22,3,0,4,10,19,11,7.9,0,0,2,1,0,30,21.4,3,.227,.286,.344,75,.263,73,0.5,3.77,13,1,-4.5,-0.0,2.2,-0.7,.966
31056,2B,D. VOGEL,,-,-,33,13,2.0 Stars,2.0 Stars,N,N,N,6,7,7,4,7,5,7,6,7,4,7,5,4,1,4,5,4,89,54,246,215,49,34,8,2,5,15,24,30,12.2,2,0,0,1,0,46,18.7,5,.228,.321,.353,87,.267,85,-0.7,3.88,0,1,-4.4,-0.7,-1.9,-9.8,.882
37929,RF,J. ABDALA,,PIT,MLB,25,9,2.5 Stars,2.5 Stars,N,N,N,5,5,5,5,4,6,5,5,5,5,4,6,8,-,8,7,8,66,55,220,210,58,47,5,2,4,25,27,6,2.7,0,1,0,3,1,43,19.5,6,.276,.295,.376,84,.325,80,0.1,3.34,5,0,-5.1,-0.3,0.3,-7.7,.912
35522,1B,J. ADAMS,,BAL,MLB,26,3,2.5 Stars,3.0 Stars,N,N,N,7,7,5,6,5,6,7,7,5,6,5,7,7,-,7,1,1,16,6,34,32,8,8,0,0,0,1,1,2,5.9,0,0,0,0,0,5,14.7,1,.250,.294,.250,50,.296,50,-0.1,3.79,0,0,-2.0,0.0,0.0,0.1,1.017
33155,1B,N. ADAMS,,NYN,AAA,27,6,2.5 Stars,2.5 Stars,N,N,N,5,7,5,5,6,4,7,5,5,5,6,4,7,-,7,4,4,34,30,115,102,25,17,7,0,1,4,14,12,10.4,0,1,2,0,0,24,20.9,4,.245,.330,.343,90,.312,91,0.3,3.55,0,0,-1.2,0.9,0.9,1.6,1.052
37557,LF,A. AGUILAR,,TBA,AAA,25,9,2.0 Stars,2.0 Stars,H,N,N,5,5,4,6,5,5,5,5,4,6,5,5,3,-,3,7,9,20,6,40,36,4,4,0,0,0,1,3,3,7.5,0,1,0,0,0,18,45.0,1,.111,.200,.111,-9,.222,-7,-0.5,4.10,1,0,-5.3,-0.2,-0.1,-0.2,.966
34815,1B,J. ALCORN,,TOR,MLB,29,10,2.5 Stars,2.5 Stars,N,N,L,5,5,7,7,5,5,5,5,7,7,5,5,3,-,3,3,4,156,150,638,589,166,106,29,0,31,74,77,45,7.1,4,1,0,3,0,113,17.7,9,.282,.332,.489,116,.301,116,1.3,3.70,3,0,13.1,-4.0,-4.9,-4.5,.950
36787,1B,J. ALFARO,,SEA,MLB,28,12,2.5 Stars,2.5 Stars,L,H,N,5,5,7,5,5,6,5,5,7,6,7,6,7,-,7,6,7,127,124,511,465,123,79,31,3,10,51,65,32,6.3,0,11,0,3,0,73,14.3,15,.265,.325,.409,104,.294,102,1.0,3.58,8,3,1.8,-1.6,-2.6,2.6,1.022
29934,C,M. ALLEN,,ARI,AAA,30,10,2.0 Stars,2.0 Stars,N,N,H,5,5,5,3,5,4,5,5,5,3,5,4,9,-,9,3,2,90,89,330,303,61,52,9,0,0,20,24,26,7.9,0,0,5,1,0,75,22.7,4,.201,.264,.231,34,.266,35,0.1,3.87,0,0,-25.9,-1.7,-1.7,1.8,1.063
35006,LF,R. ALTOBELLI,,-,-,31,13,2.5 Stars,2.5 Stars,N,N,N,7,6,7,2,3,8,6,7,7,2,3,8,6,-,6,9,10,127,112,516,493,136,102,25,7,2,27,62,11,2.1,0,10,0,2,0,57,11.0,7,.276,.304,.367,86,.307,83,-0.2,3.05,23,3,-10.4,0.2,2.8,-7.2,.952
38092,C,P. AMADOR,,-,-,37,20,2.0 Stars,2.0 Stars,N,N,N,7,6,5,2,4,6,6,7,5,2,4,6,5,-,5,2,2,120,119,493,467,130,95,32,1,2,69,39,16,3.2,0,3,5,7,0,69,14.0,4,.278,.302,.364,82,.318,80,1.4,3.44,0,1,-11.9,-2.6,-4.3,-1.0,1.130
38069,RF,G. ARREDONDO,,SEA,MLB,28,7,3.0 Stars,3.0 Stars,N,N,N,6,7,7,6,5,6,7,7,7,6,6,6,9,-,9,6,5,148,142,612,558,145,96,31,3,15,67,68,44,7.2,2,3,0,7,0,101,16.5,12,.260,.314,.407,100,.290,96,2.3,3.55,19,0,-2.9,-2.4,0.5,6.7,1.033
34759,C,J. ATKINS,,MIA,MLB,25,3,2.5 Stars,2.5 Stars,H,N,N,5,8,5,6,9,3,8,5,5,6,9,4,6,-,6,3,3,131,124,533,434,101,61,16,1,23,65,70,94,17.6,1,4,0,1,0,154,28.9,9,.233,.373,.433,115,.302,122,4.0,4.32,1,2,14.8,-3.5,-6.0,0.2,1.020
37829,C,B. AYLIFFE,,PHI,MLB,30,12,2.0 Stars,2.0 Stars,H,H,N,5,6,6,5,6,4,6,5,6,5,6,4,4,-,4,1,1,43,40,152,130,36,30,3,0,3,22,11,16,10.5,0,4,0,2,0,46,30.3,1,.277,.368,.369,101,.398,107,0.9,4.15,0,0,1.3,1.3,1.3,-0.1,.956
40166,1B,J. BACA,,TBA,MLB,34,16,2.5 Stars,2.5 Stars,L,L,L,4,3,5,8,7,5,3,4,5,8,7,5,5,-,5,2,1,156,156,655,582,137,72,21,2,42,110,82,56,8.5,0,12,0,5,0,112,17.1,12,.235,.313,.495,120,.219,118,2.1,3.72,0,0,14.6,-1.2,-1.2,0.7,1.002
38748,RF,M. BALLERINI,,CIN,MLB,28,10,2.5 Stars,2.5 Stars,N,N,N,5,6,6,7,6,4,6,5,6,7,6,4,7,-,7,3,2,71,15,130,112,28,16,4,1,7,19,16,17,13.1,0,0,0,1,0,28,21.5,6,.250,.346,.491,124,.269,126,0.5,3.97,0,0,4.1,-1.7,-1.7,-1.1,.946
39057,CF,C. BARBOUR,,CIN,MLB,26,3,2.5 Stars,2.5 Stars,N,H,N,5,6,8,6,4,3,8,6,8,6,4,5,8,-,8,9,9,129,108,463,432,103,63,21,2,17,54,54,25,5.4,0,4,0,2,0,146,31.5,6,.238,.285,.414,86,.317,86,2.6,3.84,44,4,-7.4,-1.6,5.8,9.8,1.049
32107,LF,D. BARNES,,SFN,MLB,30,12,2.5 Stars,2.5 Stars,N,N,N,6,5,6,6,6,6,5,6,6,6,6,6,8,-,8,5,5,85,43,222,200,50,38,7,1,4,21,29,19,8.6,1,3,0,0,0,48,21.6,7,.250,.324,.355,85,.311,86,0.7,3.66,5,2,-3.6,1.4,0.9,3.4,1.102
32958,1B,M. BARNES,,BAL,MLB,34,14,3.5 Stars,3.5 Stars,N,N,N,5,4,5,7,7,5,4,5,5,7,7,5,7,-,7,3,3,142,139,570,502,144,78,26,1,39,94,89,57,10.0,2,8,0,3,1,80,14.0,15,.287,.367,.576,148,.272,150,4.3,3.62,2,4,35.2,-0.2,-3.3,2.5,1.023
29506,1B,E. BASSET,,MON,MLB,30,14,2.5 Stars,2.5 Stars,N,N,N,6,5,5,5,6,7,5,6,5,5,6,7,7,-,7,5,6,88,69,298,266,67,52,10,1,4,28,32,29,9.7,0,2,0,1,0,38,12.8,8,.252,.329,.342,84,.280,87,-0.3,3.55,1,1,-4.5,0.5,-0.7,-2.2,.940
33885,LF,P. BASTIEN,,BAL,MLB,33,18,2.5 Stars,2.5 Stars,H,H,N,4,4,4,7,6,4,4,4,4,7,6,4,9,-,9,2,1,116,63,271,240,55,32,10,0,13,31,36,28,10.3,2,3,0,0,0,68,25.1,6,.229,.317,.433,100,.264,100,1.1,3.84,1,1,0.1,-0.4,-1.3,5.0,1.069
35213,RF,G. BEASLEY,,TBA,MLB,24,3,2.5 Stars,3.0 Stars,N,N,H,5,5,7,7,5,4,6,6,7,7,5,5,6,-,6,7,8,136,136,573,517,126,81,19,2,24,77,65,48,8.4,1,2,1,6,0,148,25.8,12,.244,.307,.427,102,.291,99,0.7,3.88,13,3,-0.6,0.8,0.9,-8.2,.957
29974,RF,V. BECERRA,,-,-,32,15,2.0 Stars,2.0 Stars,N,N,N,5,5,6,6,5,5,5,5,6,6,5,5,5,-,5,5,5,11,11,37,36,10,5,3,0,2,3,3,1,2.7,0,0,0,0,0,3,8.1,1,.278,.297,.528,123,.258,120,-0.2,3.49,0,1,0.9,-1.1,-1.7,-2.2,.875
33683,CF,B. BERNARD,,MIN,MLB,24,6,2.5 Stars,2.5 Stars,N,N,N,6,5,7,5,4,6,5,6,7,5,4,6,8,-,8,6,6,154,150,573,541,147,104,29,4,10,57,60,25,4.4,1,4,0,3,0,96,16.8,10,.272,.307,.396,88,.313,88,3.9,3.44,3,2,-8.2,-1.5,-3.2,15.9,1.052
37713,CF,T. BEWICK,,TBA,MLB,25,5,1.5 Stars,2.0 Stars,N,H,N,5,6,7,4,5,4,6,5,7,5,5,5,6,-,6,3,2,89,89,319,301,57,38,10,0,9,23,28,15,4.7,0,2,4,1,0,95,29.8,5,.189,.232,.312,50,.242,46,-1.2,3.63,0,1,-20.9,-2.0,-3.1,-11.7,.931
34320,RF,B. BLACK,,MON,MLB,28,6,2.5 Stars,2.5 Stars,H,N,N,5,6,4,6,5,5,6,5,4,6,5,5,8,-,8,1,1,13,5,26,24,5,3,1,0,1,8,3,1,3.8,0,1,0,0,0,9,34.6,0,.208,.269,.375,74,.286,74,-0.1,3.58,0,0,-0.8,-0.5,-0.5,0.3,1.054
37661,1B,L. BLAIR,,OAK,MLB,27,6,2.5 Stars,3.5 Stars,H,N,L,5,8,6,6,5,4,8,6,6,8,6,4,8,-,8,2,2,12,5,26,25,6,4,2,0,0,3,0,1,3.8,0,0,0,0,0,11,42.3,0,.240,.269,.320,62,.429,59,-0.2,3.23,0,0,-1.3,-1.7,-1.7,0.6,1.130
28298,C,C. BOOTH,,CHN,MLB,23,8,2.0 Stars,2.5 Stars,H,N,N,4,5,4,7,4,4,5,5,5,7,4,5,3,-,4,1,1,5,5,17,16,0,0,0,0,0,0,1,1,5.9,0,0,0,0,0,10,58.8,0,.000,.059,.000,-82,.000,-91,-0.5,3.76,0,0,-4.0,-0.9,-0.9,0.3,.952
34536,CF,P. BOWER,,-,-,28,6,2.0 Stars,2.0 Stars,N,N,L,5,5,6,4,7,5,5,5,7,5,8,5,6,-,6,6,5,61,52,217,187,53,33,11,5,4,24,28,28,12.9,2,0,2,2,0,38,17.5,4,.283,.373,.460,120,.333,121,1.1,3.89,6,3,5.6,0.6,-0.1,-1.4,.999
39324,1B,R. BOWMAN,,PHI,MLB,24,6,2.5 Stars,4.0 Stars,N,H,N,5,8,6,7,7,3,8,5,6,8,7,4,6,-,6,2,2,63,56,245,212,50,32,9,0,9,17,39,28,11.4,2,4,0,1,0,64,26.1,6,.236,.335,.406,99,.293,100,0.4,4.08,0,1,0.0,0.9,-0.3,0.4,1.050
36928,SP,N. BRADLEY,,BAL,MLB,33,13,5.0 Stars,5.0 Stars,N,H,N,7,6,6,4,3,8,6,7,6,4,3,8,4,-,4,8,7,101,91,403,387,109,82,20,2,5,33,50,9,2.2,1,1,0,6,0,45,11.2,3,.282,.295,.382,81,.303,78,0.3,3.00,31,3,-10.5,-0.1,4.7,-0.5,1.011
36850,1B,A. BRADSHAW,,LAN,MLB,25,5,3.0 Stars,3.0 Stars,N,N,N,6,6,6,5,7,5,6,6,6,6,7,5,8,-,8,2,1,154,151,663,552,154,92,48,0,14,85,89,90,13.6,2,9,0,12,0,128,19.3,19,.279,.382,.442,127,.332,127,2.9,3.96,0,0,21.9,-0.0,-0.0,-4.9,.994
38794,1B,Á. BRAVO,,PIT,MLB,24,8,2.5 Stars,4.0 Stars,H,H,N,5,6,4,7,7,4,6,5,4,8,8,5,7,-,7,3,3,4,,3,3,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,3,100.0,0,.000,.000,.000,-100,.000,-118,-0.1,4.33,0,0,-0.8,0.0,0.0,0.0,.000
34531,C,C. BREWER,,BAL,MLB,24,6,3.0 Stars,4.5 Stars,H,H,L,6,10,6,7,5,4,10,7,6,8,5,4,5,-,6,1,1,123,114,471,441,126,77,23,1,25,74,60,21,4.5,1,6,0,3,0,146,31.0,16,.286,.325,.512,120,.370,122,2.1,3.73,4,0,12.8,-4.1,-4.3,-3.3,.898
37156,LF,R. BRUNSKILL,,CHN,MLB,29,8,2.5 Stars,2.5 Stars,N,N,N,5,6,7,7,5,5,7,6,8,7,6,5,7,-,7,5,5,159,159,686,604,161,94,33,8,26,113,80,61,8.9,9,9,0,12,0,168,24.5,7,.267,.337,.477,117,.320,111,1.3,3.68,10,4,9.9,-1.8,-3.2,0.2,1.020
35036,2B,E. BURCH,,OAK,AAA,32,12,2.0 Stars,2.0 Stars,L,H,N,7,6,6,3,4,8,6,7,6,3,4,8,4,-,4,4,5,41,34,143,140,40,28,12,0,0,12,12,2,1.4,0,1,3,0,0,14,9.8,2,.286,.301,.371,85,.317,82,-0.2,3.12,0,0,-3.0,0.6,0.6,-4.4,.910
34975,RF,T. BURT,,-,-,37,18,2.5 Stars,2.5 Stars,H,N,N,5,5,6,7,6,5,5,5,6,7,6,5,3,-,3,3,3,95,80,361,315,69,42,13,0,14,34,46,45,12.5,3,0,0,1,0,90,24.9,4,.219,.316,.394,88,.259,89,-0.8,3.93,0,0,-4.8,-6.1,-6.1,-0.7,.844
39746,RF,J. BUSTAMANTE,,NYA,AA,27,9,2.0 Stars,2.0 Stars,H,H,L,5,5,5,4,5,5,5,5,5,4,5,5,8,-,8,6,7,27,17,77,68,14,11,2,0,1,3,11,8,10.4,0,1,0,0,0,18,23.4,2,.206,.299,.279,59,.265,63,-0.1,3.61,0,0,-3.4,-0.1,-0.1,0.4,1.000
36006,1B,W. BUTLER,,MIN,MLB,27,9,2.5 Stars,2.5 Stars,N,H,N,5,7,5,5,5,4,7,5,5,5,6,5,6,-,6,8,9,90,60,282,265,67,49,9,4,5,27,33,12,4.3,0,2,0,3,0,73,25.9,3,.253,.287,.374,77,.326,76,-0.4,3.52,6,1,-8.2,0.0,0.3,-0.7,.965
31272,3B,D. BYRD,,MIN,MLB,31,11,2.5 Stars,2.5 Stars,N,H,N,7,6,8,5,5,7,6,7,8,5,5,7,5,-,5,2,1,126,93,406,365,98,63,20,1,14,53,52,36,8.9,1,2,0,3,0,59,14.5,11,.268,.335,.444,108,.285,109,1.4,3.50,1,0,4.8,0.6,-0.3,-2.6,.994
40035,C,J. CABRAL,,SLN,MLB,24,6,2.0 Stars,2.0 Stars,H,H,N,5,6,5,6,5,4,6,5,5,6,5,5,5,-,6,2,5,31,18,80,78,15,12,2,0,1,2,4,1,1.2,0,0,1,1,0,28,35.0,1,.192,.200,.256,26,.280,17,-0.8,3.71,0,0,-8.0,-1.4,-1.4,-0.6,.952
34460,C,L. CABRERA,,ATL,MLB,26,9,2.5 Stars,2.5 Stars,L,N,H,5,5,5,7,7,5,5,5,6,7,8,5,2,-,2,1,1,100,65,307,263,66,38,15,0,13,39,36,40,13.0,1,3,0,1,1,71,23.1,5,.251,.355,.456,121,.294,122,1.5,3.87,0,0,8.3,-2.5,-2.5,-0.9,1.055
37448,C,L. CANSECO,,-,-,32,15,1.5 Stars,1.5 Stars,N,H,N,4,4,5,5,5,5,4,4,5,5,5,5,6,-,6,1,1,81,78,282,258,49,32,12,0,5,29,25,13,4.6,0,5,3,6,0,66,23.4,2,.190,.238,.295,45,.228,41,-0.4,3.65,0,0,-20.0,-0.3,-0.3,-1.7,.805
31913,RF,G. CARSON,,BOS,MLB,28,10,2.5 Stars,2.5 Stars,N,L,N,4,5,6,6,4,4,5,5,6,7,5,4,9,-,9,3,1,133,121,479,454,106,60,29,0,17,60,56,18,3.8,1,4,2,3,0,120,25.1,11,.233,.267,.410,78,.278,76,-0.9,3.55,2,0,-13.4,-4.6,-5.0,-0.3,1.005
37668,RF,J. CASTANEDA,,CHA,MLB,30,11,3.0 Stars,3.0 Stars,N,N,N,6,5,8,6,5,7,5,6,8,6,5,7,6,-,6,6,6,153,142,634,589,166,104,41,6,15,50,95,40,6.3,1,2,0,3,0,79,12.5,7,.282,.328,.448,109,.303,109,2.8,3.49,27,5,7.1,1.4,3.7,1.7,1.003
41639,LF,A. CASTILLO,,BOS,MLB,36,18,2.5 Stars,2.5 Stars,N,N,H,6,5,6,3,7,8,5,6,6,3,7,8,6,-,6,5,6,113,107,479,421,119,75,29,8,7,50,52,56,11.7,3,1,2,1,0,62,12.9,9,.283,.367,.439,116,.317,118,1.2,3.92,7,2,10.6,-4.2,-5.0,-1.8,.993
40754,RF,F. CASTILLO,,OAK,MLB,29,13,3.0 Stars,3.0 Stars,N,H,N,5,5,6,7,5,5,5,5,6,7,5,5,8,-,8,8,7,64,39,166,142,41,25,7,0,9,28,24,13,7.8,1,6,0,5,0,28,16.9,1,.289,.361,.528,142,.291,136,1.3,3.45,7,0,7.4,-0.1,1.1,0.8,1.001
39547,DH,M. CASTILLO,,CIN,MLB,29,12,2.5 Stars,2.5 Stars,N,H,N,5,4,5,7,4,7,4,5,5,8,4,7,-,-,-,2,3,135,123,547,520,122,67,14,1,40,112,69,15,2.7,1,3,0,9,0,94,17.2,18,.235,.256,.496,96,.208,93,0.2,3.38,0,0,-4.0,0.9,0.9,0.1,.955
40729,1B,L. CERVANTES,,PIT,MLB,28,6,2.5 Stars,2.5 Stars,H,H,N,4,9,6,3,9,2,10,5,7,3,10,2,9,-,9,10,10,75,54,254,220,43,30,10,2,1,18,34,29,11.4,0,4,0,1,0,85,33.5,0,.195,.299,.273,60,.311,63,0.5,4.07,35,5,-11.3,2.6,7.7,3.7,1.073
36317,LF,G. CHACÓN,,-,-,30,14,2.5 Stars,2.5 Stars,H,N,H,7,6,6,5,7,7,6,7,6,5,7,7,6,-,6,5,4,101,86,380,331,88,54,21,4,9,56,57,44,11.6,0,3,0,2,0,57,15.0,8,.266,.355,.435,107,.296,114,0.4,3.70,3,0,6.5,-0.9,-1.3,-8.0,.913
29523,3B,R. CHACÓN,,MON,MLB,25,10,2.5 Stars,3.0 Stars,L,L,N,5,5,4,5,9,5,5,6,4,6,9,7,7,-,7,2,1,12,11,48,44,13,9,3,0,1,8,7,3,6.2,0,1,0,0,0,14,29.2,1,.295,.354,.432,114,.414,117,0.2,3.81,0,0,1.0,-0.3,-0.3,-0.5,.932
36049,CF,L. CHURCH,,HOU,MLB,29,10,2.0 Stars,2.0 Stars,N,H,N,5,7,5,2,6,4,8,5,5,2,7,4,8,-,8,8,7,60,20,118,108,17,14,3,0,0,6,10,8,6.8,1,2,3,0,0,40,33.9,0,.157,.229,.185,16,.250,12,-0.5,3.73,6,0,-12.6,-1.2,-0.0,2.4,1.052
41238,LF,C. CHÁVEZ,,SLN,MLB,22,6,1.5 Stars,2.5 Stars,N,N,N,4,5,4,4,6,4,5,6,4,7,6,7,7,-,7,2,3,47,25,112,95,23,19,0,0,4,10,17,15,13.4,0,2,1,0,0,32,28.6,2,.242,.357,.368,102,.322,107,0.3,3.88,0,0,1.0,-0.3,-0.3,-1.3,.949
34530,CF,I. CHÁVEZ,,NYA,MLB,32,13,2.5 Stars,2.5 Stars,N,L,N,5,4,5,6,5,5,4,5,5,6,5,5,9,-,9,5,5,95,90,355,335,86,53,16,3,14,43,45,17,4.8,0,1,0,2,0,64,18.0,6,.257,.293,.448,98,.278,97,2.3,3.55,2,3,-1.2,0.1,-1.7,11.2,1.059
28362,LF,Á. CHÁVEZ,,CHN,MLB,25,9,2.5 Stars,3.0 Stars,N,H,H,8,8,8,3,4,8,8,9,8,4,5,9,7,-,7,5,8,114,108,494,475,137,83,43,4,7,52,61,13,2.6,2,5,0,1,0,74,15.0,8,.288,.314,.440,101,.329,100,2.0,3.17,22,3,0.2,2.6,5.2,5.3,1.045
34344,1B,J. CLIFTON,,LAA,MLB,24,8,2.5 Stars,2.5 Stars,H,N,L,5,6,5,8,5,3,6,5,5,8,5,4,4,-,4,2,2,6,,7,7,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0,2,28.6,0,.143,.143,.143,-20,.200,-31,-0.1,3.43,0,0,-1.1,0.0,0.0,0.1,1.017
34005,C,J. COBB,,-,-,27,10,2.0 Stars,2.0 Stars,N,H,N,4,5,5,5,6,4,5,5,5,5,7,4,7,-,7,2,1,48,47,181,163,31,23,6,1,1,14,17,11,6.1,0,3,0,4,0,50,27.6,8,.190,.249,.258,41,.259,38,0.0,3.66,0,0,-13.5,-1.6,-1.6,1.7,1.427
35393,2B,P. COLBOURNE,,MON,MLB,29,6,2.5 Stars,2.5 Stars,N,H,L,6,7,7,5,5,5,8,7,7,5,6,5,4,-,4,8,8,146,135,611,571,157,102,36,5,14,64,63,34,5.6,0,3,2,3,0,121,19.8,8,.275,.318,.429,102,.326,102,0.6,3.64,16,4,1.5,-0.9,-0.6,-11.1,.905
37654,RF,P. COLE,,-,-,31,9,2.5 Stars,2.5 Stars,L,N,N,5,5,5,6,5,4,5,5,5,6,5,4,6,-,6,5,6,9,8,31,29,7,3,0,0,4,11,4,1,3.2,0,1,0,0,0,8,25.8,0,.241,.290,.655,146,.176,148,0.2,3.39,0,0,1.8,-0.7,-0.7,-0.1,.973
34420,LF,D. COMPTON,,CIN,AAA,28,6,2.0 Stars,2.5 Stars,N,N,L,5,6,7,6,6,4,6,5,7,7,9,4,6,-,6,6,9,4,4,17,15,2,2,0,0,0,0,1,2,11.8,0,0,0,0,0,6,35.3,0,.133,.235,.133,3,.222,6,-0.2,3.94,0,1,-1.9,-0.1,-0.6,0.0,.000
37743,2B,J. CONTRERAS,,LAA,AAA,24,7,2.0 Stars,2.5 Stars,N,N,N,5,8,6,5,3,3,8,6,6,6,5,5,8,-,8,8,9,9,7,27,25,5,5,0,0,0,1,2,1,3.7,0,1,0,0,0,6,22.2,2,.200,.259,.200,30,.263,30,-0.2,3.48,2,2,-2.3,0.0,-0.6,0.1,1.033
39152,1B,L. CONTRERAS,,SFN,MLB,25,5,2.5 Stars,2.5 Stars,N,H,N,6,7,7,6,5,5,7,6,7,6,5,5,6,-,6,2,3,66,55,248,225,55,38,15,0,2,30,17,18,7.3,1,2,0,3,0,72,29.0,2,.244,.302,.338,75,.344,73,-0.6,3.79,0,1,-8.1,0.6,-0.6,-0.9,.984
34542,1B,A. COOPER,,PHI,MLB,24,8,2.5 Stars,4.5 Stars,N,H,N,5,8,5,5,6,3,8,6,5,8,6,4,8,-,8,1,1,59,40,167,152,34,27,5,0,2,16,17,14,8.4,0,0,0,1,0,61,36.5,4,.224,.287,.296,59,.356,60,-0.3,4.10,0,0,-8.1,0.4,0.4,1.8,1.074
34572,RF,S. CORBIN,,PHI,MLB,28,8,2.5 Stars,2.5 Stars,N,N,N,5,7,7,5,6,4,7,5,7,6,7,4,10,-,10,7,8,109,94,381,343,71,44,16,3,8,40,44,36,9.4,0,0,0,2,0,108,28.3,9,.207,.281,.341,67,.275,68,-1.4,3.88,3,0,-14.6,-3.6,-3.7,-9.7,.940
26916,2B,P. CORDERO,,SDN,AAA,24,7,1.5 Stars,2.0 Stars,H,N,N,6,5,6,3,4,6,5,6,6,3,4,6,6,-,6,7,7,19,8,43,41,11,9,1,1,0,2,3,2,4.7,0,0,0,0,0,6,14.0,0,.268,.302,.341,81,.314,77,-0.1,3.42,1,0,-1.2,-0.0,0.1,-2.0,.836
28802,C,J. CORTAVE,,MIN,MLB,25,9,2.5 Stars,2.5 Stars,N,H,N,5,5,5,6,4,5,5,5,5,6,4,5,7,-,7,2,4,116,106,446,419,119,73,27,0,19,56,59,16,3.6,0,9,0,2,0,108,24.2,8,.284,.323,.484,114,.340,116,3.8,3.50,0,1,9.0,0.3,-1.3,1.0,1.002
36126,1B,J. CORTÉZ,,CHN,MLB,25,8,2.5 Stars,3.0 Stars,N,H,N,5,9,6,6,5,4,9,5,6,7,6,4,6,-,6,1,1,158,156,668,619,174,108,32,2,32,100,89,41,6.1,0,2,0,6,0,197,29.5,15,.281,.325,.494,118,.359,119,2.8,3.82,1,0,15.5,1.3,-0.1,2.1,1.008
33220,1B,F. COSTELLO,,WAS,AAA,27,9,2.5 Stars,2.5 Stars,N,N,N,5,5,7,5,5,6,5,6,7,6,5,6,7,-,7,5,4,6,5,22,21,4,2,1,0,1,2,2,1,4.5,0,0,0,0,0,5,22.7,1,.190,.227,.381,56,.200,55,-0.1,3.05,0,0,-1.2,0.0,0.0,-0.3,.938
36360,C,J. COSTELLO,,-,-,35,15,2.0 Stars,2.0 Stars,N,H,N,5,4,6,5,4,5,4,5,6,5,4,5,4,-,4,2,1,73,68,268,245,57,41,10,0,6,30,25,12,4.5,0,5,0,6,0,36,13.4,5,.233,.276,.347,69,.244,66,0.3,3.37,0,0,-10.8,-2.3,-2.3,-0.7,1.189
38182,CF,N. CRIPPS,,MON,MLB,27,10,2.0 Stars,2.0 Stars,N,N,N,5,5,6,3,3,5,5,5,6,3,5,5,8,-,8,7,6,121,113,380,367,85,58,17,3,7,46,35,7,1.8,0,3,10,3,0,62,16.3,4,.232,.250,.351,62,.259,58,0.6,3.37,6,2,-19.2,-0.4,-0.8,14.5,1.072
39459,CF,E. CRIVELLI,,NYN,MLB,23,7,2.0 Stars,2.0 Stars,H,H,N,5,5,5,3,3,5,5,6,5,3,4,6,8,-,8,5,7,37,25,96,91,29,21,7,0,1,14,11,1,1.0,0,4,1,0,0,20,20.8,1,.319,.354,.429,123,.400,120,0.5,3.44,1,0,2.4,0.1,0.1,1.0,1.016
29823,1B,J. CRUZ,,MIL,MLB,26,10,3.5 Stars,3.5 Stars,H,N,N,5,6,6,7,6,4,6,5,6,7,7,5,9,-,9,5,4,160,157,665,596,158,97,27,6,28,108,81,62,9.3,1,4,0,3,0,163,24.5,17,.265,.337,.471,119,.319,119,2.3,3.83,8,1,15.5,-3.8,-4.2,1.9,1.008
32929,1B,J. CURRY,,BAL,MLB,32,9,2.5 Stars,2.5 Stars,N,N,L,5,6,7,5,5,4,6,5,7,5,5,4,8,-,8,10,10,16,4,30,29,6,4,1,0,1,6,4,1,3.3,0,0,0,0,0,5,16.7,0,.207,.233,.345,53,.217,50,-0.1,3.63,1,1,-1.8,0.1,-0.2,-0.1,.987
