ID,POS,RL,Name,Mor,ORG,Lev,Age,EXP,OVR,POT,WE,INT,Type,STU,MOV,CON,PBABIP,HRR,STU P,MOV P,CON P,PBABIP P,HRR P,VELO,G,GS,W,L,IP,BF,AB,HA,1B,2B,3B,HR,R,ER,BB,IBB,K,HP,ERA,BABIP,WHIP,K/9,BB/9,HR/9,K/BB,K%-BB%,SH,SF,WP,BK,CI,DP,IR,IRS,PI,GB,FB,SB,CS,ERA+,FIP,FIP-,WAR
39584,RP,RP,FRANCISCO ESPINOSA,,SEA,MLB,25,7,2.5 Stars,2.5 Stars,H,H,Fan Fav,5,5,6,6,5,5,5,6,6,5,94-96,37,0,3,3,71.0,296,275,68,55,8,2,3,19,16,15,1,59,3,2.03,.302,1.17,7.5,1.9,0.4,3.9,14.9,1,2,3,0,0,6,20,6,1055,75,73,9,0,212,2.98,69,1.4
38961,RP,RP,RAMÓN CANDELÉRIA,,ARI,MLB,30,11,2.5 Stars,2.5 Stars,N,N,Normal,6,6,5,6,6,6,6,5,6,6,94-96,49,0,3,6,72.1,309,281,74,54,13,1,6,33,32,25,1,71,2,3.98,.332,1.37,8.8,3.1,0.7,2.8,14.9,0,1,2,0,0,4,15,4,1197,66,71,3,1,113,3.57,79,1.4
33689,SP,SP,ROD PEARSON,,CHN,MLB,27,6,3.0 Stars,3.0 Stars,H,H,Humble,5,6,5,6,7,7,7,5,6,7,96-98,33,33,8,11,185.1,806,716,192,122,37,6,27,99,97,76,1,150,6,4.71,.303,1.45,7.3,3.7,1.3,2.0,9.2,2,6,8,1,0,21,0,0,2999,184,194,22,3,94,4.96,111,1.4
35976,SP,SP,JON WRIGHT,,PIT,MLB,33,12,2.5 Stars,2.5 Stars,L,L,Unmotivated,5,6,5,6,6,5,6,5,6,6,91-93,29,10,5,2,74.0,329,298,84,57,18,3,6,35,34,28,2,66,1,4.14,.342,1.51,8.0,3.4,0.7,2.4,11.6,0,2,3,1,0,7,16,8,1223,72,75,3,1,110,3.74,82,1.4
32499,SP,SP,BILL JACKSON,,DET,MLB,23,8,3.0 Stars,3.5 Stars,N,N,Normal,5,7,6,6,7,6,7,6,6,7,94-96,14,14,6,3,83.0,326,296,56,34,11,2,9,31,29,26,0,64,2,3.14,.209,0.99,6.9,2.8,1.0,2.5,11.7,0,2,3,0,0,7,0,0,1212,80,94,5,2,145,4.25,93,1.4
35364,RP,RP,HENRY KNIGHT,,OAK,MLB,37,18,3.0 Stars,3.0 Stars,H,N,Normal,9,5,4,6,5,9,5,4,6,5,94-96,57,0,0,6,69.0,288,263,60,40,11,1,8,23,23,23,1,85,0,3.00,.302,1.20,11.1,3.0,1.0,3.7,21.5,0,2,1,0,0,3,25,10,1114,52,65,3,1,147,3.37,76,1.4
28068,SP,SP,JUAN VILLANUEVA,,KCA,MLB,24,9,2.5 Stars,2.5 Stars,N,N,Prankster,5,6,7,6,5,6,6,7,6,5,95-97,26,26,7,10,156.1,668,605,157,95,36,4,22,77,75,44,0,116,13,4.32,.287,1.29,6.7,2.5,1.3,2.6,10.8,2,4,12,1,0,14,0,0,2352,128,209,5,2,102,4.81,108,1.4
35854,RP,RP,DON HARMON,,SLN,MLB,30,9,3.0 Stars,3.0 Stars,N,N,Normal,6,6,5,6,6,6,6,5,6,6,92-94,39,0,1,2,65.1,259,235,50,32,15,0,3,22,20,19,0,63,0,2.76,.273,1.06,8.7,2.6,0.4,3.3,17.0,2,3,3,0,0,7,21,7,978,62,63,1,1,158,2.91,66,1.4
35864,CL,CL,JOEL MILLER,,CIN,MLB,31,9,3.0 Stars,3.0 Stars,H,H,Fan Fav,6,6,7,6,6,6,6,7,6,6,92-94,58,0,3,8,62.2,254,231,47,31,6,5,5,20,16,17,3,57,5,2.30,.249,1.02,8.2,2.4,0.7,3.4,15.7,1,0,1,0,0,5,8,3,916,63,62,3,0,187,3.50,81,1.4
36413,SP,SP,LOREN SIMPSON,,DET,MLB,28,10,5.0 Stars,5.0 Stars,H,H,Fan Fav,8,7,5,7,8,9,7,5,7,8,91-93,8,8,5,1,45.2,188,170,43,30,10,0,3,14,14,18,0,50,0,2.76,.342,1.34,9.9,3.5,0.6,2.8,17.0,0,0,1,0,0,7,0,0,730,46,31,4,1,165,3.22,70,1.3
36352,SP,SP,DON DAVIS,,-,-,36,18,2.0 Stars,2.0 Stars,N,H,Prankster,5,5,7,6,5,5,5,7,6,5,92-94,33,2,6,7,145.1,649,601,185,134,33,1,17,86,79,40,0,127,4,4.89,.364,1.55,7.9,2.5,1.1,3.2,13.4,0,4,6,3,0,15,25,9,2339,133,155,13,4,90,4.05,91,1.3
35732,SP,SP,ALFREDO MOROYOQUI,,-,-,36,18,2.5 Stars,2.5 Stars,N,N,Normal,5,6,5,6,7,5,6,5,6,7,93-95,32,15,10,8,110.1,485,429,112,80,18,3,11,61,60,43,0,97,6,4.89,.310,1.40,7.9,3.5,0.9,2.3,11.1,2,5,6,1,0,10,14,2,1792,112,109,12,2,89,4.24,97,1.3
31258,SP,SP,CHARLIE LINTTELL,,-,-,31,16,2.5 Stars,2.5 Stars,H,N,Normal,6,5,6,6,5,6,5,6,6,5,91-93,31,31,6,9,153.1,656,596,151,80,41,1,29,97,90,49,0,146,6,5.28,.286,1.30,8.6,2.9,1.7,3.0,14.8,0,5,11,1,0,10,0,0,2475,149,147,18,3,87,5.00,109,1.3
39458,RP,RP,JUAN AGUILAR,,WAS,MLB,37,20,3.0 Stars,3.0 Stars,H,N,Fan Fav,7,5,6,6,5,7,5,6,6,5,95-97,71,0,5,9,80.2,347,316,77,48,14,3,12,34,30,24,5,89,4,3.35,.301,1.25,9.9,2.7,1.3,3.7,18.7,2,1,4,1,0,2,12,4,1264,75,74,6,1,137,3.96,86,1.3
41396,RP,RP,ZONG-YUAN WANG,,ARI,MLB,24,6,4.0 Stars,4.0 Stars,N,N,Normal,10,5,4,5,6,10,6,4,5,6,86-88,55,5,6,2,79.1,324,297,66,45,8,1,12,26,26,23,1,96,2,2.95,.284,1.12,10.9,2.6,1.4,4.2,22.5,1,1,2,1,0,5,20,3,1239,72,65,1,0,153,3.83,84,1.3
34613,SP,SP,LOU MARKAKIS,,-,-,29,10,2.5 Stars,3.0 Stars,L,N,Normal,5,6,7,6,6,6,6,7,6,6,91-93,51,0,7,3,60.1,264,237,65,41,18,1,5,32,30,22,2,66,2,4.48,.355,1.44,9.8,3.3,0.7,3.0,16.7,0,3,2,1,0,9,22,6,1010,57,50,5,0,101,3.36,74,1.3
31812,RP,RP,PABLO SUÁREZ,,-,-,30,13,3.0 Stars,3.0 Stars,N,N,Normal,6,5,6,6,5,6,5,6,6,5,93-95,53,0,5,4,81.2,329,294,58,41,11,1,5,30,25,31,0,73,2,2.76,.243,1.09,8.0,3.4,0.6,2.4,12.8,0,2,3,1,0,11,34,4,1176,83,77,2,1,161,3.59,80,1.2
34426,SP,SP,CORY YOUNG,,ARI,MLB,28,9,2.0 Stars,2.0 Stars,H,H,Captain,4,5,5,5,5,6,5,5,5,5,91-93,42,0,4,4,73.2,323,297,82,57,19,0,6,31,26,24,3,70,1,3.18,.342,1.44,8.6,2.9,0.7,2.9,14.2,0,1,4,1,0,3,30,8,1163,71,72,1,2,142,3.43,75,1.2
29704,RP,RP,ZACH HOWARD,,TOR,MLB,26,10,2.5 Stars,3.0 Stars,H,H,Fan Fav,6,5,7,6,5,7,5,7,6,5,95-97,44,0,6,4,82.0,329,307,74,55,10,1,8,33,30,20,1,68,0,3.29,.286,1.15,7.5,2.2,0.9,3.4,14.6,2,0,1,0,0,7,27,4,1192,80,87,9,4,137,3.68,81,1.2
37766,RP,RP,TIM SÁNCHEZ,,-,-,35,19,3.0 Stars,3.0 Stars,N,H,Normal,6,6,6,6,6,6,6,6,6,6,95-97,58,0,4,3,70.1,280,258,56,41,8,1,6,32,29,18,1,65,2,3.71,.265,1.05,8.3,2.3,0.8,3.6,16.8,0,2,1,0,0,8,52,14,1082,56,79,4,1,123,3.44,75,1.2
41280,RP,RP,JUAN HERNÁNDEZ,,COL,MLB,35,17,3.0 Stars,3.0 Stars,N,N,Normal,5,6,8,6,6,5,6,8,6,6,91-93,42,0,6,4,54.2,234,209,56,42,7,2,5,22,20,20,10,48,0,3.29,.319,1.39,7.9,3.3,0.8,2.4,12.0,1,4,1,0,0,6,29,10,841,62,46,2,1,138,3.36,73,1.2
28542,SP,SP,MIKE LOWERY,,SEA,MLB,28,12,2.5 Stars,2.5 Stars,N,N,Normal,5,6,6,6,6,5,6,6,6,6,90-92,9,9,2,1,48.1,207,191,50,33,12,1,4,18,17,12,0,43,1,3.17,.317,1.28,8.0,2.2,0.7,3.6,15.0,2,1,1,0,0,2,0,0,751,51,48,8,0,136,3.48,80,1.1
40671,SP,SP,ISRAEL RODRÍGUEZ,,CHA,MLB,23,5,2.5 Stars,4.0 Stars,L,H,Normal,9,5,6,7,4,10,5,6,7,4,92-94,31,31,10,12,153.1,648,581,143,84,24,2,33,90,88,52,0,183,7,5.17,.296,1.27,10.7,3.1,1.9,3.5,20.2,1,7,5,0,0,7,0,0,2512,109,152,21,5,86,4.94,111,1.1
38017,RP,RP,SAM GREGORY,,KCA,MLB,34,11,2.5 Stars,2.5 Stars,N,N,Normal,6,5,4,5,5,6,5,4,5,5,92-94,46,0,2,2,73.1,313,274,70,51,16,0,3,24,23,35,3,65,2,2.82,.322,1.43,8.0,4.3,0.4,1.9,9.6,0,2,3,1,0,8,29,11,1211,78,62,7,3,156,3.52,79,1.1
39313,SP,SP,JOSÉ LÓPEZ,,-,-,31,13,2.5 Stars,2.5 Stars,N,N,Humble,5,6,6,6,5,5,6,6,6,5,94-96,43,5,7,4,92.0,393,360,96,61,22,3,10,49,41,22,0,80,4,4.01,.312,1.28,7.8,2.2,1.0,3.6,14.8,1,6,3,3,0,9,18,6,1432,91,93,10,1,109,3.90,89,1.1
30522,RP,RP,DAN SCHROEDER,,ARI,MLB,26,6,3.0 Stars,3.0 Stars,N,N,Normal,8,6,4,6,7,9,6,4,6,7,92-94,43,0,3,4,73.1,307,265,60,43,12,0,5,29,29,33,0,77,5,3.56,.296,1.27,9.5,4.0,0.6,2.3,14.3,1,3,4,0,0,4,36,5,1146,65,66,5,4,127,3.71,82,1.1
27882,SP,SP,LANCE BENN,,TBA,MLB,24,9,2.0 Stars,2.0 Stars,H,H,Captain,5,6,5,6,6,5,6,5,6,6,87-89,32,32,12,13,148.2,668,605,164,104,34,4,22,96,85,48,0,121,10,5.15,.306,1.43,7.3,2.9,1.3,2.5,10.9,3,2,16,0,0,9,0,0,2450,143,172,9,2,84,4.84,111,1.1
36683,SP,SP,BEN SIMMS,,SDN,MLB,28,10,2.0 Stars,2.0 Stars,H,H,Captain,5,6,4,6,7,6,6,4,6,7,92-94,31,28,8,12,171.1,746,647,156,107,28,2,19,89,77,86,1,130,5,4.04,.273,1.41,6.8,4.5,1.0,1.5,5.9,3,4,0,2,1,18,1,0,2750,178,181,11,1,106,4.87,113,1.1
35851,RP,RP,JOHN PERRY,,TOR,MLB,31,11,2.5 Stars,2.5 Stars,H,N,Sparkplug,6,5,6,6,5,6,5,6,6,5,94-96,39,0,5,4,67.0,278,253,59,37,15,0,7,30,30,20,2,72,4,4.03,.297,1.18,9.7,2.7,0.9,3.6,18.7,0,1,2,0,0,6,37,4,999,60,62,2,1,112,3.57,79,1.1
29987,SP,SP,ROBERT JOHNSON,,LAA,MLB,26,9,2.5 Stars,2.5 Stars,N,N,Normal,6,6,6,6,7,6,6,6,6,7,92-94,17,4,2,2,54.2,232,211,53,41,7,3,2,15,13,19,0,43,2,2.14,.307,1.32,7.1,3.1,0.3,2.3,10.3,0,0,2,0,0,4,14,4,843,52,60,3,1,204,3.43,78,1.1
39586,RP,RP,JUAN CARLOS MUÑÓZ,,NYN,MLB,37,21,3.0 Stars,3.0 Stars,L,N,Normal,7,5,6,5,5,7,5,6,5,5,98-100,63,0,6,9,68.0,290,260,67,51,6,1,9,32,32,25,5,84,1,4.24,.339,1.35,11.1,3.3,1.2,3.4,20.3,0,4,6,2,0,9,35,8,1087,48,61,3,0,100,3.55,83,1.1
38524,SP,SP,FELIPE GUERRERO,,NYN,MLB,33,13,2.5 Stars,2.5 Stars,N,N,Normal,5,6,7,6,6,5,6,7,6,6,93-95,32,32,14,13,184.2,787,718,178,112,30,5,31,102,96,55,0,157,7,4.68,.275,1.26,7.7,2.7,1.5,2.9,13.0,2,5,7,2,0,9,0,0,2881,197,184,16,3,90,4.86,114,1.1
34825,RP,RP,GARY KING,,MON,MLB,27,8,2.5 Stars,2.5 Stars,H,H,Normal,5,7,5,6,8,5,7,5,6,8,91-93,48,0,4,7,72.1,311,274,71,51,15,2,3,29,27,31,1,56,2,3.36,.311,1.41,7.0,3.9,0.4,1.8,8.0,0,4,4,1,0,5,42,20,1195,65,84,9,3,131,3.69,83,1.1
39894,CL,CL,JIMMY BLANKENSHIP,,NYN,MLB,25,6,3.5 Stars,3.5 Stars,N,N,Normal,7,6,7,6,6,7,6,7,6,6,93-95,32,0,0,2,35.2,158,139,38,30,7,0,1,17,14,16,4,34,1,3.53,.352,1.51,8.6,4.0,0.3,2.1,11.4,1,1,0,0,0,4,4,1,567,39,29,1,0,120,2.92,69,1.1
29405,SP,SP,GLENN MADDEN,,TEX,AA,29,13,2.0 Stars,2.5 Stars,N,N,Normal,4,5,7,6,5,5,6,7,6,6,89-91,11,6,1,1,45.0,192,176,47,32,7,4,4,26,24,11,0,40,1,4.80,.316,1.29,8.0,2.2,0.8,3.6,15.1,0,4,3,0,0,4,3,2,701,40,49,1,0,94,3.55,78,1.0
36177,RP,RP,PETER SMITH,,-,-,37,18,3.0 Stars,3.0 Stars,N,N,Normal,5,6,6,6,7,5,6,6,6,7,89-91,35,0,4,2,51.1,196,183,31,20,7,1,3,10,10,11,0,42,1,1.75,.201,0.82,7.4,1.9,0.5,3.8,15.8,0,1,2,0,0,1,24,10,713,52,55,4,1,250,3.20,72,1.0
29662,SP,SP,LARRY HOLLAND,,BAL,MLB,26,11,2.5 Stars,2.5 Stars,H,N,Normal,5,5,6,5,5,6,5,6,5,5,91-93,11,11,5,3,72.1,293,270,54,31,9,4,10,23,22,19,0,58,1,2.74,.216,1.01,7.2,2.4,1.2,3.1,13.3,1,2,0,0,0,2,0,0,1094,74,82,3,0,163,4.40,98,1.0
31737,RP,RP,EMÍLIO FALC,,BOS,MLB,32,12,3.0 Stars,3.0 Stars,N,N,Normal,5,6,7,6,6,5,6,7,6,6,92-94,55,0,5,5,85.2,380,348,96,64,22,0,10,47,40,23,4,83,5,4.20,.335,1.39,8.7,2.4,1.1,3.6,15.8,2,2,8,0,0,5,41,14,1367,89,78,6,0,107,3.79,84,1.0
36862,SP,SP,ROBERTO CAMPOS,,-,-,36,16,2.5 Stars,2.5 Stars,N,L,Normal,5,5,5,6,5,5,5,5,6,5,92-94,32,32,10,10,192.1,809,734,181,112,31,5,33,94,91,61,0,150,7,4.26,.267,1.26,7.0,2.9,1.5,2.5,11.0,4,3,8,1,0,17,0,0,3015,196,205,22,4,103,5.10,116,1.0
31879,RP,RP,SCOTTY SCOTT,,NYA,MLB,33,16,2.5 Stars,2.5 Stars,N,H,Normal,5,5,5,5,6,5,5,5,5,6,92-94,46,0,7,3,43.2,183,164,38,27,7,1,3,15,15,14,1,47,1,3.09,.302,1.19,9.7,2.9,0.6,3.4,18.0,2,2,4,1,0,0,23,8,677,45,38,3,0,143,3.08,69,1.0
36974,SP,SP,TRAVIS BAILEY,,MON,MLB,25,3,2.0 Stars,2.0 Stars,N,H,Normal,4,7,4,6,8,4,7,4,6,8,87-89,27,27,8,9,130.0,611,522,150,102,29,6,13,93,78,76,0,102,2,5.40,.330,1.74,7.1,5.3,0.9,1.3,4.3,3,8,9,2,0,9,0,0,2360,126,146,13,3,82,4.90,111,1.0
33312,RP,RP,JOE BARANDA,,MIL,MLB,28,9,3.0 Stars,3.0 Stars,N,L,Normal,6,7,4,6,8,6,7,4,6,8,94-96,47,0,6,0,85.1,341,299,52,35,12,1,4,26,26,40,0,72,0,2.74,.213,1.08,7.6,4.2,0.4,1.8,9.4,0,2,5,0,0,6,33,7,1260,92,85,3,0,160,3.70,84,1.0
38181,RP,RP,MIKE FRANKLIN,,TBA,MLB,33,16,2.5 Stars,2.5 Stars,H,H,Sparkplug,5,5,5,6,5,5,5,5,6,5,93-95,47,0,2,2,76.2,319,286,66,48,7,4,7,30,27,28,2,77,0,3.17,.288,1.23,9.0,3.3,0.8,2.8,15.4,2,3,7,1,0,6,34,8,1168,71,74,6,0,137,3.57,82,1.0
30556,SP,SP,IGNACIO SALAZAR,,WAS,MLB,33,13,2.5 Stars,2.5 Stars,N,H,Normal,5,5,6,5,5,5,5,6,5,5,91-93,43,8,8,3,117.0,486,441,103,60,23,3,17,53,48,37,0,108,5,3.69,.270,1.20,8.3,2.8,1.3,2.9,14.6,1,2,1,0,0,10,26,8,1784,119,109,16,1,124,4.49,98,1.0
32582,SP,SP,ED WALKER,,ARI,MLB,34,13,2.5 Stars,2.5 Stars,N,N,Normal,5,5,8,6,5,5,5,8,6,5,93-95,50,0,7,3,78.1,323,298,74,45,19,1,9,33,29,21,6,68,1,3.33,.290,1.21,7.8,2.4,1.0,3.2,14.6,0,3,3,0,0,10,31,8,1169,75,80,4,1,135,3.74,82,1.0
33233,RP,RP,PETE SAMSON,,COL,MLB,31,13,2.5 Stars,2.5 Stars,H,H,Normal,7,6,4,6,7,7,6,4,6,7,93-95,37,4,5,5,75.2,300,263,47,30,10,1,6,28,23,32,4,67,3,2.74,.214,1.04,8.0,3.8,0.7,2.1,11.7,0,2,2,0,0,7,21,4,1139,75,73,5,1,161,3.86,87,0.9
37486,SP,SP,ROB SARMIE,,MIN,MLB,32,12,2.5 Stars,2.5 Stars,N,N,Normal,5,6,5,6,7,5,6,5,6,7,93-95,46,0,5,1,67.2,280,253,56,35,17,0,4,31,31,13,0,51,8,4.12,.256,1.02,6.8,1.7,0.5,3.9,13.6,1,5,3,1,0,2,42,5,999,77,72,9,1,108,3.57,79,0.9
33473,RP,RP,ZACH WOODS,,KCA,MLB,27,6,2.5 Stars,2.5 Stars,H,N,Sparkplug,6,5,5,6,4,6,5,6,6,4,94-96,11,6,3,5,40.1,172,162,52,39,9,0,4,24,24,6,0,34,0,5.36,.375,1.44,7.6,1.3,0.9,5.7,16.3,0,4,2,0,0,3,1,0,621,29,50,10,3,82,3.42,77,0.9
38711,RP,RP,ROY CRUZ,,-,-,34,12,2.5 Stars,2.5 Stars,L,L,Unmotivated,5,6,7,6,5,5,6,7,6,5,90-92,60,18,2,5,77.2,322,292,75,50,13,3,9,32,32,22,1,63,3,3.71,.293,1.25,7.3,2.5,1.0,2.9,12.7,0,5,6,0,0,10,22,7,1178,69,88,11,0,120,4.18,94,0.9
31598,RP,RP,EZRA EVERSON,,HOU,MLB,27,9,2.5 Stars,2.5 Stars,L,N,Unmotivated,5,5,5,6,5,5,5,5,6,5,93-95,51,0,2,3,81.0,344,311,80,56,15,3,6,41,41,28,1,69,2,4.56,.310,1.33,7.7,3.1,0.7,2.5,11.9,0,3,8,0,0,6,42,15,1255,84,79,7,1,96,3.71,84,0.9
33728,SP,SP,GREG STEAD,,ATL,MLB,30,12,2.5 Stars,2.5 Stars,N,N,Prankster,4,6,7,5,6,4,6,7,5,6,91-93,32,32,8,19,187.2,803,714,187,127,31,3,26,106,99,69,0,124,11,4.75,.282,1.36,5.9,3.3,1.2,1.8,6.8,2,7,4,1,0,23,0,0,2878,223,184,20,7,93,5.13,116,0.9
37468,CL,CL,KELLY DAVIS,,CHN,MLB,26,6,3.5 Stars,3.5 Stars,N,N,Normal,7,7,7,6,7,7,7,7,6,8,95-97,66,0,4,7,83.0,361,332,96,69,14,3,10,39,38,17,0,75,6,4.12,.343,1.36,8.1,1.8,1.1,4.4,16.1,2,4,1,0,0,9,30,6,1307,75,88,4,1,108,3.96,89,0.9
31144,CL,CL,CARLOS MARTÍNEZ,,NYA,MLB,34,16,2.5 Stars,2.5 Stars,N,H,Normal,5,6,5,6,7,5,6,5,6,7,96-98,47,0,5,1,76.1,299,268,49,27,13,4,5,25,20,26,1,57,1,2.36,.212,0.98,6.7,3.1,0.6,2.2,10.4,2,2,4,1,0,12,26,5,1079,84,76,4,0,188,3.75,84,0.9
39331,SP,SP,HARRY RIJO,,MON,MLB,24,6,2.0 Stars,2.5 Stars,H,N,Humble,4,6,5,6,6,5,6,5,6,6,91-93,60,17,2,7,115.0,523,467,143,84,41,8,10,78,74,48,0,73,0,5.79,.340,1.66,5.7,3.8,0.8,1.5,4.8,1,7,1,1,0,13,42,15,1919,119,134,12,2,76,4.49,101,0.9
35531,RP,RP,NICK THOMAS,,COL,MLB,31,9,2.5 Stars,2.5 Stars,H,N,Fan Fav,6,5,8,6,5,6,5,8,6,5,94-96,47,0,5,4,63.0,254,231,49,26,12,2,9,23,23,19,3,69,3,3.29,.260,1.08,9.9,2.7,1.3,3.6,19.7,0,1,2,0,0,3,11,3,937,48,66,4,1,138,3.94,86,0.8
30757,RP,RP,TOMÁS GONZÁLES,,CHN,MLB,32,13,3.0 Stars,3.0 Stars,N,N,Normal,6,6,6,6,6,6,6,6,6,6,96-98,54,0,4,6,61.1,250,231,56,37,10,0,9,25,22,16,5,60,2,3.23,.288,1.17,8.8,2.3,1.3,3.8,17.6,0,1,0,0,0,6,20,3,941,69,45,1,2,138,3.96,89,0.8
30848,RP,RP,REX FRAZIER,,TEX,MLB,31,11,3.5 Stars,3.5 Stars,N,N,Normal,7,6,5,6,7,7,6,5,6,7,95-97,61,1,10,6,87.0,363,326,77,46,15,5,11,36,34,20,0,76,6,3.52,.268,1.11,7.9,2.1,1.1,3.8,15.4,4,7,4,0,0,4,35,9,1356,95,85,1,1,126,4.17,93,0.8
39169,RP,RP,BILL POMEROY,,PIT,MLB,35,13,2.5 Stars,2.5 Stars,L,N,Normal,5,7,4,6,8,5,7,4,6,8,91-93,34,0,1,3,57.1,226,206,42,30,5,2,5,16,16,13,1,53,4,2.51,.245,0.96,8.3,2.0,0.8,4.1,17.7,0,3,2,0,0,4,24,8,754,59,55,1,0,174,3.50,79,0.8
37055,RP,RP,JOSÉ LÓPEZ,,SLN,MLB,28,6,3.0 Stars,3.0 Stars,N,H,Selfish,6,7,5,6,7,7,7,5,6,7,91-93,38,0,3,5,45.0,210,177,50,33,15,1,1,29,29,26,4,37,4,5.80,.348,1.69,7.4,5.2,0.2,1.4,5.2,1,2,3,0,0,5,20,5,739,48,44,2,0,78,3.75,82,0.8
32422,RP,RP,RICHARD DOOLEY,,SFN,MLB,29,9,2.5 Stars,2.5 Stars,N,N,Normal,5,5,8,6,5,6,5,8,6,5,91-93,64,19,0,5,78.1,318,297,79,53,14,1,11,35,34,15,0,61,3,3.91,.298,1.20,7.0,1.7,1.3,4.1,14.5,0,3,5,0,0,9,38,9,1180,63,96,6,2,113,4.33,97,0.8
33514,RP,RP,ANTÓNIO MENDOZA,,LAA,MLB,26,6,3.0 Stars,3.0 Stars,H,N,Normal,6,6,7,6,5,6,6,7,6,5,93-95,28,1,2,1,57.1,249,230,65,47,12,1,5,23,22,14,1,44,0,3.45,.326,1.38,6.9,2.2,0.8,3.1,12.0,2,3,0,0,0,2,21,4,849,47,76,4,2,126,3.65,83,0.8
35410,SP,SP,JONATHAN LADD,,-,-,36,18,2.5 Stars,2.5 Stars,N,N,Normal,5,5,8,6,4,5,5,8,6,4,91-93,38,2,11,5,161.2,667,627,165,108,28,4,25,71,70,33,1,128,2,3.90,.294,1.22,7.1,1.8,1.4,3.9,14.2,2,3,5,2,0,16,18,8,2427,160,174,15,2,114,4.43,100,0.8
29741,SP,SP,NED NICHOLS,,WAS,MLB,29,14,2.5 Stars,2.5 Stars,N,N,Normal,4,6,5,6,6,5,6,5,6,7,92-94,32,0,4,1,79.1,331,301,71,42,22,0,7,29,25,27,0,62,1,2.84,.274,1.24,7.0,3.1,0.8,2.3,10.6,0,2,3,1,0,7,22,7,1179,90,75,6,2,161,4.02,87,0.8
33208,RP,RP,STEVE ROLLINS,,CLE,MLB,28,8,2.5 Stars,2.5 Stars,N,H,Normal,6,6,4,6,7,6,7,4,6,7,93-95,41,14,6,4,61.2,269,233,57,39,14,0,4,30,30,34,1,53,1,4.38,.299,1.48,7.7,5.0,0.6,1.6,7.1,0,1,3,1,0,5,27,5,1017,53,70,9,1,101,4.15,94,0.8
30270,RP,RP,CARL MURPHY,,LAA,MLB,25,6,3.0 Stars,3.0 Stars,H,H,Fan Fav,8,6,5,6,6,9,6,5,6,6,93-95,54,0,5,5,53.1,227,201,50,37,7,0,6,24,24,21,1,62,0,4.05,.319,1.33,10.5,3.5,1.0,3.0,18.1,0,5,0,0,0,2,31,9,866,33,60,2,2,108,3.64,83,0.8
37407,SP,SP,MICHAEL ADAMS,,PIT,MLB,24,5,2.5 Stars,3.5 Stars,H,N,Normal,7,7,3,7,6,10,7,4,7,7,91-93,17,16,5,5,86.1,391,329,82,53,17,4,8,53,49,51,0,75,4,5.11,.295,1.54,7.8,5.3,0.8,1.5,6.1,2,5,1,2,0,7,1,1,1528,80,95,6,2,86,4.75,108,0.8
32735,RP,RP,BRYAN BOOTH,,CLE,MLB,33,17,2.5 Stars,2.5 Stars,N,N,Normal,6,5,6,6,5,6,5,6,6,5,92-94,30,20,0,4,42.1,174,156,36,24,4,3,5,19,15,15,1,42,0,3.19,.279,1.20,8.9,3.2,1.1,2.8,15.5,1,2,1,1,0,6,6,2,674,38,41,5,0,138,3.92,88,0.8
32365,SP,SP,MARK GUTHRIE,,-,-,35,14,2.5 Stars,2.5 Stars,N,L,Outspoken,5,6,4,6,6,5,6,4,6,6,94-96,23,15,6,7,88.0,398,342,89,55,18,4,12,61,52,41,0,83,5,5.32,.306,1.48,8.5,4.2,1.2,2.0,10.6,5,5,6,0,0,6,3,2,1543,83,88,9,1,85,4.83,106,0.7
37147,RP,RP,MATT BURFORD,,BAL,MLB,35,17,2.5 Stars,2.5 Stars,N,L,Normal,5,5,7,5,5,5,5,7,5,5,93-95,37,0,4,4,64.1,273,249,62,40,11,2,9,28,28,18,3,73,4,3.92,.314,1.24,10.2,2.5,1.3,4.1,20.1,0,2,3,2,0,5,26,8,1038,66,48,3,1,114,3.81,85,0.7
34628,SP,SP,HÉCTOR FOSAS,,WAS,MLB,24,3,2.5 Stars,2.5 Stars,N,H,Normal,6,6,6,6,5,6,6,6,6,5,93-95,14,14,3,5,76.0,325,300,86,52,19,1,14,48,45,20,0,66,2,5.33,.323,1.39,7.8,2.4,1.7,3.3,14.2,0,3,2,0,0,5,0,0,1156,69,81,13,4,86,4.90,107,0.7
31957,RP,RP,DAVID KENNY,,SDN,MLB,24,1,3.0 Stars,3.0 Stars,N,N,Normal,7,6,5,6,7,7,7,8,6,7,90-92,39,0,4,2,40.2,168,141,29,22,4,2,1,12,10,22,5,37,1,2.21,.262,1.25,8.2,4.9,0.2,1.7,8.9,0,4,0,0,0,6,27,12,618,40,39,2,0,195,3.20,74,0.7
37462,RP,RP,WILLIE MITCHELL,,PIT,MLB,29,11,3.0 Stars,3.0 Stars,L,L,Normal,5,6,7,6,6,6,6,7,6,6,91-93,26,3,3,1,70.1,306,273,75,50,12,7,6,33,32,23,0,56,5,4.09,.321,1.39,7.2,2.9,0.8,2.4,10.8,0,4,1,0,1,11,24,5,1118,66,76,8,0,107,4.08,93,0.7
